dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimeEdges,TimeTotal,GenNumEdge,GenAvgDeg
3,32768,10,inf,2.5,6,84,4,3.7802,2.3271,33.493,81.952,122.06,164596,10.0461
4,32768,10,inf,2.5,6,85,4,3.7552,2.8006,83.8633,253.583,344.547,163851,10.0007
5,32768,10,inf,2.5,6,86,4,3.7588,3.2616,440.214,742.463,1190.24,164224,10.0234
1,32768,10,2,2.5,1,87,5,3.7783,1.6126,4.5751,50.9691,61.4242,164228,10.0237
2,32768,10,2,2.5,1,88,5,3.5723,1.7833,7.4435,160.965,174.252,163964,10.0076
3,32768,10,2,2.5,1,89,5,3.9077,2.2103,26.463,1109.84,1142.91,163255,9.96429
4,32768,10,2,2.5,1,90,5,3.6193,2.656,48.6799,5313.82,5369.3,163930,10.0055
5,32768,10,2,2.5,1,91,5,4.4197,3.4281,50.2451,22992.4,23051.1,163707,9.99188
1,32768,10,2,2.5,2,92,5,3.7306,1.3926,2.6862,29.3357,37.6338,164063,10.0136
2,32768,10,2,2.5,2,93,5,3.9644,1.7469,7.2895,90.3306,103.814,164564,10.0442
3,32768,10,2,2.5,2,94,5,3.5844,2.2238,12.5775,667.3,686.188,164185,10.0211
4,32768,10,2,2.5,2,95,5,3.6684,2.7459,46.7891,3463.47,3517.2,163799,9.9975
5,32768,10,2,2.5,2,96,5,3.616,3.1865,85.3107,15392.7,15485.3,163899,10.0036
1,32768,10,2,2.5,3,97,5,3.7737,1.4289,36.648,27.8928,70.2354,163558,9.98279
2,32768,10,2,2.5,3,98,5,3.6601,1.7902,7.7073,71.2904,84.9359,164396,10.0339
3,32768,10,2,2.5,3,99,5,3.706,2.5743,25.5475,506.428,539.062,163693,9.99103
4,32768,10,2,2.5,3,100,5,3.6554,2.7206,17.5336,2783.31,2807.8,162960,9.94629
5,32768,10,2,2.5,3,101,5,3.6615,3.1815,126.473,11661.6,11795.4,162757,9.9339
1,32768,10,2,2.5,4,102,5,3.7481,1.4232,2.7303,18.1589,26.5586,164913,10.0655
2,32768,10,2,2.5,4,103,5,4.007,1.8282,3.8442,50.1513,60.3251,165006,10.0712
3,32768,10,2,2.5,4,104,5,3.6996,2.2511,14.4205,382.425,403.308,163998,10.0096
4,32768,10,2,2.5,4,105,5,3.7129,3.0146,52.0278,1967.43,2026.72,163660,9.98901
5,32768,10,2,2.5,4,106,5,3.6619,3.2111,57.2378,9122.08,9186.72,163326,9.96863
1,32768,10,2,2.5,5,107,5,4.6058,1.5452,6.7627,16.4277,29.8482,163754,9.99475
2,32768,10,2,2.5,5,108,5,3.7629,1.8388,10.4386,44.5204,61.0648,164344,10.0308
3,32768,10,2,2.5,5,109,5,4.026,2.3119,8.852,327.896,343.588,163561,9.98297
4,32768,10,2,2.5,5,110,5,3.7625,2.8036,15.1624,1715.01,1737.28,164062,10.0135
5,32768,10,2,2.5,5,111,5,3.7552,3.5362,53.3042,8282.9,8344.05,163456,9.97656
1,32768,10,2,2.5,6,112,5,3.8093,1.3718,2.9621,15.5358,24.1874,163797,9.99738
2,32768,10,2,2.5,6,113,5,3.9898,1.8444,4.2156,39.7445,50.298,163467,9.97723
3,32768,10,2,2.5,6,114,5,4.0455,2.4732,70.3311,293.334,370.696,163448,9.97607
4,32768,10,2,2.5,6,115,5,3.7714,2.8076,14.1103,1704.58,1725.82,163936,10.0059
5,32768,10,2,2.5,6,116,5,3.7519,3.4931,77.8181,7563.47,7649.08,163443,9.97577
1,1024,10,inf,2.5,1,117,0,0.1456,0.0492,0.1029,0.2416,0.5551,5138,10.0352
1,1024,100,inf,2.5,1,118,0,0.128,0.0473,1.5499,0.8236,2.5637,50989,99.5879
1,2048,10,inf,2.5,1,119,0,0.2579,0.09,0.1234,0.4633,0.961,10232,9.99219
1,2048,100,inf,2.5,1,120,0,0.243,0.3367,3.3001,1.7948,5.7016,102156,99.7617
1,4096,10,inf,2.5,1,121,0,0.5046,0.1725,0.2982,0.9581,1.9959,20371,9.94678
1,4096,100,inf,2.5,1,122,0,0.4643,0.1706,6.6698,3.2348,10.606,205035,100.115
1,4096,1000,inf,2.5,1,123,0,0.4693,0.1725,121.181,19.5363,141.429,2048185,1000.09
1,8192,10,inf,2.5,1,124,0,1.0527,0.3326,0.6831,1.8161,4.0023,40858,9.9751
1,8192,100,inf,2.5,1,125,0,0.8974,0.327,13.204,6.4157,20.9688,410083,100.118
1,8192,1000,inf,2.5,1,126,0,0.941,0.3279,124.117,45.19,170.707,4098728,1000.67
1,16384,10,inf,2.5,1,127,0,1.8439,0.6706,1.1418,3.8692,7.7653,81849,9.99133
1,16384,100,inf,2.5,1,128,0,1.843,0.6665,8.1275,13.2317,24.1224,819430,100.028
1,16384,1000,inf,2.5,1,129,0,1.8412,0.6669,196.999,154.465,354.225,8188461,999.568
1,32768,10,inf,2.5,1,130,0,4.3859,1.3413,1.5972,7.6355,15.4268,164326,10.0297
1,32768,100,inf,2.5,1,131,0,4.0654,1.2995,15.5942,26.5873,48.0362,1638154,99.985
1,32768,1000,inf,2.5,1,132,0,4.021,1.3463,317.728,388.462,712.056,16382079,999.883
1,65536,10,inf,2.5,1,133,0,7.6513,2.6871,3.698,17.5077,32.5101,327618,9.99811
1,65536,100,inf,2.5,1,134,0,7.6424,2.5976,44.9651,54.9574,111.13,3276037,99.9767
1,65536,1000,inf,2.5,1,135,0,7.2227,2.636,574.45,714.743,1300.02,32771392,1000.1
1,131072,10,inf,2.5,1,136,0,14.9783,5.5226,5.4567,35.2534,63.1851,656300,10.0143
1,131072,100,inf,2.5,1,137,0,15.0131,5.3839,28.3465,154.071,204.743,6555407,100.028
1,131072,1000,inf,2.5,1,138,0,14.5425,5.6974,739.179,1537.81,2299.51,65544629,1000.13
1,262144,10,inf,2.5,1,139,0,29.9901,10.9638,15.7191,73.4057,134.082,1311602,10.0067
1,262144,100,inf,2.5,1,140,0,29.888,10.8754,63.0869,372.222,479.968,13109775,100.02
1,262144,1000,inf,2.5,1,141,0,29.6607,10.8368,1173.47,3125.29,4343.21,131078654,1000.05
1,524288,10,inf,2.5,1,142,0,59.6837,21.8796,19.9397,168.465,277.962,2622617,10.0045
1,524288,100,inf,2.5,1,143,0,59.5014,21.5454,661.199,865.937,1616.41,26207233,99.9727
1,524288,1000,inf,2.5,1,144,0,59.7598,21.5852,2182.48,6406.16,8678.47,262110056,999.871
1,1048576,10,inf,2.5,1,145,0,119.571,43.4397,39.6815,402.176,621.072,5239113,9.99282
1,1048576,100,inf,2.5,1,146,0,119.667,43.0864,427.535,1776.26,2383.04,52427984,99.9984
1,1048576,1000,inf,2.5,1,147,0,119.196,42.311,3992.44,15338.6,19510.6,524300434,1000.02
1,32768,2,inf,2.5,1,148,1,4.306,1.5592,2.13,12.5937,21.1655,32480,1.98242
1,32768,4,inf,2.5,1,149,1,4.237,1.5341,2.0549,9.8913,18.3059,65876,4.02075
1,32768,8,inf,2.5,1,150,1,4.2982,1.5764,2.2734,9.2461,17.9654,131294,8.01355
1,32768,16,inf,2.5,1,151,1,4.1697,1.5736,3.059,10.6546,20.0199,262281,16.0084
1,32768,32,inf,2.5,1,152,1,4.1448,2.4682,4.3868,13.9696,25.5592,524358,32.0043
1,32768,64,inf,2.5,1,153,1,4.2579,1.5308,14.7762,21.9942,43.1485,1049375,64.0488
1,32768,128,inf,2.5,1,154,1,4.609,1.5531,57.6057,35.6188,99.9686,2099792,128.161
1,32768,256,inf,2.5,1,155,1,4.5301,1.5499,55.3173,92.1898,154.195,4196010,256.104
1,32768,512,inf,2.5,1,156,1,5.5892,2.004,176.174,282.095,466.413,8394897,512.384
1,32768,1024,inf,2.5,1,157,1,5.536,2.3698,384.339,467.686,860.541,16773202,1023.76
1,32768,2048,inf,2.5,1,158,1,4.5945,1.6051,897.781,1212.56,2117.17,33557407,2048.18
1,32768,4096,inf,2.5,1,159,1,5.6111,2.1658,2812.67,2555.59,5376.63,67126390,4097.07
1,32768,10,inf,2.5,1,160,2,5.268,1.7966,3.5748,14.5406,25.9557,164196,10.0217
1,32768,10,5,2.5,1,161,2,6.0332,2.3467,10.9532,111.284,131.199,163692,9.99097
1,32768,10,4.5,2.5,1,162,2,4.2444,1.5328,9.8143,116.162,132.339,164086,10.015
1,32768,10,4,2.5,1,163,2,4.6637,1.5864,10.2354,106.177,123.246,163692,9.99097
1,32768,10,3.5,2.5,1,164,2,4.6308,1.554,11.2585,101.766,119.79,163001,9.94879
1,32768,10,3,2.5,1,165,2,5.8537,2.4729,10.1399,107.785,126.833,164329,10.0298
1,32768,10,2.5,2.5,1,166,2,4.2754,1.5416,16.9804,104.331,127.693,163156,9.95825
1,32768,10,2,2.5,1,167,2,4.634,1.497,3.8711,62.2058,72.7755,163983,10.0087
1,32768,10,inf,2.5,1,168,3,4.3056,1.581,2.3717,9.2874,18.1134,163945,10.0064
2,32768,10,inf,2.5,1,169,3,4.1818,2.0586,3.2418,21.5731,31.6466,163629,9.98712
3,32768,10,inf,2.5,1,170,3,4.3474,2.8368,50.8494,351.331,409.947,164273,10.0264
4,32768,10,inf,2.5,1,171,3,4.6274,3.1684,101.648,1114.69,1224.76,163497,9.97906
5,32768,10,inf,2.5,1,172,3,5.8417,4.3863,518.697,2832.97,3362.55,163939,10.006
1,32768,10,inf,2.5,1,173,4,4.6093,1.574,1.8407,9.152,17.7359,164655,10.0497
2,32768,10,inf,2.5,1,174,4,4.941,2.0601,2.9506,22.3254,32.8692,163934,10.0057
3,32768,10,inf,2.5,1,175,4,4.326,2.625,33.0922,362.564,403.202,164427,10.0358
4,32768,10,inf,2.5,1,176,4,4.378,3.3187,108.722,1168.8,1285.87,163290,9.96643
5,32768,10,inf,2.5,1,177,4,4.3868,4.0316,551.134,2594.21,3154.31,163773,9.99591
1,32768,10,inf,2.5,2,178,4,4.0201,1.3333,1.7392,5.6088,13.1984,164117,10.0169
2,32768,10,inf,2.5,2,179,4,3.757,2.1779,11.9212,10.9709,29.3259,162715,9.93134
3,32768,10,inf,2.5,2,180,4,3.8043,2.3108,25.3668,171.063,203.046,163317,9.96808
4,32768,10,inf,2.5,2,181,4,3.656,3.0933,97.9896,600.161,705.44,162815,9.93744
5,32768,10,inf,2.5,2,182,4,4.0357,3.1982,492.035,1618.9,2118.74,163242,9.9635
1,32768,10,inf,2.5,3,183,4,3.8919,1.484,1.7447,4.9875,12.6159,163679,9.99017
2,32768,10,inf,2.5,3,184,4,4.0779,1.8592,4.3107,9.2085,19.9554,163808,9.99805
3,32768,10,inf,2.5,3,185,4,3.8298,2.322,35.0645,143.307,185.084,163871,10.0019
4,32768,10,inf,2.5,3,186,4,3.7904,2.7947,97.3905,501.807,606.322,163955,10.007
5,32768,10,inf,2.5,3,187,4,3.7685,3.6053,498.442,1226.69,1733.04,163816,9.99854
1,32768,10,inf,2.5,4,188,4,3.7909,1.336,2.7478,4.1794,12.5528,164315,10.029
2,32768,10,inf,2.5,4,189,4,3.7682,1.8388,2.2242,7.2204,15.5498,163877,10.0023
3,32768,10,inf,2.5,4,190,4,3.7996,2.311,25.9149,105.055,137.593,164541,10.0428
4,32768,10,inf,2.5,4,191,4,3.7621,2.853,106.818,344.897,458.877,163284,9.96606
5,32768,10,inf,2.5,4,192,4,3.7482,3.2709,464.429,954.57,1426.55,163165,9.9588
1,32768,10,inf,2.5,5,193,4,3.7912,1.3701,2.2033,3.9583,11.8132,163879,10.0024
2,32768,10,inf,2.5,5,194,4,3.7616,1.8496,3.2927,6.9933,16.39,163493,9.97882
3,32768,10,inf,2.5,5,195,4,3.7645,2.3132,30.9134,84.864,122.377,163667,9.98944
4,32768,10,inf,2.5,5,196,4,3.7514,3.0636,101.252,302.451,411.064,163697,9.99127
5,32768,10,inf,2.5,5,197,4,3.7783,3.2588,445.273,933.896,1386.78,164033,10.0118
1,32768,10,inf,2.5,6,198,4,3.9128,1.4076,8.2814,4.5055,18.6295,163970,10.0079
2,32768,10,inf,2.5,6,199,4,3.9045,2.1352,7.3122,8.4935,22.3801,163070,9.953
3,32768,10,inf,2.5,6,200,4,8.3325,3.5404,38.42,90.9858,141.84,164734,10.0546
4,32768,10,inf,2.5,6,201,4,3.802,2.8062,112.089,371.403,490.906,163170,9.95911
5,32768,10,inf,2.5,6,202,4,3.7731,3.3517,491.352,924.536,1423.67,163948,10.0066
1,32768,10,2,2.5,1,203,5,5.1042,1.8607,4.8125,64.7876,77.1937,163701,9.99152
2,32768,10,2,2.5,1,204,5,4.2547,2.0981,3.4718,187.083,197.603,163330,9.96887
3,32768,10,2,2.5,1,205,5,4.1335,2.3894,8.179,1255.22,1270.44,163755,9.99481
4,32768,10,2,2.5,1,206,5,3.7904,2.7983,11.5567,5905.43,5924.11,163891,10.0031
5,32768,10,2,2.5,1,207,5,3.7435,3.5089,46.5323,22940.9,22995.2,163725,9.99298
1,32768,10,2,2.5,2,208,5,3.8771,1.4507,3.1091,28.4365,37.3713,163374,9.97156
2,32768,10,2,2.5,2,209,5,3.6925,2.1231,8.8297,90.7993,105.943,164283,10.027
3,32768,10,2,2.5,2,210,5,3.6791,2.2526,33.6389,669.911,709.982,162865,9.94049
4,32768,10,2,2.5,2,211,5,3.6558,3.0419,31.3484,3455.45,3494.06,163733,9.99347
5,32768,10,2,2.5,2,212,5,3.6647,3.2338,52.1494,15978.9,16038.5,163833,9.99957
1,32768,10,2,2.5,3,213,5,3.7538,1.759,2.9779,24.6048,33.5991,164267,10.0261
2,32768,10,2,2.5,3,214,5,3.7904,2.2053,7.1737,72.1405,85.8166,162963,9.94647
3,32768,10,2,2.5,3,215,5,3.9987,2.3184,4.2722,578.289,589.387,164462,10.038
4,32768,10,2,2.5,3,216,5,3.7662,2.7882,33.3931,2974.28,3014.82,162933,9.94464
5,32768,10,2,2.5,3,217,5,3.769,3.2961,65.6213,12929,13002.4,163883,10.0026
1,32768,10,2,2.5,4,218,5,4.1953,1.5276,3.507,25.7581,35.5886,163492,9.97876
2,32768,10,2,2.5,4,219,5,4.4346,2.0972,7.2361,72.7824,87.1848,163528,9.98096
3,32768,10,2,2.5,4,220,5,5.6172,3.2511,14.1324,489.327,512.962,163956,10.0071
4,32768,10,2,2.5,4,221,5,4.23,3.1643,19.1833,2325.1,2352.25,163800,9.99756
5,32768,10,2,2.5,4,222,5,4.0793,3.8678,97.6307,9971.53,10077.7,163731,9.99335
1,32768,10,2,2.5,5,223,5,4.134,1.4687,2.5321,17.4841,26.1432,163328,9.96875
2,32768,10,2,2.5,5,224,5,4.1563,1.939,4.4318,50.9974,62.0615,163054,9.95203
3,32768,10,2,2.5,5,225,5,4.0514,2.7344,9.9097,366.572,383.809,163631,9.98724
4,32768,10,2,2.5,5,226,5,3.962,3.1981,27.9359,2024.35,2060.01,164430,10.036
5,32768,10,2,2.5,5,227,5,3.757,3.2699,55.4566,9593.04,9656.07,163741,9.99396
1,32768,10,2,2.5,6,228,5,3.7709,1.3756,2.9709,15.4148,24.0492,164728,10.0542
2,32768,10,2,2.5,6,229,5,3.7667,1.8361,3.1545,39.1954,48.4549,163889,10.003
3,32768,10,2,2.5,6,230,5,4.032,2.3101,15.0312,299.032,320.923,163744,9.99414
4,32768,10,2,2.5,6,231,5,3.7621,2.7915,15.1792,1608.11,1630.39,164236,10.0242
5,32768,10,2,2.5,6,232,5,3.7722,3.2547,194.523,7740.18,7942.36,163867,10.0016
1,1024,10,inf,2.5,1,233,0,0.2189,0.0834,0.154,0.4169,0.8987,5195,10.1465
1,1024,100,inf,2.5,1,234,0,0.1994,0.0793,4.2761,0.7517,5.3259,51011,99.6309
1,2048,10,inf,2.5,1,235,0,0.3845,0.1517,0.4086,0.8319,1.818,10231,9.99121
1,2048,100,inf,2.5,1,236,0,0.3817,0.1461,7.7038,2.5252,10.8012,102436,100.035
1,4096,10,inf,2.5,1,237,0,0.558,0.2133,0.1591,1.3175,2.3203,20419,9.97021
1,4096,100,inf,2.5,1,238,0,0.5366,0.1962,8.3906,3.1915,12.391,204663,99.9331
1,4096,1000,inf,2.5,1,239,0,0.5078,0.1832,120.675,24.3961,145.838,2046802,999.415
1,8192,10,inf,2.5,1,240,0,0.9757,0.3762,0.6391,2.0192,4.1474,41081,10.0295
1,8192,100,inf,2.5,1,241,0,1,0.3798,8.653,7.3299,17.5157,409406,99.9526
1,8192,1000,inf,2.5,1,242,0,1.0452,0.3682,150.811,53.0811,205.456,4094751,999.695
1,16384,10,inf,2.5,1,243,0,2.06,0.7133,0.693,4.0537,7.7769,81986,10.0081
1,16384,100,inf,2.5,1,244,0,1.8941,0.691,30.0411,14.5919,47.4978,819261,100.007
1,16384,1000,inf,2.5,1,245,0,1.9274,0.6896,222.677,168.565,394.142,8188262,999.544
1,32768,10,inf,2.5,1,246,0,4.0321,1.4613,2.1218,9.543,17.7354,164390,10.0336
1,32768,100,inf,2.5,1,247,0,3.7773,1.3783,20.7351,32.8033,59.2998,1637568,99.9492
1,32768,1000,inf,2.5,1,248,0,4.3422,1.5444,389.335,456.409,852.174,16383628,999.977
1,65536,10,inf,2.5,1,249,0,10.1663,2.8824,4.2866,17.5545,35.9453,327836,10.0048
1,65536,100,inf,2.5,1,250,0,7.8113,2.8629,17.4034,59.795,88.9248,3278785,100.061
1,65536,1000,inf,2.5,1,251,0,7.6216,2.7524,662.933,698.464,1372.76,32763847,999.873
1,131072,10,inf,2.5,1,252,0,15.0442,5.4915,7.0738,35.1712,64.7588,655739,10.0058
1,131072,100,inf,2.5,1,253,0,14.8921,5.3069,34.4566,153.84,210.429,6555028,100.022
1,131072,1000,inf,2.5,1,254,0,14.6152,5.1822,828.562,1539.03,2389.37,65546831,1000.17
1,262144,10,inf,2.5,1,255,0,30.407,11.1035,15.0586,73.8074,134.708,1311095,10.0029
1,262144,100,inf,2.5,1,256,0,29.607,10.924,68.3873,371.294,484.565,13105522,99.9872
1,262144,1000,inf,2.5,1,257,0,29.7975,10.5229,1059.9,3101.17,4205.33,131081960,1000.08
1,524288,10,inf,2.5,1,258,0,59.7956,21.8749,34.0337,150.007,273.488,2622747,10.005
1,524288,100,inf,2.5,1,259,0,59.0034,21.139,355.679,807.623,1251.37,26217254,100.011
1,524288,1000,inf,2.5,1,260,0,59.3966,21.3496,2183.32,6315.61,8587.41,262156554,1000.05
1,1048576,10,inf,2.5,1,261,0,119.539,43.5756,63.9788,385.517,628.506,5250224,10.014
1,1048576,100,inf,2.5,1,262,0,116.907,44.2462,184.859,1712.48,2074.28,52437298,100.016
1,1048576,1000,inf,2.5,1,263,0,118.8,43.0887,2470.57,13116.5,15765.4,524339326,1000.1
1,32768,2,inf,2.5,1,264,1,3.7797,1.3853,2.1189,16.7217,24.7842,33388,2.03784
1,32768,4,inf,2.5,1,265,1,5.4878,1.9575,2.2247,10.0559,20.5324,65419,3.99286
1,32768,8,inf,2.5,1,266,1,5.3167,2.1277,4.9025,12.2249,25.2744,131701,8.03839
1,32768,16,inf,2.5,1,267,1,4.2105,1.6495,1.7921,8.7202,16.9461,261474,15.9591
1,32768,32,inf,2.5,1,268,1,5.6538,1.9744,6.9668,14.3838,29.5347,525319,32.0629
1,32768,64,inf,2.5,1,269,1,4.1374,1.4122,12.0384,19.2742,37.3955,1047727,63.9482
1,32768,128,inf,2.5,1,270,1,4.7429,1.3904,31.4746,34.1329,72.2876,2097508,128.022
1,32768,256,inf,2.5,1,271,1,5.3691,1.434,73.8649,114.278,195.477,4195318,256.062
1,32768,512,inf,2.5,1,272,1,3.9519,1.479,162.172,268.213,436.373,8389371,512.047
1,32768,1024,inf,2.5,1,273,1,3.8757,1.4053,298.367,386.871,691.365,16771762,1023.67
1,32768,2048,inf,2.5,1,274,1,3.776,1.3464,891.808,889.648,1787.09,33548787,2047.66
1,32768,4096,inf,2.5,1,275,1,4.052,1.377,2304.98,2204.16,4515.1,67117549,4096.53
1,32768,10,inf,2.5,1,276,2,3.7969,1.478,1.6831,8.5013,15.9522,163757,9.99493
1,32768,10,5,2.5,1,277,2,3.7831,1.3713,10.9148,89.1484,105.718,163956,10.0071
1,32768,10,4.5,2.5,1,278,2,3.7055,1.3306,8.2412,99.9217,113.728,164169,10.0201
1,32768,10,4,2.5,1,279,2,3.8135,1.3714,11.2111,94.0676,111.041,164392,10.0337
1,32768,10,3.5,2.5,1,280,2,5.2666,2.0016,11.4483,94.3842,113.641,163529,9.98102
1,32768,10,3,2.5,1,281,2,5.4451,1.8132,10.2414,100.889,118.951,164377,10.0328
1,32768,10,2.5,2.5,1,282,2,4.1054,1.5986,7.4574,95.5762,109.243,163528,9.98096
1,32768,10,2,2.5,1,283,2,3.6128,1.4293,4.1581,52.0163,61.7189,163743,9.99408
1,32768,10,inf,2.5,1,284,3,3.7417,1.4308,1.7734,8.237,15.6861,163130,9.95667
2,32768,10,inf,2.5,1,285,3,3.6428,1.8945,2.3411,18.5655,26.9389,163894,10.0033
3,32768,10,inf,2.5,1,286,3,4.0066,2.2664,24.2736,311.33,342.407,164241,10.0245
4,32768,10,inf,2.5,1,287,3,3.8322,2.8113,90.0453,998.679,1095.94,163643,9.98798
5,32768,10,inf,2.5,1,288,3,3.8655,3.4291,481.091,2581.45,3070.43,164482,10.0392
1,32768,10,inf,2.5,1,289,4,3.8697,1.6677,1.8314,8.5074,16.3998,163954,10.007
2,32768,10,inf,2.5,1,290,4,3.8098,2.3434,2.426,18.8086,27.9346,163494,9.97888
3,32768,10,inf,2.5,1,291,4,3.7677,2.3138,24.7551,304.005,335.343,164053,10.013
4,32768,10,inf,2.5,1,292,4,3.6814,2.7186,83.7603,994.702,1085.73,163869,10.0018
5,32768,10,inf,2.5,1,293,4,3.8437,3.5803,499.731,2572.15,3079.9,164396,10.0339
1,32768,10,inf,2.5,2,294,4,3.8511,1.46,1.9505,6.0192,13.8059,163124,9.9563
2,32768,10,inf,2.5,2,295,4,3.7932,2.0016,5.4868,18.8755,30.7275,163139,9.95721
3,32768,10,inf,2.5,2,296,4,3.8186,3.026,36.3201,195.186,238.894,163550,9.9823
4,32768,10,inf,2.5,2,297,4,3.801,2.7525,90.3652,587.959,685.399,163269,9.96515
5,32768,10,inf,2.5,2,298,4,3.5733,3.1387,459.168,1626.56,2092.98,163559,9.98285
1,32768,10,inf,2.5,3,299,4,3.7106,1.4664,1.7535,4.8469,12.3594,163002,9.94885
2,32768,10,inf,2.5,3,300,4,4.0566,1.8435,2.6796,9.1381,18.5415,162957,9.94611
3,32768,10,inf,2.5,3,301,4,3.7584,2.3013,27.9828,88.0089,122.597,163564,9.98315
4,32768,10,inf,2.5,3,302,4,3.7852,2.8136,93.4707,478.802,579.412,163685,9.99054
5,32768,10,inf,2.5,3,303,4,3.8498,3.2635,478.212,1269.49,1755.4,163470,9.97742
1,32768,10,inf,2.5,4,304,4,3.8469,1.3797,2.3717,4.5895,12.7244,164186,10.0211
2,32768,10,inf,2.5,4,305,4,3.7917,1.875,2.5892,7.5136,16.2908,163539,9.98163
3,32768,10,inf,2.5,4,306,4,3.8311,2.3374,27.2672,98.9297,132.934,164310,10.0287
4,32768,10,inf,2.5,4,307,4,4.6947,3.5368,105.715,352.747,467.246,163501,9.97931
5,32768,10,inf,2.5,4,308,4,3.8164,3.3262,440.054,1044.54,1492.34,163810,9.99817
1,32768,10,inf,2.5,5,309,4,5.4267,1.9157,3.0953,6.4009,17.5713,163298,9.96692
2,32768,10,inf,2.5,5,310,4,5.6306,2.7724,5.0365,12.0663,26.1352,164183,10.0209
3,32768,10,inf,2.5,5,311,4,4.9202,2.9413,34.0318,90.1246,132.532,164215,10.0229
4,32768,10,inf,2.5,5,312,4,3.7635,2.7909,109.219,360.218,477.286,164416,10.0352
5,32768,10,inf,2.5,5,313,4,5.7239,5.3936,560.871,880.2,1452.75,164418,10.0353
1,32768,10,inf,2.5,6,314,4,4.755,1.6167,2.7951,4.775,14.4464,162976,9.94727
2,32768,10,inf,2.5,6,315,4,3.7867,2.0456,2.7794,6.2024,15.5752,163340,9.96948
3,32768,10,inf,2.5,6,316,4,3.7709,2.4974,26.5104,75.7227,109.293,164721,10.0538
4,32768,10,inf,2.5,6,317,4,4.8417,3.0419,105.371,187.717,301.522,163630,9.98718
5,32768,10,inf,2.5,6,318,4,3.7732,3.502,428.636,748.795,1185.26,163790,9.99695
1,32768,10,2,2.5,1,319,5,4.0306,1.3936,3.744,55.4026,65.095,164506,10.0406
2,32768,10,2,2.5,1,320,5,3.7653,2.1472,5.582,176.466,188.485,163591,9.9848
3,32768,10,2,2.5,1,321,5,3.9207,2.3282,9.8462,1172.03,1188.69,163802,9.99768
4,32768,10,2,2.5,1,322,5,3.968,3.7089,20.9252,5707.22,5736.35,164354,10.0314
5,32768,10,2,2.5,1,323,5,3.6062,3.1017,58.1347,23428.8,23494.2,164530,10.0421
1,32768,10,2,2.5,2,324,5,3.6578,1.396,2.253,30.7377,38.5767,163869,10.0018
2,32768,10,2,2.5,2,325,5,3.7199,2.1514,3.3406,90.3036,99.9941,164180,10.0208
3,32768,10,2,2.5,2,326,5,3.6044,2.5192,6.693,667.626,680.955,163898,10.0035
4,32768,10,2,2.5,2,327,5,3.6907,2.7182,10.7312,3427.21,3444.88,164041,10.0123
5,32768,10,2,2.5,2,328,5,3.6586,3.1958,170.683,15310.3,15488.4,164588,10.0457
1,32768,10,2,2.5,3,329,5,3.6225,1.4293,3.193,23.5637,32.3112,163250,9.96399
2,32768,10,2,2.5,3,330,5,3.7189,1.7897,5.3361,73.0866,84.4355,163273,9.96539
3,32768,10,2,2.5,3,331,5,3.6753,2.2497,17.3871,512.922,536.743,163291,9.96649
4,32768,10,2,2.5,3,332,5,4.0334,2.7608,27.7227,2803.22,2838.28,163720,9.99268
5,32768,10,2,2.5,3,333,5,3.6708,3.1833,120.967,11753.2,11881.6,163785,9.99664
1,32768,10,2,2.5,4,334,5,3.8553,1.3315,2.8976,17.4762,26.0573,164348,10.031
2,32768,10,2,2.5,4,335,5,3.7384,1.8258,5.1784,51.4027,62.6379,164286,10.0272
3,32768,10,2,2.5,4,336,5,3.7027,2.2498,24.2282,382.113,412.798,164006,10.0101
4,32768,10,2,2.5,4,337,5,3.6693,2.7599,35.6499,2030.01,2072.68,164440,10.0366
5,32768,10,2,2.5,4,338,5,3.9059,3.7329,50.9167,9318.61,9377.76,163847,10.0004
1,32768,10,2,2.5,5,339,5,3.7459,1.3672,2.8763,16.8218,25.3265,163208,9.96143
2,32768,10,2,2.5,5,340,5,4.052,1.8532,8.0784,45.7763,60.2653,164385,10.0333
3,32768,10,2,2.5,5,341,5,3.8247,2.3295,17.3495,337.111,361.137,163606,9.98572
4,32768,10,2,2.5,5,342,5,3.7672,2.798,14.2158,1726.57,1747.89,164559,10.0439
5,32768,10,2,2.5,5,343,5,4.0145,3.2613,100.946,8320.66,8429.44,163392,9.97266
1,32768,10,2,2.5,6,344,5,4.9994,1.581,3.7445,15.6011,26.4409,164197,10.0218
2,32768,10,2,2.5,6,345,5,3.7597,1.8352,8.2111,39.0043,53.3106,162971,9.94696
3,32768,10,2,2.5,6,346,5,3.7515,2.323,7.4176,297.563,311.568,164526,10.0419
4,32768,10,2,2.5,6,347,5,3.7607,2.7867,41.7572,1531.95,1580.81,163566,9.98328
5,32768,10,2,2.5,6,348,5,3.7751,3.2653,276.555,8310.6,8594.74,163223,9.96234
1,1024,10,inf,2.5,1,349,0,0.1479,0.0501,0.1369,0.2467,0.5974,5125,10.0098
1,1024,100,inf,2.5,1,350,0,0.1317,0.0478,2.0063,0.8561,3.0599,51498,100.582
1,2048,10,inf,2.5,1,351,0,0.2717,0.1034,0.1604,0.4953,1.0601,10270,10.0293
1,2048,100,inf,2.5,1,352,0,0.2565,0.1127,6.8243,1.6241,8.8524,102246,99.8496
