dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimeEdges,TimeTotal,GenNumEdge,GenAvgDeg
1,4096,10,inf,2.5,1,353,0,0.5408,0.1896,0.4224,1.0675,2.2934,20673,10.0942
1,4096,100,inf,2.5,1,354,0,0.5198,0.1938,7.5428,3.2166,11.5548,204309,99.7603
1,4096,1000,inf,2.5,1,355,0,0.5408,0.1952,133.835,20.9785,155.624,2046842,999.435
1,8192,10,inf,2.5,1,356,0,0.9554,0.3756,1.7442,1.9493,5.1488,41236,10.0674
1,8192,100,inf,2.5,1,357,0,0.9447,0.3441,6.6523,6.6152,14.693,409360,99.9414
1,8192,1000,inf,2.5,1,358,0,0.9516,0.3465,156.86,50.2512,208.573,4094841,999.717
1,16384,10,inf,2.5,1,359,0,1.963,0.7434,1.0101,4.4331,8.4173,82031,10.0135
1,16384,100,inf,2.5,1,360,0,1.9562,0.6915,14.3977,15.2904,32.6052,819571,100.045
1,16384,1000,inf,2.5,1,361,0,1.894,0.6915,152.938,166.354,322.139,8188148,999.53
1,32768,10,inf,2.5,1,362,0,4.7104,1.3667,11.6132,8.3674,26.5994,164446,10.037
1,32768,100,inf,2.5,1,363,0,3.9666,1.4284,14.4403,28.762,49.1126,1639569,100.071
1,32768,1000,inf,2.5,1,364,0,3.7792,1.3635,350.16,434.849,790.682,16384445,1000.03
1,65536,10,inf,2.5,1,365,0,7.9453,2.872,4.1016,18.4487,34.5089,326399,9.96091
1,65536,100,inf,2.5,1,366,0,8.1294,3.3039,22.5721,63.9366,99.0508,3279007,100.067
1,65536,1000,inf,2.5,1,367,0,7.917,3.1351,526.623,762.288,1301.03,32765819,999.933
1,131072,10,inf,2.5,1,368,0,15.5562,5.4739,18.6713,37.8504,79.656,655266,9.99857
1,131072,100,inf,2.5,1,369,0,15.4037,5.458,69.8992,182.598,275.562,6553410,99.9971
1,131072,1000,inf,2.5,1,370,0,16.4424,6.1042,808.184,1548.49,2381.22,65545396,1000.14
1,262144,10,inf,2.5,1,371,0,36.755,11.2956,11.5164,74.8688,138.474,1308202,9.98079
1,262144,100,inf,2.5,1,372,0,30.3481,10.9403,49.3937,396.005,491.06,13106318,99.9933
1,262144,1000,inf,2.5,1,373,0,30.4403,10.9237,1356.26,3392.46,4794.04,131081148,1000.07
1,524288,10,inf,2.5,1,374,0,60.3577,21.8639,31.4203,152.673,274.155,2618323,9.98811
1,524288,100,inf,2.5,1,375,0,58.7794,21.0968,162.109,831.543,1081.51,26224375,100.038
1,524288,1000,inf,2.5,1,376,0,59.9847,21.6107,2434.81,6568.33,9093.06,262144355,1000
1,1048576,10,inf,2.5,1,377,0,119.635,43.4528,66.5035,401.691,649.959,5244673,10.0034
1,1048576,100,inf,2.5,1,378,0,119.642,43.3239,173.227,1834.98,2187.68,52434738,100.011
1,1048576,1000,inf,2.5,1,379,0,122.212,44.1358,4328.23,13057.9,17568.9,524282008,999.989
1,32768,2,inf,2.5,1,380,1,3.6786,1.3404,1.4015,11.5154,18.4349,32308,1.97192
1,32768,4,inf,2.5,1,381,1,3.6684,1.3575,2.0837,8.5255,16.1062,65248,3.98242
1,32768,8,inf,2.5,1,382,1,3.6772,1.4279,1.9497,8.8937,16.4448,131103,8.00189
1,32768,16,inf,2.5,1,383,1,3.7417,1.4214,2.8925,8.8032,17.3583,262316,16.0105
1,32768,32,inf,2.5,1,384,1,4.1369,1.7743,4.3668,12.9359,23.7222,524760,32.0288
1,32768,64,inf,2.5,1,385,1,3.7844,1.6668,11.3576,18.5963,35.9193,1047498,63.9342
1,32768,128,inf,2.5,1,386,1,4.0831,1.3667,14.529,32.3933,52.89,2098362,128.074
1,32768,256,inf,2.5,1,387,1,3.763,1.3682,65.6,102.545,173.784,4194533,256.014
1,32768,512,inf,2.5,1,388,1,3.6359,1.4424,125.888,257.394,389.201,8389561,512.058
1,32768,1024,inf,2.5,1,389,1,3.7537,1.5509,339.441,393.122,738.377,16772253,1023.7
1,32768,2048,inf,2.5,1,390,1,3.713,1.6088,909.437,816.698,1731.97,33550778,2047.78
1,32768,4096,inf,2.5,1,391,1,3.8488,1.5309,1836.55,1612.8,3455.23,67105817,4095.81
1,32768,10,inf,2.5,1,392,2,3.7626,1.4785,1.6697,8.3715,16.0752,164325,10.0296
1,32768,10,5,2.5,1,393,2,3.8029,1.4696,11.8243,89.5894,107.187,163506,9.97961
1,32768,10,4.5,2.5,1,394,2,3.6531,1.428,7.5173,94.2553,107.357,163875,10.0021
1,32768,10,4,2.5,1,395,2,4.039,1.3329,9.8449,90.3323,106.049,164198,10.0219
1,32768,10,3.5,2.5,1,396,2,3.7204,1.3315,8.4824,88.9846,103.01,162954,9.94592
1,32768,10,3,2.5,1,397,2,3.7171,1.32,8.2055,90.9417,104.683,163671,9.98969
1,32768,10,2.5,2.5,1,398,2,4.0839,1.3329,7.3048,93.154,106.375,163360,9.9707
1,32768,10,2,2.5,1,399,2,3.7051,1.33,2.5619,54.1766,62.3012,164095,10.0156
1,32768,10,inf,2.5,1,400,3,4.0752,1.3352,1.8898,7.7839,15.5896,163682,9.99036
2,32768,10,inf,2.5,1,401,3,4.0176,1.7967,3.3576,18.3908,28.0608,164322,10.0294
3,32768,10,inf,2.5,1,402,3,3.674,2.2683,21.5708,298.478,326.495,163553,9.98248
4,32768,10,inf,2.5,1,403,3,3.718,2.7218,111.654,977.537,1096.15,163982,10.0087
5,32768,10,inf,2.5,1,404,3,3.7788,3.2075,461.722,2627.33,3096.66,163953,10.0069
1,32768,10,inf,2.5,1,405,4,4.2468,1.5471,2.2887,8.9465,17.614,163527,9.9809
2,32768,10,inf,2.5,1,406,4,4.379,2.0146,2.5006,20.5362,29.9869,163594,9.98499
3,32768,10,inf,2.5,1,407,4,3.9962,2.791,31.8024,321.796,360.921,164384,10.0332
4,32768,10,inf,2.5,1,408,4,3.8469,2.8681,108.439,1058.8,1174.54,163587,9.98456
5,32768,10,inf,2.5,1,409,4,4.0997,3.3224,498.327,2733.83,3240.2,163715,9.99237
1,32768,10,inf,2.5,2,410,4,5.8347,2.2011,4.2134,6.6346,19.4899,163832,9.99951
2,32768,10,inf,2.5,2,411,4,4.1954,2.1133,7.8275,13.5564,28.2829,163373,9.9715
3,32768,10,inf,2.5,2,412,4,4.0872,2.6119,30.8671,206.927,245.083,163462,9.97693
4,32768,10,inf,2.5,2,413,4,4.5662,3.1954,97.4628,704.178,810.037,163646,9.98816
5,32768,10,inf,2.5,2,414,4,4.0673,3.6981,528.521,1828.62,2365.54,163803,9.99774
1,32768,10,inf,2.5,3,415,4,4.3048,1.5411,7.6615,6.5359,20.8241,164226,10.0236
2,32768,10,inf,2.5,3,416,4,5.7568,2.9328,4.314,12.6038,26.1931,164238,10.0243
3,32768,10,inf,2.5,3,417,4,4.1967,2.5924,35.77,156.642,199.83,164109,10.0164
4,32768,10,inf,2.5,3,418,4,4.3678,3.2511,106.306,501.752,616.3,163735,9.99359
5,32768,10,inf,2.5,3,419,4,4.1637,3.6638,571,1404.26,1983.73,164149,10.0189
1,32768,10,inf,2.5,4,420,4,3.8167,1.3441,1.7026,4.3752,11.776,164585,10.0455
2,32768,10,inf,2.5,4,421,4,4.0603,1.8792,7.0428,7.3451,20.8575,163675,9.98993
3,32768,10,inf,2.5,4,422,4,3.7945,2.3184,26.6616,111.745,145.034,163920,10.0049
4,32768,10,inf,2.5,4,423,4,4.0376,2.7924,93.0139,334.231,434.905,163562,9.98303
5,32768,10,inf,2.5,4,424,4,3.7834,3.278,464.087,1042.53,1514.28,163126,9.95642
1,32768,10,inf,2.5,5,425,4,5.2369,1.7595,14.7251,5.6784,28.0464,164640,10.0488
2,32768,10,inf,2.5,5,426,4,3.9971,2.0212,3.5256,9.3537,19.4881,163592,9.98486
3,32768,10,inf,2.5,5,427,4,4.1303,2.7952,42.3908,108.872,158.722,162771,9.93475
4,32768,10,inf,2.5,5,428,4,3.7871,2.8119,113.505,330.226,450.88,163413,9.97394
5,32768,10,inf,2.5,5,429,4,3.7691,3.2728,453.072,1031.16,1492,162631,9.92621
1,32768,10,inf,2.5,6,430,4,6.5656,2.5363,3.924,7.5533,21.4024,163631,9.98724
2,32768,10,inf,2.5,6,431,4,6.8758,3.1935,12.6424,9.6454,33.0171,163293,9.96661
3,32768,10,inf,2.5,6,432,4,5.6445,3.5391,53.2809,123.142,186.205,162809,9.93707
4,32768,10,inf,2.5,6,433,4,4.7615,3.7695,122.394,390.716,522.315,163896,10.0034
5,32768,10,inf,2.5,6,434,4,5.183,4.8436,569.347,886.239,1466.26,164022,10.0111
1,32768,10,2,2.5,1,435,5,4.2393,1.6366,2.9009,59.4964,68.8576,163884,10.0027
2,32768,10,2,2.5,1,436,5,4.2621,2.5832,8.9086,183.974,200.296,163013,9.94952
3,32768,10,2,2.5,1,437,5,4.301,2.5726,33.2494,1233.75,1274.38,163044,9.95142
4,32768,10,2,2.5,1,438,5,3.6879,2.721,17.9728,5756.85,5781.85,163813,9.99835
5,32768,10,2,2.5,1,439,5,4.2579,4.5352,265.649,28773.9,29048.9,164303,10.0283
1,32768,10,2,2.5,2,440,5,3.6814,1.3408,3.3257,38.5424,47.5066,163663,9.9892
2,32768,10,2,2.5,2,441,5,4.3542,2.1853,5.5267,96.1633,108.744,163613,9.98615
3,32768,10,2,2.5,2,442,5,3.7741,2.624,12.6192,677.477,696.995,164153,10.0191
4,32768,10,2,2.5,2,443,5,3.6615,2.7199,23.0043,3474.39,3504.31,163286,9.96619
5,32768,10,2,2.5,2,444,5,3.6582,3.494,214.221,22060,22282.1,163235,9.96307
1,32768,10,2,2.5,3,445,5,3.8464,1.6627,3.2473,23.9039,33.1631,164021,10.011
2,32768,10,2,2.5,3,446,5,3.6902,2.157,8.21,72.4768,87.029,164468,10.0383
3,32768,10,2,2.5,3,447,5,3.9935,2.2493,26.8721,504.848,538.466,164003,10.0099
4,32768,10,2,2.5,3,448,5,3.8335,2.7998,23.6513,2823.16,2853.98,163736,9.99365
5,32768,10,2,2.5,3,449,5,3.6638,3.2218,55.3308,12148.1,12210.8,163730,9.99329
1,32768,10,2,2.5,4,450,5,3.8159,1.421,2.6694,17.9831,26.3874,163760,9.99512
2,32768,10,2,2.5,4,451,5,4.1785,1.8259,3.8896,52.7675,63.1954,164229,10.0237
3,32768,10,2,2.5,4,452,5,3.834,2.3198,54.8462,437.191,498.727,163767,9.99554
4,32768,10,2,2.5,4,453,5,3.7941,2.8048,8.5973,1986.84,2002.61,164183,10.0209
5,32768,10,2,2.5,4,454,5,3.8089,3.5589,98.6124,9060.11,9166.63,163177,9.95953
1,32768,10,2,2.5,5,455,5,3.8721,1.8073,4.653,17.6446,28.4903,163601,9.98541
2,32768,10,2,2.5,5,456,5,3.789,1.8463,4.7407,52.5844,63.4955,164074,10.0143
3,32768,10,2,2.5,5,457,5,3.8159,2.3286,27.1535,334.557,368.401,162918,9.94373
4,32768,10,2,2.5,5,458,5,3.8061,2.8813,26.2019,1810.45,1843.91,164047,10.0126
5,32768,10,2,2.5,5,459,5,4.0941,3.3169,49.0179,8560.64,8617.61,164259,10.0256
1,32768,10,2,2.5,6,460,5,4.6714,1.574,4.0794,15.8613,26.7015,164356,10.0315
2,32768,10,2,2.5,6,461,5,3.9601,2.0757,3.6569,39.4365,49.6394,163273,9.96539
3,32768,10,2,2.5,6,462,5,3.7876,2.5568,15.5765,299.905,322.589,164019,10.0109
4,32768,10,2,2.5,6,463,5,3.7653,2.7913,31.9968,1502.85,1541.95,163843,10.0002
5,32768,10,2,2.5,6,464,5,3.7612,3.2567,79.5714,7304.82,7391.96,163005,9.94904
1,1024,10,inf,2.5,1,465,0,0.1429,0.0482,0.1688,0.2458,0.6214,5229,10.2129
1,1024,100,inf,2.5,1,466,0,0.1276,0.0473,1.6111,0.6808,2.4821,51412,100.414
1,2048,10,inf,2.5,1,467,0,0.2592,0.0909,0.2778,0.4688,1.1237,10375,10.1318
1,2048,100,inf,2.5,1,468,0,0.2388,0.0895,2.8286,1.6069,4.7907,102538,100.135
1,4096,10,inf,2.5,1,469,0,0.5037,0.1762,0.3631,0.9242,2.0285,20668,10.0918
1,4096,100,inf,2.5,1,470,0,0.4508,0.1675,4.531,3.137,8.3531,205014,100.104
1,4096,1000,inf,2.5,1,471,0,0.4827,0.1748,116.629,19.9936,137.351,2047760,999.883
1,8192,10,inf,2.5,1,472,0,1.0249,0.3446,0.5459,1.9108,3.9466,41063,10.0251
1,8192,100,inf,2.5,1,473,0,0.9057,0.3377,11.2979,6.3096,18.9816,409831,100.056
1,8192,1000,inf,2.5,1,474,0,1.2555,0.3385,121.692,46.1787,169.592,4097244,1000.3
1,16384,10,inf,2.5,1,475,0,1.9353,0.652,1.1316,3.7292,7.6791,82355,10.0531
1,16384,100,inf,2.5,1,476,0,1.8657,0.6507,6.7094,12.8139,22.2924,818779,99.9486
1,16384,1000,inf,2.5,1,477,0,2.1185,0.6529,193.747,153.476,350.244,8191881,999.985
1,32768,10,inf,2.5,1,478,0,3.8567,1.3788,1.7484,7.8006,15.3242,162614,9.92517
1,32768,100,inf,2.5,1,479,0,3.7278,1.3672,23.366,27.0975,56.0603,1639879,100.09
1,32768,1000,inf,2.5,1,480,0,3.6925,1.3301,328.336,381.155,715.009,16387199,1000.2
1,65536,10,inf,2.5,1,481,0,7.6693,2.7585,3.821,17.0365,32.6107,327544,9.99585
1,65536,100,inf,2.5,1,482,0,7.3977,2.6639,34.4834,54.4386,100.324,3276449,99.9893
1,65536,1000,inf,2.5,1,483,0,7.3484,2.6524,438.671,853.94,1303.59,32765716,999.93
1,131072,10,inf,2.5,1,484,0,15.3307,5.7461,7.3535,34.4163,64.7945,654634,9.98892
1,131072,100,inf,2.5,1,485,0,14.8197,5.2503,62.1682,154.595,238.774,6552635,99.9853
1,131072,1000,inf,2.5,1,486,0,14.7478,5.5611,787.191,1484.76,2294.2,65531655,999.934
1,262144,10,inf,2.5,1,487,0,30.6445,11.0572,24.4953,73.2253,143.384,1311224,10.0038
1,262144,100,inf,2.5,1,488,0,29.676,10.45,134.835,375.255,554.159,13102711,99.9658
1,262144,1000,inf,2.5,1,489,0,30.0582,10.8949,1404.18,3062.77,4511.86,131061108,999.917
1,524288,10,inf,2.5,1,490,0,60.2472,21.5949,20.2597,150.22,260.113,2618923,9.9904
1,524288,100,inf,2.5,1,491,0,59.4987,21.4942,804.204,811.01,1703.98,26220358,100.023
1,524288,1000,inf,2.5,1,492,0,58.7767,21.1538,2034.67,6358.84,8481.35,262134323,999.963
1,1048576,10,inf,2.5,1,493,0,119.793,43.5209,57.0272,380.913,617.226,5256679,10.0263
1,1048576,100,inf,2.5,1,494,0,121.627,43.2121,164.811,1711.88,2057.28,52414524,99.9728
1,1048576,1000,inf,2.5,1,495,0,118.507,43.4894,3499.45,13231.5,16909.1,524327100,1000.07
1,32768,2,inf,2.5,1,496,1,3.6823,1.6997,1.6431,10.5985,18.1213,32381,1.97638
1,32768,4,inf,2.5,1,497,1,4.0458,1.3357,1.6038,8.4545,15.9143,66056,4.03174
1,32768,8,inf,2.5,1,498,1,4.0084,1.3319,4.4225,7.6406,17.8876,131446,8.02283
1,32768,16,inf,2.5,1,499,1,4.1154,1.332,2.1255,8.2838,16.345,261815,15.9799
1,32768,32,inf,2.5,1,500,1,3.9921,1.333,5.7906,11.4115,23.0229,524243,31.9973
1,32768,64,inf,2.5,1,501,1,3.7398,1.338,6.8587,19.0743,31.5205,1050181,64.098
1,32768,128,inf,2.5,1,502,1,3.7286,1.3394,18.8221,31.039,55.4328,2098672,128.093
1,32768,256,inf,2.5,1,503,1,3.6211,1.3301,72.7347,48.8747,127.064,4193208,255.933
1,32768,512,inf,2.5,1,504,1,3.7208,1.3324,112.651,248.502,366.761,8389209,512.037
1,32768,1024,inf,2.5,1,505,1,3.8372,1.3788,364.225,526.194,896.144,16778382,1024.07
1,32768,2048,inf,2.5,1,506,1,4.0609,1.3458,763.25,811.391,1580.54,33545418,2047.45
1,32768,4096,inf,2.5,1,507,1,4.1916,1.3542,2015.56,2179.24,4200.86,67110869,4096.12
1,32768,10,inf,2.5,1,508,2,3.7468,1.4552,1.8718,8.2871,15.8985,163196,9.96069
1,32768,10,5,2.5,1,509,2,3.8428,1.4683,15.6702,87.1398,108.625,164090,10.0153
1,32768,10,4.5,2.5,1,510,2,4.012,1.3325,7.3164,99.8404,113.02,164096,10.0156
1,32768,10,4,2.5,1,511,2,3.7562,1.7247,8.7322,92.5398,107.264,163957,10.0071
1,32768,10,3.5,2.5,1,512,2,3.6439,1.3329,8.0923,91.7816,105.353,164234,10.024
1,32768,10,3,2.5,1,513,2,3.6614,1.3348,10.0776,90.3476,105.927,163520,9.98047
1,32768,10,2.5,2.5,1,514,2,4.1465,1.3393,7.0461,94.5044,107.547,164182,10.0209
1,32768,10,2,2.5,1,515,2,3.8053,1.3431,5.101,52.4565,63.2121,163990,10.0092
1,32768,10,inf,2.5,1,516,3,3.7931,1.3505,2.0332,8.2505,15.9239,164085,10.015
2,32768,10,inf,2.5,1,517,3,3.6792,1.8462,4.5311,18.2353,28.8001,163068,9.95288
3,32768,10,inf,2.5,1,518,3,3.993,2.2576,26.2735,298.406,331.433,163642,9.98792
4,32768,10,inf,2.5,1,519,3,4.046,2.7246,115.559,726.875,849.786,163888,10.0029
5,32768,10,inf,2.5,1,520,3,4.4623,3.4101,479.222,2508.5,2996.15,163615,9.98627
1,32768,10,inf,2.5,1,521,4,3.6327,1.4302,5.7419,7.7834,19.0729,163789,9.99689
2,32768,10,inf,2.5,1,522,4,3.7272,2.1413,4.0158,18.2883,28.6818,164648,10.0493
3,32768,10,inf,2.5,1,523,4,3.6596,2.253,27.9591,299.713,334.089,163666,9.98938
4,32768,10,inf,2.5,1,524,4,3.6818,3.0432,106.049,985.659,1098.95,163459,9.97675
5,32768,10,inf,2.5,1,525,4,3.7951,3.2612,470.892,2464.69,2943.16,163817,9.9986
1,32768,10,inf,2.5,2,526,4,3.6767,1.3955,1.7206,5.2625,12.6127,163415,9.97406
2,32768,10,inf,2.5,2,527,4,4.0074,1.9168,2.8651,11.1425,20.4094,164239,10.0244
3,32768,10,inf,2.5,2,528,4,3.7584,2.2005,36.3075,182.889,225.651,164324,10.0295
4,32768,10,inf,2.5,2,529,4,3.6666,3.0538,101.938,680.729,790.007,163859,10.0012
5,32768,10,inf,2.5,2,530,4,4.1428,3.6726,466.449,1600.93,2075.74,164525,10.0418
1,32768,10,inf,2.5,3,531,4,3.6137,1.4279,1.8426,4.5793,11.9657,163776,9.99609
2,32768,10,inf,2.5,3,532,4,3.7278,1.824,3.3842,9.2508,18.6723,163769,9.99567
3,32768,10,inf,2.5,3,533,4,3.8122,2.2571,53.6501,132.137,192.677,163967,10.0078
4,32768,10,inf,2.5,3,534,4,3.6559,2.7173,93.5267,471.607,572.052,163195,9.96063
5,32768,10,inf,2.5,3,535,4,3.8186,3.1856,458.416,1231.79,1697.85,163200,9.96094
1,32768,10,inf,2.5,4,536,4,3.7946,1.5732,1.7984,4.2202,11.9183,163246,9.96375
2,32768,10,inf,2.5,4,537,4,4.0882,1.8811,2.5947,7.1412,16.2027,163725,9.99298
3,32768,10,inf,2.5,4,538,4,4.0997,2.3816,40.1619,104.832,151.992,164242,10.0245
4,32768,10,inf,2.5,4,539,4,3.7513,2.7886,76.8182,331.929,416.123,163889,10.003
5,32768,10,inf,2.5,4,540,4,3.75,3.2561,478.067,932.774,1418.38,163546,9.98206
1,32768,10,inf,2.5,5,541,4,3.9361,1.4223,1.6909,4.039,11.5873,163692,9.99097
2,32768,10,inf,2.5,5,542,4,4.0338,1.8375,11.0697,7.0905,24.5417,164160,10.0195
3,32768,10,inf,2.5,5,543,4,3.8577,2.3114,20.3131,90.7734,117.799,163391,9.9726
4,32768,10,inf,2.5,5,544,4,3.7018,2.789,90.1621,301.142,398.341,163490,9.97864
5,32768,10,inf,2.5,5,545,4,3.7649,3.2584,446.73,852.316,1306.62,163641,9.98785
1,32768,10,inf,2.5,6,546,4,3.7899,1.6311,3.0484,3.8428,12.8121,164184,10.021
2,32768,10,inf,2.5,6,547,4,3.7653,1.8434,2.5545,6.6662,15.3266,163792,9.99707
3,32768,10,inf,2.5,6,548,4,3.7518,2.3248,40.296,84.1837,131.061,163600,9.98535
4,32768,10,inf,2.5,6,549,4,3.7468,2.7914,96.8789,260.741,364.703,164314,10.0289
5,32768,10,inf,2.5,6,550,4,3.7458,3.2626,442.891,768.276,1218.73,163861,10.0013
1,32768,10,2,2.5,1,551,5,3.8252,1.3811,2.9195,54.5117,63.1425,163840,10
2,32768,10,2,2.5,1,552,5,3.6624,1.7887,4.5352,166.357,176.845,164184,10.021
3,32768,10,2,2.5,1,553,5,3.6753,2.5947,11.2519,1194.38,1212.44,164463,10.038
4,32768,10,2,2.5,1,554,5,3.6564,2.7868,24.077,5390.37,5421.44,163662,9.98914
5,32768,10,2,2.5,1,555,5,4.0125,3.1846,70.4779,22995,23073.2,164288,10.0273
1,32768,10,2,2.5,2,556,5,3.6466,1.4293,3.9963,29.2776,38.8517,163196,9.96069
2,32768,10,2,2.5,2,557,5,3.6614,1.7902,5.3351,91.7061,102.991,164384,10.0332
3,32768,10,2,2.5,2,558,5,4.0047,2.2498,7.1943,677.652,691.615,164044,10.0125
4,32768,10,2,2.5,2,559,5,3.6629,2.7191,19.2106,3489.93,3516.06,163495,9.97894
5,32768,10,2,2.5,2,560,5,3.6865,3.2956,91.3113,15855.9,15954.8,164607,10.0468
1,32768,10,2,2.5,3,561,5,3.7182,1.4752,4.1678,24.4082,34.2725,163147,9.9577
2,32768,10,2,2.5,3,562,5,3.7496,2.1615,101.571,97.2935,205.279,163926,10.0052
3,32768,10,2,2.5,3,563,5,3.6832,2.2493,7.1013,581.966,595.605,163863,10.0014
4,32768,10,2,2.5,3,564,5,5.3858,3.5358,20.5232,2870.7,2900.73,163919,10.0048
5,32768,10,2,2.5,3,565,5,4.8172,3.4884,51.1118,12113.2,12173.3,163448,9.97607
1,32768,10,2,2.5,4,566,5,3.7264,1.4298,3.5496,17.3729,26.5785,164114,10.0167
2,32768,10,2,2.5,4,567,5,3.9885,1.7906,3.2209,52.621,62.1153,163548,9.98218
3,32768,10,2,2.5,4,568,5,3.7774,2.3239,15.5767,381.196,403.41,163634,9.98743
4,32768,10,2,2.5,4,569,5,4.0325,2.7748,28.4021,1986.23,2021.98,163981,10.0086
5,32768,10,2,2.5,4,570,5,3.6523,3.1753,51.7885,9647.17,9706.33,163662,9.98914
1,32768,10,2,2.5,5,571,5,3.8655,1.3676,3.2933,17.3134,26.3527,163872,10.002
2,32768,10,2,2.5,5,572,5,3.7797,1.8366,4.448,45.4294,55.9963,163383,9.97211
3,32768,10,2,2.5,5,573,5,3.7555,2.3072,10.132,329.764,346.505,163344,9.96973
4,32768,10,2,2.5,5,574,5,3.7644,2.7869,24.4165,1720.75,1752.27,164165,10.0198
5,32768,10,2,2.5,5,575,5,3.7732,3.301,56.8417,8530.16,8594.62,163871,10.0019
1,32768,10,2,2.5,6,576,5,6.2618,2.3095,5.7132,29.5805,44.6911,163351,9.97015
2,32768,10,2,2.5,6,577,5,6.3908,2.4297,34.5947,119.525,164.058,163922,10.005
3,32768,10,2,2.5,6,578,5,6.272,3.091,18.6166,497.668,526.17,164275,10.0266
4,32768,10,2,2.5,6,579,5,3.8831,2.8313,17.4696,1698.24,1722.98,163524,9.98071
5,32768,10,2,2.5,6,580,5,4.0131,3.2686,147.734,8049.06,8204.63,163724,9.99292
1,1024,10,inf,2.5,1,581,0,0.1609,0.0501,0.1586,0.2458,0.6302,5229,10.2129
1,1024,100,inf,2.5,1,582,0,0.1252,0.0463,1.5128,0.8194,2.522,50981,99.5723
1,2048,10,inf,2.5,1,583,0,0.2848,0.0909,0.134,0.4632,0.9998,10421,10.1768
1,2048,100,inf,2.5,1,584,0,0.2365,0.0877,3.3999,1.3933,5.1456,102292,99.8945
1,4096,10,inf,2.5,1,585,0,0.4781,0.1753,0.2068,0.9071,1.8301,20663,10.0894
1,4096,100,inf,2.5,1,586,0,0.4642,0.1706,6.5799,3.1202,10.4055,205097,100.145
1,4096,1000,inf,2.5,1,587,0,0.4764,0.1721,120.988,20.966,142.675,2047523,999.767
1,8192,10,inf,2.5,1,588,0,1.1576,0.3914,0.3575,1.81,3.8385,40922,9.99072
1,8192,100,inf,2.5,1,589,0,0.9271,0.3357,12.1469,6.406,19.949,408868,99.8213
1,8192,1000,inf,2.5,1,590,0,0.9304,0.3386,129.973,46.9376,178.315,4093517,999.394
1,16384,10,inf,2.5,1,591,0,2.0563,0.6781,1.3426,3.9536,8.2742,81571,9.9574
1,16384,100,inf,2.5,1,592,0,1.8476,0.6692,7.7388,13.619,24.1321,818936,99.9678
1,16384,1000,inf,2.5,1,593,0,1.9074,0.6688,220.39,159.973,383.21,8190879,999.863
1,32768,10,inf,2.5,1,594,0,4.4049,1.4952,2.5892,8.2264,17.2773,163241,9.96344
1,32768,100,inf,2.5,1,595,0,4.3034,1.4418,27.6031,28.9317,62.8109,1636094,99.8593
1,32768,1000,inf,2.5,1,596,0,3.944,1.6951,335.468,410.943,752.595,16386495,1000.15
1,65536,10,inf,2.5,1,597,0,8.2054,2.829,4.001,18.3151,34.4375,328421,10.0226
1,65536,100,inf,2.5,1,598,0,8.2686,2.7427,41.8454,57.6505,111.528,3279430,100.08
1,65536,1000,inf,2.5,1,599,0,7.7124,2.7303,420.791,897.891,1330.38,32765814,999.933
1,131072,10,inf,2.5,1,600,0,18.2021,6.456,8.8817,40.8469,76.9893,654342,9.98447
1,131072,100,inf,2.5,1,601,0,17.1117,6.1407,202.13,157.996,385.361,6554998,100.021
1,131072,1000,inf,2.5,1,602,0,15.1286,5.3407,784.276,6082.81,6889.59,65536113,1000
1,262144,10,inf,2.5,1,603,0,30.6898,11.2566,18.3157,77.1854,141.478,1314717,10.0305
1,262144,100,inf,2.5,1,604,0,30.7185,10.8898,59.6791,382.45,487.775,13108418,100.009
1,262144,1000,inf,2.5,1,605,0,30.2809,11.2046,1233.17,3139.55,4418.44,131060564,999.913
1,524288,10,inf,2.5,1,606,0,60.044,21.8881,20.103,149.352,259.231,2623206,10.0067
1,524288,100,inf,2.5,1,607,0,58.8652,21.1094,87.513,799.531,975.049,26221932,100.029
1,524288,1000,inf,2.5,1,608,0,59.0386,21.8968,2138.19,6372.37,8599.9,262176231,1000.12
1,1048576,10,inf,2.5,1,609,0,122.348,43.8846,52.3937,387.471,622.734,5250464,10.0145
1,1048576,100,inf,2.5,1,610,0,121.583,44.008,203.764,1711.1,2096.33,52418915,99.9811
1,1048576,1000,inf,2.5,1,611,0,116.823,42.8193,3608.1,12755.8,16539.4,524290647,1000.01
1,32768,2,inf,2.5,1,612,1,3.6188,1.6682,1.7599,11.3192,18.86,32776,2.00049
1,32768,4,inf,2.5,1,613,1,3.962,1.3291,1.7907,8.2347,15.7964,65948,4.02515
1,32768,8,inf,2.5,1,614,1,3.9871,1.332,2.0582,7.4361,15.2891,131431,8.02191
1,32768,16,inf,2.5,1,615,1,3.7272,1.6543,2.1626,8.0746,16.1136,261931,15.987
1,32768,32,inf,2.5,1,616,1,3.6758,1.6543,4.1057,11.36,21.6333,525216,32.0566
1,32768,64,inf,2.5,1,617,1,3.6791,1.3314,6.7029,23.3892,35.6035,1047886,63.9579
1,32768,128,inf,2.5,1,618,1,3.7293,1.3329,18.8702,30.7446,55.1806,2098263,128.068
1,32768,256,inf,2.5,1,619,1,3.6781,1.3343,44.6818,68.07,118.254,4192722,255.903
1,32768,512,inf,2.5,1,620,1,3.6537,1.2999,157.132,240.291,402.874,8388673,512.004
1,32768,1024,inf,2.5,1,621,1,3.8705,1.3835,356.719,383.951,746.418,16776496,1023.96
