dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimePre,TimeEdges,TimeTotal,GenNumEdge,GenAvgDeg
1,65536,10,inf,2.5,1,241,0,7.1787,1.914,0.1512,2.2725,8.9521,21.1376,327694,10.0004
1,65536,100,inf,2.5,1,242,0,6.7547,1.7331,3.481,2.6207,32.1888,47.4473,3275750,99.968
1,65536,1000,inf,2.5,1,243,0,6.6791,1.7279,8.6678,1.9167,180.052,199.704,32765143,999.913
1,131072,10,inf,2.5,1,244,0,14.0379,3.9304,0.4173,4.928,17.6264,42.324,655548,10.0029
1,131072,100,inf,2.5,1,245,0,13.9065,3.5817,6.7089,3.9986,66.3189,95.8589,6561074,100.114
1,131072,1000,inf,2.5,1,246,0,13.7238,3.4639,19.1574,3.8163,377.448,418.953,65539374,1000.05
1,262144,10,inf,2.5,1,247,0,27.9708,7.3118,0.621,10.4184,35.0743,84.1595,1313153,10.0186
1,262144,100,inf,2.5,1,248,0,28.0942,7.1368,3.8415,8.6103,132.907,183.296,13103302,99.9703
1,262144,1000,inf,2.5,1,249,0,27.6801,6.9536,33.0862,8.4581,776.061,854.931,131078655,1000.05
1,524288,10,inf,2.5,1,250,0,56.0009,14.5888,1.3728,20.3232,71.6721,169.674,2623963,10.0096
1,524288,100,inf,2.5,1,251,0,54.9412,14.6361,55.0251,16.9016,268.365,415.264,26216636,100.009
1,524288,1000,inf,2.5,1,252,0,55.457,14.2901,68.4824,16.2968,1609.63,1770.55,262145818,1000.01
1,1048576,10,inf,2.5,1,253,0,112.381,29.2476,2.6731,41.1632,140.894,337.684,5238555,9.99175
1,1048576,100,inf,2.5,1,254,0,112.583,28.4688,12.294,35.5567,542.216,742.726,52426138,99.9949
1,1048576,1000,inf,2.5,1,255,0,112.598,29.7276,146.583,33.9441,3254.99,3589.2,524255240,999.938
1,32768,2,inf,2.5,1,256,1,3.4856,0.8728,0.1002,1.5007,8.2765,14.5624,32850,2.005
1,32768,4,inf,2.5,1,257,1,3.8335,0.8896,0.0881,1.3755,5.6765,12.1897,65436,3.9939
1,32768,8,inf,2.5,1,258,1,3.4833,0.9029,0.1081,1.185,4.6195,10.636,131032,7.99756
1,32768,16,inf,2.5,1,259,1,3.5098,1.1858,0.1276,1.1854,4.518,10.8489,262277,16.0081
1,32768,32,inf,2.5,1,260,1,3.6053,0.9215,0.1804,1.1669,6.3463,12.5464,525119,32.0507
1,32768,64,inf,2.5,1,261,1,3.5714,0.877,0.8793,0.9999,10.6509,17.3463,1048002,63.965
1,32768,128,inf,2.5,1,262,1,3.4903,1.0253,1.6019,0.9793,16.6567,24.1168,2097444,128.018
1,32768,256,inf,2.5,1,263,1,3.5414,0.8728,3.9889,0.9762,28.1345,37.8551,4194635,256.02
1,32768,512,inf,2.5,1,264,1,3.8075,0.8993,4.1104,0.9266,50.0499,60.1432,8388468,511.991
1,32768,1024,inf,2.5,1,265,1,3.5418,0.9044,5.0745,0.9544,136.162,146.984,16772639,1023.72
1,32768,2048,inf,2.5,1,266,1,3.6002,0.9011,4.7551,1.1705,249.292,260.389,33564629,2048.62
1,32768,4096,inf,2.5,1,267,1,3.8274,1.0496,6.6489,0.8362,466.597,479.298,67106386,4095.85
1,32768,10,inf,2.5,1,268,2,3.75,0.8737,0.1743,1.0963,4.3181,10.5512,164355,10.0314
1,32768,10,5,2.5,1,269,2,3.5321,0.9034,3.9416,1.1752,76.6048,86.502,163850,10.0006
1,32768,10,4.5,2.5,1,270,2,3.5066,1.2382,3.4884,1.2109,81.1391,90.9362,164070,10.014
1,32768,10,4,2.5,1,271,2,4.1508,0.9782,3.5278,1.2504,82.6713,92.9382,163329,9.96881
1,32768,10,3.5,2.5,1,272,2,3.8669,0.9312,3.47,1.261,85.4135,95.3081,163520,9.98047
1,32768,10,3,2.5,1,273,2,3.7213,0.9484,3.7941,1.2494,85.306,95.3818,163808,9.99805
1,32768,10,2.5,2.5,1,274,2,3.6962,0.9239,3.5719,1.3194,91.52,101.396,163469,9.97736
1,32768,10,2,2.5,1,275,2,3.8188,0.9321,0.5064,1.3045,44.7689,51.6916,163395,9.97284
1,32768,10,inf,2.5,1,276,3,3.6782,0.9248,0.4127,1.2698,5.1813,11.8257,163509,9.9798
2,32768,10,inf,2.5,1,277,3,3.7955,1.3528,0.2458,1.485,14.8675,22.1157,164202,10.0221
3,32768,10,inf,2.5,1,278,3,3.8316,1.7795,3.0799,1.6659,73.4735,84.1976,163455,9.9765
4,32768,10,inf,2.5,1,279,3,3.6304,2.1834,2.2395,2.1491,784.557,795.141,163793,9.99713
5,32768,10,inf,2.5,1,280,3,3.5688,2.529,1.9464,2.1467,1822.94,1833.57,164163,10.0197
1,1024,10,inf,2.5,1,281,0,0.1952,0.0515,0.0153,0.0478,0.2115,0.5542,5168,10.0938
1,1024,100,inf,2.5,1,282,0,0.1169,0.0334,0.1011,0.033,0.3673,0.6623,51182,99.9648
1,2048,10,inf,2.5,1,283,0,0.2528,0.1025,0.0158,0.0793,0.3344,0.8028,10147,9.90918
1,2048,100,inf,2.5,1,284,0,0.6298,0.0608,0.2004,0.0607,1.2466,2.2164,102323,99.9248
1,4096,10,inf,2.5,1,285,0,0.5542,0.1174,0.0297,0.1484,0.5394,1.4353,20558,10.0381
1,4096,100,inf,2.5,1,286,0,0.4253,0.1392,0.4759,0.179,2.0215,3.2845,204933,100.065
1,4096,1000,inf,2.5,1,287,0,0.4262,0.114,0.6423,0.1034,11.0641,12.3969,2047296,999.656
1,8192,10,inf,2.5,1,288,0,0.9424,0.23,0.0334,0.3103,1.0764,2.6801,41022,10.0151
1,8192,100,inf,2.5,1,289,0,1.1887,0.2221,0.6692,0.2481,3.6355,6.0466,408817,99.8088
1,8192,1000,inf,2.5,1,290,0,0.9483,0.2444,0.9239,0.2027,26.9412,29.3542,4096186,1000.05
1,16384,10,inf,2.5,1,291,0,1.7911,0.466,0.178,0.6103,2.232,5.4632,81468,9.94482
1,16384,100,inf,2.5,1,292,0,1.7331,0.4601,1.6663,0.5218,7.9574,12.5287,817956,99.8481
1,16384,1000,inf,2.5,1,293,0,1.7244,0.447,2.3118,0.4062,62.1941,67.2566,8190842,999.859
1,32768,10,inf,2.5,1,294,0,3.5098,0.9053,0.0816,1.1172,4.2402,10.1839,163408,9.97363
1,32768,100,inf,2.5,1,295,0,3.7788,0.8936,1.94,0.9223,16.3107,24.186,1638146,99.9845
1,32768,1000,inf,2.5,1,296,0,3.4912,0.8974,4.5357,0.8857,138.7,148.848,16376352,999.533
1,65536,10,inf,2.5,1,297,0,6.8503,1.7891,0.2083,2.2623,8.8603,20.8199,328092,10.0126
1,65536,100,inf,2.5,1,298,0,6.7196,2.079,5.4785,1.9664,32.326,49.2336,3276400,99.9878
1,65536,1000,inf,2.5,1,299,0,6.7395,1.7609,8.6391,1.8444,180.917,200.564,32764569,999.895
1,131072,10,inf,2.5,1,300,0,14.0893,3.6318,0.384,4.9401,17.3691,42.0781,653998,9.97922
1,131072,100,inf,2.5,1,301,0,13.4638,3.788,12.2927,4.2574,65.113,100.595,6554008,100.006
1,131072,1000,inf,2.5,1,302,0,13.466,3.8057,17.9538,3.815,378.773,419.4,65535510,999.993
1,262144,10,inf,2.5,1,303,0,27.4088,7.4963,0.6298,9.7099,34.9752,82.9658,1309645,9.9918
1,262144,100,inf,2.5,1,304,0,27.3382,7.2919,19.1369,8.2685,132.182,197.225,13106599,99.9954
1,262144,1000,inf,2.5,1,305,0,27.071,7.258,31.0507,8.1729,773.724,850.966,131065262,999.949
1,524288,10,inf,2.5,1,306,0,57.216,14.7385,1.344,20.1804,70.8755,170.055,2621741,10.0011
1,524288,100,inf,2.5,1,307,0,57.2925,14.35,63.1175,16.7197,273.062,430.31,26215795,100.005
1,524288,1000,inf,2.5,1,308,0,54.7923,14.2808,72.1636,16.1179,1582.34,1745.09,262149212,1000.02
1,1048576,10,inf,2.5,1,309,0,111.134,28.7078,2.8118,40.1127,139.684,333.282,5240701,9.99584
1,1048576,100,inf,2.5,1,310,0,109.62,28.5598,18.7162,35.1713,539.694,742.873,52425758,99.9942
1,1048576,1000,inf,2.5,1,311,0,113.781,29.2521,141.722,32.7927,3245.22,3573.62,524278540,999.982
1,32768,2,inf,2.5,1,312,1,4.1322,0.9118,0.0844,1.3722,7.7228,14.5484,32886,2.0072
1,32768,4,inf,2.5,1,313,1,4.103,0.8797,0.2703,1.3301,5.6766,12.5825,65410,3.99231
1,32768,8,inf,2.5,1,314,1,3.5464,0.9369,0.0871,1.5317,4.7281,11.1689,131590,8.03162
1,32768,16,inf,2.5,1,315,1,3.4504,0.9053,0.1219,1.1942,4.7105,10.8322,261602,15.9669
1,32768,32,inf,2.5,1,316,1,4.0817,0.9573,0.4095,1.0666,6.3049,13.171,524160,31.9922
1,32768,64,inf,2.5,1,317,1,3.6253,1.2462,0.7773,0.9874,10.1281,17.0944,1049335,64.0463
1,32768,128,inf,2.5,1,318,1,3.8807,0.9155,2.8776,0.9676,16.9321,25.9154,2096616,127.967
1,32768,256,inf,2.5,1,319,1,3.4722,0.923,2.9324,1.043,44.382,53.0968,4194748,256.027
1,32768,512,inf,2.5,1,320,1,3.5038,0.8937,4.3909,0.9568,50.0578,60.1466,8385618,511.818
1,32768,1024,inf,2.5,1,321,1,3.4876,0.8937,4.0037,0.9678,138.557,148.246,16776970,1023.98
1,32768,2048,inf,2.5,1,322,1,3.6104,0.9048,4.6071,0.8978,249.627,259.984,33549494,2047.7
1,32768,4096,inf,2.5,1,323,1,3.5891,0.8737,6.2673,0.8047,457.654,469.525,67117609,4096.53
1,32768,10,inf,2.5,1,324,2,3.8001,0.8723,0.1484,1.0863,4.2374,10.4667,164024,10.0112
1,32768,10,5,2.5,1,325,2,3.4602,0.8746,3.8117,1.1793,75.1689,84.8405,164767,10.0566
1,32768,10,4.5,2.5,1,326,2,3.487,0.9381,3.739,1.2694,75.7848,85.5527,164628,10.0481
1,32768,10,4,2.5,1,327,2,3.9764,0.8862,3.3261,1.286,78.6889,88.4985,164159,10.0195
1,32768,10,3.5,2.5,1,328,2,3.5451,0.8713,3.3484,1.171,79.9657,89.2424,163841,10.0001
1,32768,10,3,2.5,1,329,2,3.4769,0.9067,3.6819,1.2151,84.4528,94.1046,163467,9.97723
1,32768,10,2.5,2.5,1,330,2,3.5311,0.8905,3.4444,1.2838,85.1737,94.6666,163422,9.97449
1,32768,10,2,2.5,1,331,2,3.8451,0.8946,0.4827,1.1946,41.6797,48.4341,163754,9.99475
1,32768,10,inf,2.5,1,332,3,4.0293,0.8774,0.0747,1.0941,4.1781,10.5781,163745,9.9942
2,32768,10,inf,2.5,1,333,3,3.4537,1.2578,0.1544,1.3083,14.362,20.8715,163510,9.97986
3,32768,10,inf,2.5,1,334,3,4.07,1.6398,1.8829,1.5662,70.9402,80.4447,163773,9.99591
4,32768,10,inf,2.5,1,335,3,3.5029,2.0781,2.2776,1.7805,768.917,778.94,163640,9.98779
5,32768,10,inf,2.5,1,336,3,3.516,2.4751,1.9052,2.0638,1800.12,1810.79,163553,9.98248
1,1024,10,inf,2.5,1,337,0,0.1841,0.0575,0.0454,0.0672,0.2021,0.5677,5167,10.0918
1,1024,100,inf,2.5,1,338,0,0.1132,0.033,0.1127,0.0307,0.486,0.7856,50949,99.5098
1,2048,10,inf,2.5,1,339,0,0.2899,0.1076,0.012,0.0746,0.2601,0.7615,10284,10.043
1,2048,100,inf,2.5,1,340,0,0.2217,0.0946,0.1799,0.0566,0.8696,1.4405,102603,100.198
1,4096,10,inf,2.5,1,341,0,0.5602,0.116,0.0158,0.1349,0.5319,1.4029,20623,10.0698
1,4096,100,inf,2.5,1,342,0,0.4564,0.1141,0.3474,0.1205,1.9144,2.9968,205548,100.365
1,4096,1000,inf,2.5,1,343,0,0.4257,0.1145,0.6066,0.1043,11.3828,12.6813,2046874,999.45
1,8192,10,inf,2.5,1,344,0,0.9521,0.224,0.0237,0.2708,1.0036,2.5553,40888,9.98242
1,8192,100,inf,2.5,1,345,0,0.9146,0.2216,0.6065,0.2264,3.4866,5.537,409635,100.009
1,8192,1000,inf,2.5,1,346,0,0.9271,0.2217,1.5133,0.1985,27.7816,30.7321,4094326,999.591
1,16384,10,inf,2.5,1,347,0,1.8393,0.4434,0.0445,0.5398,2.5067,5.5378,81760,9.98047
1,16384,100,inf,2.5,1,348,0,1.7438,0.4485,0.4522,0.4707,7.5181,10.7961,818805,99.9518
1,16384,1000,inf,2.5,1,349,0,1.7373,0.4456,2.2423,0.7188,62.3509,67.6744,8193203,1000.15
1,32768,10,inf,2.5,1,350,0,3.8382,0.9382,0.1007,1.2202,4.3524,10.7863,163455,9.9765
1,32768,100,inf,2.5,1,351,0,3.4389,0.8923,2.2591,0.9359,16.4419,24.3088,1636418,99.879
1,32768,1000,inf,2.5,1,352,0,3.7682,0.9164,4.4184,0.9178,136.846,147.189,16378455,999.662
1,65536,10,inf,2.5,1,353,0,7.3845,1.8486,0.1744,2.3156,9.4752,21.9052,326392,9.96069
1,65536,100,inf,2.5,1,354,0,6.9374,1.8028,1.5183,2.0847,33.2976,46.3211,3277207,100.012
1,65536,1000,inf,2.5,1,355,0,7.1528,1.7864,8.327,1.8212,201.105,220.859,32767467,999.984
1,131072,10,inf,2.5,1,356,0,13.8537,4.1558,0.3441,5.0778,17.4307,42.2089,653925,9.9781
1,131072,100,inf,2.5,1,357,0,14.2136,3.5269,3.3441,4.4398,65.4734,92.3709,6556719,100.048
1,131072,1000,inf,2.5,1,358,0,13.952,3.4607,18.2767,3.8334,383.886,424.784,65513001,999.649
1,262144,10,inf,2.5,1,359,0,28.5909,7.3534,0.8265,10.3791,35.3067,85.196,1310987,10.002
1,262144,100,inf,2.5,1,360,0,28.0723,7.1277,29.8722,8.602,134.705,211.118,13110763,100.027
1,262144,1000,inf,2.5,1,361,0,27.7732,7.1044,34.6662,8.4679,778.283,859.347,131059384,999.904
1,524288,10,inf,2.5,1,362,0,55.462,14.4019,1.293,20.2064,70.7293,167.819,2627270,10.0222
1,524288,100,inf,2.5,1,363,0,55.2375,14.3722,28.9001,16.8172,267.762,388.495,26222465,100.031
1,524288,1000,inf,2.5,1,364,0,54.6547,14.31,53.1998,16.1633,1579.68,1723.41,262148223,1000.02
1,1048576,10,inf,2.5,1,365,0,110.774,28.8691,2.7307,40.0579,139.774,334.43,5244047,10.0022
1,1048576,100,inf,2.5,1,366,0,112.382,29.2494,15.5794,36.0139,546.193,750.275,52427209,99.997
1,1048576,1000,inf,2.5,1,367,0,109.986,28.5858,146.885,31.9294,3241.01,3569.75,524291968,1000.01
1,32768,2,inf,2.5,1,368,1,3.5191,0.9025,0.0992,1.4979,8.1823,14.56,32355,1.97479
1,32768,4,inf,2.5,1,369,1,3.6221,0.9071,0.1104,1.3854,5.5856,11.9703,65365,3.98956
1,32768,8,inf,2.5,1,370,1,4.0454,0.9252,0.1521,1.1608,4.621,11.2301,130923,7.99091
1,32768,16,inf,2.5,1,371,1,3.551,0.9433,0.4415,1.2086,5.048,11.5321,262540,16.0242
1,32768,32,inf,2.5,1,372,1,3.6838,0.9432,0.5482,1.1747,6.4905,13.3054,524517,32.014
1,32768,64,inf,2.5,1,373,1,3.6374,0.9451,0.9707,1.0848,10.637,17.6451,1049358,64.0477
1,32768,128,inf,2.5,1,374,1,3.9304,0.9077,3.1123,1.147,17.7294,27.1708,2096695,127.972
1,32768,256,inf,2.5,1,375,1,3.4876,1.2595,2.9017,1.0059,28.0227,37.03,4193630,255.959
1,32768,512,inf,2.5,1,376,1,3.7876,0.9029,3.3957,0.9763,78.8503,88.2579,8387917,511.958
1,32768,1024,inf,2.5,1,377,1,3.5061,0.8932,4.2565,0.9465,136.013,145.952,16776163,1023.94
1,32768,2048,inf,2.5,1,378,1,3.5571,0.8719,4.596,0.7954,246.994,257.155,33552600,2047.89
1,32768,4096,inf,2.5,1,379,1,3.5302,0.8742,6.445,0.8047,462.105,474.097,67114489,4096.34
1,32768,10,inf,2.5,1,380,2,3.9699,0.8756,0.1308,1.1274,4.3454,10.7711,164142,10.0184
1,32768,10,5,2.5,1,381,2,3.5373,0.8746,3.8433,1.2173,76.9262,86.7436,164261,10.0257
1,32768,10,4.5,2.5,1,382,2,3.8716,0.896,3.3359,1.2484,77.876,87.6374,164095,10.0156
1,32768,10,4,2.5,1,383,2,3.615,0.8757,3.2236,1.288,77.4131,86.7506,163585,9.98444
1,32768,10,3.5,2.5,1,384,2,3.5228,0.8742,3.3341,1.2193,79.1045,88.4003,163884,10.0027
1,32768,10,3,2.5,1,385,2,3.5154,0.8955,3.6438,1.2549,83.4964,93.215,164189,10.0213
1,32768,10,2.5,2.5,1,386,2,3.4787,0.8714,3.5867,1.2628,86.0197,95.5547,163897,10.0035
1,32768,10,2,2.5,1,387,2,3.5566,0.8724,0.4731,1.2048,41.5241,47.9685,163976,10.0083
1,32768,10,inf,2.5,1,388,3,3.6619,0.8765,0.0756,1.1288,4.2078,10.2766,164754,10.0558
2,32768,10,inf,2.5,1,389,3,3.4769,1.3217,0.2495,1.7883,13.92,21.0922,164010,10.0104
3,32768,10,inf,2.5,1,390,3,4.0363,1.669,1.8848,1.7423,70.088,79.7677,164493,10.0399
4,32768,10,inf,2.5,1,391,3,3.507,2.3995,1.8787,1.7563,764.425,774.352,164049,10.0128
5,32768,10,inf,2.5,1,392,3,3.4198,2.4214,1.8806,2.0169,1784.52,1794.64,164934,10.0668
1,1024,10,inf,2.5,1,393,0,0.2087,0.3617,0.0608,0.0607,0.1716,0.9002,5133,10.0254
1,1024,100,inf,2.5,1,394,0,0.115,0.033,0.1108,0.032,0.3799,0.6818,51366,100.324
1,2048,10,inf,2.5,1,395,0,0.2959,0.1081,0.0446,0.0747,0.3029,0.8437,10337,10.0947
1,2048,100,inf,2.5,1,396,0,0.2328,0.0598,0.1313,0.0571,0.8399,1.3379,102477,100.075
1,4096,10,inf,2.5,1,397,0,0.5324,0.1155,0.0134,0.1391,0.5625,1.4066,20406,9.96387
1,4096,100,inf,2.5,1,398,0,0.4234,0.1146,0.2606,0.1197,2.0188,2.9812,204904,100.051
1,4096,1000,inf,2.5,1,399,0,0.4243,0.1136,0.7059,0.103,11.4931,12.8886,2046920,999.473
1,8192,10,inf,2.5,1,400,0,1.0574,0.243,0.0255,0.2699,1.0319,2.7088,41147,10.0457
1,8192,100,inf,2.5,1,401,0,0.8437,0.2226,0.8593,0.2282,3.6707,5.9047,409187,99.8992
1,8192,1000,inf,2.5,1,402,0,1.0008,0.2235,1.2173,0.2518,27.2775,30.0582,4100943,1001.21
1,16384,10,inf,2.5,1,403,0,1.9418,0.4448,0.0733,0.5755,2.2099,5.4427,82040,10.0146
1,16384,100,inf,2.5,1,404,0,2.2549,0.4758,0.276,0.4823,7.6713,11.3419,818624,99.9297
1,16384,1000,inf,2.5,1,405,0,1.7127,0.4837,2.1273,0.39,61.7559,66.6421,8189969,999.752
1,32768,10,inf,2.5,1,406,0,3.5025,0.927,0.1002,1.2921,4.6034,10.7655,163639,9.98773
1,32768,100,inf,2.5,1,407,0,3.4411,0.8895,0.9721,0.9901,16.3084,22.9408,1636806,99.9027
1,32768,1000,inf,2.5,1,408,0,3.4412,0.888,4.5978,0.9382,136.937,147.138,16383222,999.953
1,65536,10,inf,2.5,1,409,0,7.027,2.2076,0.1554,2.2298,8.7555,21.1612,327773,10.0028
1,65536,100,inf,2.5,1,410,0,7.059,1.7359,1.2313,1.9122,34.1941,46.8091,3278866,100.063
1,65536,1000,inf,2.5,1,411,0,6.7816,2.0874,8.5339,1.8991,182.769,202.73,32762957,999.846
1,131072,10,inf,2.5,1,412,0,14.3537,3.7167,0.352,5.4933,18.1162,43.4333,655547,10.0029
1,131072,100,inf,2.5,1,413,0,14.1431,3.5488,4.0078,3.9913,65.4297,92.4866,6551463,99.9674
1,131072,1000,inf,2.5,1,414,0,14.0832,3.5482,18.1287,3.8938,382.885,423.908,65522731,999.798
1,262144,10,inf,2.5,1,415,0,28.2731,7.271,0.8125,10.1718,34.9917,84.2583,1311308,10.0045
1,262144,100,inf,2.5,1,416,0,27.8646,7.3966,5.0305,8.5153,135.029,186.607,13105083,99.9838
1,262144,1000,inf,2.5,1,417,0,28.4096,7.0766,35.1194,8.2764,781.564,863.138,131076396,1000.03
1,524288,10,inf,2.5,1,418,0,55.9124,14.38,1.3278,20.8821,72.7606,170.768,2622112,10.0026
1,524288,100,inf,2.5,1,419,0,56.1086,13.9867,16.8896,17.2986,273.139,382.928,26216233,100.007
1,524288,1000,inf,2.5,1,420,0,55.1319,14.4149,76.9183,16.2958,1616.61,1784.97,262132760,999.957
1,1048576,10,inf,2.5,1,421,0,111.392,28.8904,2.6527,40.3158,142.055,336.374,5242971,10.0002
1,1048576,100,inf,2.5,1,422,0,110.578,28.965,53.3612,35.615,548.684,788.463,52452740,100.046
1,1048576,1000,inf,2.5,1,423,0,110.131,28.8812,149.953,33.1218,3281.39,3614.83,524325588,1000.07
1,32768,2,inf,2.5,1,424,1,3.5822,0.8732,0.084,1.5124,8.7977,15.1898,32912,2.00879
1,32768,4,inf,2.5,1,425,1,3.6531,0.8746,0.0784,1.3652,5.4475,11.77,65500,3.9978
1,32768,8,inf,2.5,1,426,1,3.8962,0.8992,0.0863,1.2248,4.4314,10.8698,131405,8.02032
1,32768,16,inf,2.5,1,427,1,3.507,0.9188,0.1971,1.1404,4.8524,10.9552,262929,16.0479
1,32768,32,inf,2.5,1,428,1,3.5112,0.8988,0.2597,1.0746,6.2581,12.3528,525068,32.0476
1,32768,64,inf,2.5,1,429,1,3.8237,0.8988,0.5115,1.037,10.2118,16.8408,1048349,63.9861
1,32768,128,inf,2.5,1,430,1,3.7932,0.8955,3.6049,1.0295,16.7249,26.3917,2098165,128.062
1,32768,256,inf,2.5,1,431,1,3.5079,0.9595,4.2259,1.0077,28.2347,38.2835,4193939,255.978
1,32768,512,inf,2.5,1,432,1,3.7886,0.8946,4.0951,0.9554,77.2652,87.3373,8386394,511.865
1,32768,1024,inf,2.5,1,433,1,3.5501,0.8695,3.8312,0.9117,134.451,143.954,16775015,1023.87
1,32768,2048,inf,2.5,1,434,1,3.5338,1.1803,4.961,0.8539,248.44,259.309,33570164,2048.96
1,32768,4096,inf,2.5,1,435,1,3.6597,0.871,5.4659,0.8052,469.639,480.785,67120267,4096.7
1,32768,10,inf,2.5,1,436,2,3.475,0.8969,0.0858,1.1229,4.223,10.1333,163807,9.99799
1,32768,10,5,2.5,1,437,2,3.8247,0.895,3.4476,1.2397,74.5762,84.3297,164461,10.0379
1,32768,10,4.5,2.5,1,438,2,3.7993,0.9048,3.5697,1.2414,76.7926,86.6514,164105,10.0162
1,32768,10,4,2.5,1,439,2,3.589,0.9049,3.3075,1.2248,76.3144,85.6742,163098,9.95471
1,32768,10,3.5,2.5,1,440,2,3.6067,0.9396,3.3859,1.4002,80.9952,90.6722,163810,9.99817
1,32768,10,3,2.5,1,441,2,3.5172,1.2202,3.437,1.2605,81.8236,91.6048,163649,9.98834
1,32768,10,2.5,2.5,1,442,2,3.5172,0.9044,3.3985,1.2276,85.0087,94.4009,164824,10.0601
1,32768,10,2,2.5,1,443,2,3.8693,0.9089,0.6325,1.2851,42.5957,49.6394,163754,9.99475
1,32768,10,inf,2.5,1,444,3,3.7699,0.9001,0.0914,1.1798,4.2871,10.5637,163728,9.99316
2,32768,10,inf,2.5,1,445,3,3.5066,1.3129,0.6117,1.7262,14.0856,21.5871,163862,10.0013
3,32768,10,inf,2.5,1,446,3,3.841,1.6667,1.6691,1.6765,70.7558,79.9532,164424,10.0356
4,32768,10,inf,2.5,1,447,3,3.5094,2.3986,1.8764,2.0791,780.501,790.742,164026,10.0114
5,32768,10,inf,2.5,1,448,3,3.6508,2.567,2.201,2.4886,1801.83,1813.46,164041,10.0123
1,1024,10,inf,2.5,1,449,0,0.1943,0.0357,0.0148,0.0482,0.1874,0.4921,5145,10.0488
1,1024,100,inf,2.5,1,450,0,0.1168,0.0334,0.1109,0.0325,0.5051,0.8088,51137,99.877
1,2048,10,inf,2.5,1,451,0,0.2755,0.0766,0.0097,0.0788,0.2597,0.7374,10128,9.89062
1,2048,100,inf,2.5,1,452,0,0.2588,0.0612,0.0984,0.0589,0.806,1.3004,102786,100.377
1,4096,10,inf,2.5,1,453,0,0.5263,0.1178,0.0139,0.146,0.5036,1.3533,20191,9.85889
1,4096,100,inf,2.5,1,454,0,0.4253,0.1173,0.4322,0.1275,2.041,3.1917,204367,99.7886
1,4096,1000,inf,2.5,1,455,0,0.4257,0.1168,0.6664,0.1058,11.4338,12.7945,2049892,1000.92
1,8192,10,inf,2.5,1,456,0,0.9461,0.2305,0.0307,0.2954,1.0662,2.6565,40842,9.97119
1,8192,100,inf,2.5,1,457,0,0.8756,0.2287,0.7096,0.2425,3.6907,5.8342,410140,100.132
1,8192,1000,inf,2.5,1,458,0,1.3027,0.2221,1.3166,0.2018,26.5271,29.6594,4094833,999.715
1,16384,10,inf,2.5,1,459,0,1.8198,0.4963,0.1136,0.594,2.4561,5.6766,81632,9.96484
1,16384,100,inf,2.5,1,460,0,1.8036,0.4378,0.2277,0.545,7.1759,10.3494,817855,99.8358
1,16384,1000,inf,2.5,1,461,0,1.7804,0.4355,2.1676,0.3886,62.7396,67.6856,8193839,1000.22
1,32768,10,inf,2.5,1,462,0,3.5116,1.2202,0.1706,1.2178,4.2963,10.752,164150,10.0189
1,32768,100,inf,2.5,1,463,0,3.4533,0.8932,2.8911,0.9831,16.3029,24.8641,1639133,100.045
1,32768,1000,inf,2.5,1,464,0,3.7931,0.8988,4.1933,0.9276,136.682,146.84,16390593,1000.4
1,65536,10,inf,2.5,1,465,0,7.4491,1.812,0.2467,2.4047,8.5065,21.5667,326931,9.97714
1,65536,100,inf,2.5,1,466,0,6.7677,1.7349,8.1708,1.9218,32.4077,51.6837,3275760,99.9683
1,65536,1000,inf,2.5,1,467,0,6.8994,1.7749,8.4369,1.8732,290.492,310.176,32763877,999.874
1,131072,10,inf,2.5,1,468,0,14.1231,3.655,0.5009,5.1571,17.5466,42.3754,656003,10.0098
1,131072,100,inf,2.5,1,469,0,14.0257,3.4675,16.3762,4.2055,66.4325,105.877,6553418,99.9972
1,131072,1000,inf,2.5,1,470,0,14.0643,3.5562,17.0384,3.8849,378.279,418.177,65529018,999.893
1,262144,10,inf,2.5,1,471,0,28.3812,7.2237,0.6497,10.0355,35.2241,84.2972,1312910,10.0167
1,262144,100,inf,2.5,1,472,0,28.1331,7.084,7.6884,8.2611,133.421,187.638,13107534,100.003
1,262144,1000,inf,2.5,1,473,0,27.3868,7.5311,32.4874,7.9179,778.668,856.75,131094828,1000.17
1,524288,10,inf,2.5,1,474,0,55.6502,14.3467,1.4094,20.0055,71.2246,168.122,2616082,9.97956
1,524288,100,inf,2.5,1,475,0,55.38,14.4464,24.5319,16.9633,268.955,385.805,26216855,100.009
1,524288,1000,inf,2.5,1,476,0,55.1535,14.004,72.5681,16.2152,1595.21,1758.95,262157469,1000.05
1,1048576,10,inf,2.5,1,477,0,111.479,29.2257,2.7474,41.0705,140.171,335.981,5233978,9.98302
1,1048576,100,inf,2.5,1,478,0,111.048,28.4456,13.223,35.5144,546.128,745.755,52428035,99.9985
1,1048576,1000,inf,2.5,1,479,0,111.732,28.7411,61.9566,32.6488,3254.31,3500.7,524279649,999.984
1,32768,2,inf,2.5,1,480,1,3.5506,0.9841,0.0849,1.3385,8.0969,14.3796,32567,1.98773
1,32768,4,inf,2.5,1,481,1,3.6503,0.8858,0.0793,1.3273,5.4117,11.7041,65872,4.02051
1,32768,8,inf,2.5,1,482,1,3.8447,0.8778,0.1456,1.1654,4.5844,10.9755,130905,7.98981
