dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimePre,TimeEdges,TimeTotal,GenNumEdge,GenAvgDeg
1,32768,1000,inf,2.5,1,72,0,3.4463,1.2215,4.1466,0.8993,135.401,145.439,16384634,1000.04
1,65536,10,inf,2.5,1,73,0,6.9755,2.1343,0.2106,2.2348,8.6702,21.0815,328715,10.0316
1,65536,100,inf,2.5,1,74,0,7.1351,1.7368,1.1386,1.9408,32.6317,45.2518,3276303,99.9848
1,65536,1000,inf,2.5,1,75,0,6.8012,2.0652,9.0148,1.8504,180.308,200.702,32775110,1000.22
1,131072,10,inf,2.5,1,76,0,13.9427,3.5807,0.4169,5.0444,17.3732,42.0481,655838,10.0073
1,131072,100,inf,2.5,1,77,0,13.6106,3.8108,14.0331,4.307,66.3091,103.409,6554489,100.014
1,131072,1000,inf,2.5,1,78,0,13.8843,3.4704,16.9562,3.815,378.125,417.588,65540224,1000.06
1,262144,10,inf,2.5,1,79,0,27.968,7.117,1.292,10.0073,36.3501,85.5448,1312011,10.0098
1,262144,100,inf,2.5,1,80,0,27.7306,6.9587,30.3995,8.1141,133.911,210.145,13112335,100.039
1,262144,1000,inf,2.5,1,81,0,27.1499,7.2896,36.5287,7.7444,789.932,871.758,131094772,1000.17
1,524288,10,inf,2.5,1,82,0,58.1125,14.65,1.318,21.228,71.5446,172.357,2619763,9.9936
1,524288,100,inf,2.5,1,83,0,58.0067,14.6412,18.2349,17.376,277.136,391.123,26212549,99.9929
1,524288,1000,inf,2.5,1,84,0,54.4075,14.6306,73.2823,16.0575,1575.81,1739.64,262140611,999.987
1,1048576,10,inf,2.5,1,85,0,110.652,28.4201,3.4486,39.8715,143.443,336.672,5244534,10.0032
1,1048576,100,inf,2.5,1,86,0,118.152,29.7396,24.4652,35.8682,543.505,762.89,52419183,99.9817
1,1048576,1000,inf,2.5,1,87,0,109.766,28.3641,169.43,31.9967,3258.06,3608.86,524304965,1000.03
1,32768,2,inf,2.5,1,88,1,3.4431,0.9007,0.0775,1.6005,8.2077,14.5521,32507,1.98407
1,32768,4,inf,2.5,1,89,1,3.7478,0.9618,0.102,1.4804,5.4386,12.0943,65535,3.99994
1,32768,8,inf,2.5,1,90,1,3.8758,0.8681,0.1002,1.3714,4.538,11.0863,131376,8.01855
1,32768,16,inf,2.5,1,91,1,3.7274,0.8719,0.1391,1.1993,4.8474,11.1416,261907,15.9855
1,32768,32,inf,2.5,1,92,1,3.4723,0.9414,0.3645,1.1668,6.4106,12.7202,524498,32.0128
1,32768,64,inf,2.5,1,93,1,3.7402,0.9048,0.8449,1.0162,10.3258,17.51,1048357,63.9866
1,32768,128,inf,2.5,1,94,1,3.5817,1.0013,1.6947,1.113,16.7978,24.5255,2096790,127.978
1,32768,256,inf,2.5,1,95,1,3.5186,0.8933,4.0658,1.0101,43.1852,53.0129,4194976,256.041
1,32768,512,inf,2.5,1,96,1,3.5037,0.8919,4.351,0.9754,77.2183,87.2816,8389268,512.04
1,32768,1024,inf,2.5,1,97,1,3.8845,0.9758,4.2384,0.9246,138.553,148.912,16779756,1024.16
1,32768,2048,inf,2.5,1,98,1,3.9217,0.8696,4.7374,0.7977,244.864,255.526,33546308,2047.5
1,32768,4096,inf,2.5,1,99,1,3.5168,0.8714,5.4261,0.8038,463.493,474.446,67105232,4095.78
1,32768,10,inf,2.5,1,100,2,3.7983,0.8742,0.0775,1.1228,4.256,10.4469,164007,10.0102
1,32768,10,5,2.5,1,101,2,3.4755,0.8705,3.5227,1.1928,74.707,84.1039,164211,10.0226
1,32768,10,4.5,2.5,1,102,2,3.4296,0.8724,3.4263,1.6018,75.7338,85.4038,163578,9.98401
1,32768,10,4,2.5,1,103,2,3.5019,0.8951,3.7983,1.2851,77.6696,87.4847,164524,10.0417
1,32768,10,3.5,2.5,1,104,2,3.8901,0.9229,3.5766,1.2786,82.6579,92.6682,163807,9.99799
1,32768,10,3,2.5,1,105,2,3.4908,0.9252,3.4003,1.6065,81.6302,91.3976,163386,9.97229
1,32768,10,2.5,2.5,1,106,2,3.8122,0.8942,3.3831,1.3056,85.2531,94.9904,164300,10.0281
1,32768,10,2,2.5,1,107,2,3.4964,0.9382,0.8064,1.2328,42.2701,49.0834,163627,9.987
1,32768,10,inf,2.5,1,108,3,3.4838,0.9284,0.0876,1.485,4.2615,10.5761,163708,9.99194
2,32768,10,inf,2.5,1,109,3,3.5302,1.3092,0.1777,1.4663,14.2845,21.1089,163499,9.97919
3,32768,10,inf,2.5,1,110,3,3.5289,1.7549,2.2327,1.5694,71.1368,80.5644,163667,9.98944
4,32768,10,inf,2.5,1,111,3,3.5037,2.0726,1.8833,2.0843,769.426,779.406,163613,9.98615
5,32768,10,inf,2.5,1,112,3,3.5784,2.419,1.9181,1.9831,1810.14,1820.41,163676,9.98999
1,1024,10,inf,2.5,1,113,0,0.1887,0.0348,0.0083,0.082,0.2115,0.5375,5017,9.79883
1,1024,100,inf,2.5,1,114,0,0.1159,0.0324,0.1132,0.0324,0.3859,0.691,51138,99.8789
1,2048,10,inf,2.5,1,115,0,0.2607,0.1076,0.013,0.0743,0.2611,0.7337,10068,9.83203
1,2048,100,inf,2.5,1,116,0,0.2216,0.0589,0.1762,0.0566,0.813,1.343,102116,99.7227
1,4096,10,inf,2.5,1,117,0,0.5537,0.1141,0.0208,0.1391,0.5278,1.3987,20417,9.96924
1,4096,100,inf,2.5,1,118,0,0.4429,0.1141,0.4257,0.1178,2.266,3.4125,204330,99.7705
1,4096,1000,inf,2.5,1,119,0,0.5083,0.1131,0.7026,0.1053,10.9657,12.4433,2047641,999.825
1,8192,10,inf,2.5,1,120,0,0.8752,0.2301,0.0538,0.2792,1.4007,2.939,40885,9.98169
1,8192,100,inf,2.5,1,121,0,0.8653,0.2267,0.3641,0.2319,3.821,5.5931,409451,99.9636
1,8192,1000,inf,2.5,1,122,0,0.8673,0.2272,1.2187,0.2022,27.3586,29.9636,4096737,1000.18
1,16384,10,inf,2.5,1,123,0,1.7326,0.4504,0.0821,0.5603,2.1454,5.1312,81932,10.0015
1,16384,100,inf,2.5,1,124,0,1.7252,0.4494,1.8105,0.4684,7.9634,12.5788,819083,99.9857
1,16384,1000,inf,2.5,1,125,0,1.7405,0.4456,2.0762,0.3993,62.4385,67.2724,8191339,999.919
1,32768,10,inf,2.5,1,126,0,3.507,0.9507,0.0998,1.1825,4.2327,10.3095,164253,10.0252
1,32768,100,inf,2.5,1,127,0,3.8006,0.8899,3.144,0.9576,16.3743,25.4915,1639071,100.041
1,32768,1000,inf,2.5,1,128,0,3.4027,0.8858,4.4295,1.1914,136.405,146.629,16384952,1000.06
1,65536,10,inf,2.5,1,129,0,6.9274,1.8755,0.2031,2.2604,8.9646,21.0806,327470,9.99359
1,65536,100,inf,2.5,1,130,0,6.7835,2.0628,7.1546,2.0452,33.222,51.9332,3278269,100.045
1,65536,1000,inf,2.5,1,131,0,7.0595,1.7216,8.7633,1.8629,290.845,310.905,32764794,999.902
1,131072,10,inf,2.5,1,132,0,14.3569,3.6814,0.3525,4.8074,17.3719,41.9144,652936,9.96301
1,131072,100,inf,2.5,1,133,0,14.131,3.7014,3.3224,3.9745,66.3184,92.813,6554871,100.019
1,131072,1000,inf,2.5,1,134,0,14.0856,3.5604,17.9038,3.8317,374.868,415.754,65544515,1000.13
1,262144,10,inf,2.5,1,135,0,28.1628,7.4184,0.6321,10.1352,35.1388,84.2542,1309445,9.99027
1,262144,100,inf,2.5,1,136,0,28.0097,7.1356,4.0993,8.6483,133.235,183.831,13107679,100.004
1,262144,1000,inf,2.5,1,137,0,27.6684,6.9551,30.4858,8.3687,778.233,854.457,131062295,999.926
1,524288,10,inf,2.5,1,138,0,57.2175,14.6277,1.7614,20.254,71.046,170.42,2624805,10.0128
1,524288,100,inf,2.5,1,139,0,55.7287,14.4459,39.0484,16.9595,269.937,401.906,26210102,99.9836
1,524288,1000,inf,2.5,1,140,0,54.504,14.5659,74.5544,16.1827,1595.24,1760.54,262110370,999.872
1,1048576,10,inf,2.5,1,141,0,112.185,29.2249,3.257,40.7792,141.46,337.992,5248047,10.0099
1,1048576,100,inf,2.5,1,142,0,111.215,28.8612,16.5839,35.6976,539.275,743.003,52438049,100.018
1,1048576,1000,inf,2.5,1,143,0,110.209,28.6247,116.919,32.3051,3259.86,3559.23,524275853,999.977
1,32768,2,inf,2.5,1,144,1,3.4387,0.9021,0.0877,1.5396,8.1805,14.4728,32575,1.98822
1,32768,4,inf,2.5,1,145,1,3.8173,0.9201,1.1826,1.415,5.5448,13.2832,65392,3.99121
1,32768,8,inf,2.5,1,146,1,3.8803,0.9664,0.1619,1.3185,4.4169,11.0762,130726,7.97888
1,32768,16,inf,2.5,1,147,1,3.4496,0.9039,0.1605,1.2211,4.9382,11.0298,262012,15.9919
1,32768,32,inf,2.5,1,148,1,3.4607,0.9076,0.5102,1.0235,6.2581,12.4814,522312,31.8794
1,32768,64,inf,2.5,1,149,1,3.4871,0.9112,0.7671,1.0124,10.5182,17.0296,1049574,64.0609
1,32768,128,inf,2.5,1,150,1,3.4736,0.9076,3.2033,0.9637,16.9957,25.8806,2095678,127.91
1,32768,256,inf,2.5,1,151,1,3.4531,0.892,3.6132,0.9396,43.2983,52.5374,4198993,256.286
1,32768,512,inf,2.5,1,152,1,3.495,1.2104,4.1049,0.9451,76.742,86.8396,8388952,512.021
1,32768,1024,inf,2.5,1,153,1,3.4685,0.8969,4.6859,0.9081,136.817,147.112,16784854,1024.47
1,32768,2048,inf,2.5,1,154,1,3.898,0.9071,4.8775,0.8478,254.105,264.982,33559682,2048.32
1,32768,4096,inf,2.5,1,155,1,3.853,0.8984,5.3115,0.8268,464.87,476.096,67119340,4096.64
1,32768,10,inf,2.5,1,156,2,3.4337,0.9016,0.0877,1.1655,4.6228,10.5331,163164,9.95874
1,32768,10,5,2.5,1,157,2,3.5213,0.9392,3.5065,1.4047,73.7869,83.4935,164511,10.041
1,32768,10,4.5,2.5,1,158,2,3.5268,0.871,3.6174,1.2545,78.9751,88.5872,163854,10.0009
1,32768,10,4,2.5,1,159,2,3.5,0.8933,3.3488,1.2745,79.9797,89.3908,163675,9.98993
1,32768,10,3.5,2.5,1,160,2,3.9174,0.8955,3.4143,1.2039,79.5452,89.318,163860,10.0012
1,32768,10,3,2.5,1,161,2,3.5405,1.1038,3.3382,1.3663,82.4903,92.1744,163680,9.99023
1,32768,10,2.5,2.5,1,162,2,3.4557,1.2331,3.3726,1.1993,84.7619,94.3754,164431,10.0361
1,32768,10,2,2.5,1,163,2,3.5887,0.9331,0.499,1.3255,45.2777,51.9972,163856,10.001
1,32768,10,inf,2.5,1,164,3,3.5413,0.9025,0.1442,1.2006,4.7467,10.8623,163631,9.98724
2,32768,10,inf,2.5,1,165,3,3.5381,1.3184,0.2889,1.5593,14.2928,21.3566,163638,9.98767
3,32768,10,inf,2.5,1,166,3,3.5451,1.6961,2.2878,1.6761,70.9732,80.519,163739,9.99384
4,32768,10,inf,2.5,1,167,3,3.5321,2.1584,1.5295,1.9988,769.28,778.87,163849,10.0005
5,32768,10,inf,2.5,1,168,3,3.5924,2.4904,1.9382,2.2544,1779.64,1790.28,164270,10.0262
1,1024,10,inf,2.5,1,169,0,0.1776,0.0728,0.0079,0.0474,0.1943,0.512,5099,9.95898
1,1024,100,inf,2.5,1,170,0,0.1155,0.0329,0.1145,0.0334,0.3691,0.6761,51574,100.73
1,2048,10,inf,2.5,1,171,0,0.2936,0.109,0.0279,0.0793,0.3154,0.8432,10385,10.1416
1,2048,100,inf,2.5,1,172,0,0.2235,0.0607,0.1433,0.0608,0.8352,1.3411,102318,99.9199
1,4096,10,inf,2.5,1,173,0,0.4917,0.1178,0.0218,0.1465,0.8324,1.6547,20421,9.97119
1,4096,100,inf,2.5,1,174,0,0.4187,0.1142,0.4174,0.1169,1.7766,2.8875,204969,100.083
1,4096,1000,inf,2.5,1,175,0,0.4239,0.1137,0.7012,0.1029,11.2343,12.6237,2046931,999.478
1,8192,10,inf,2.5,1,176,0,1.2624,0.2254,0.0255,0.2899,1.0783,2.9649,40786,9.95752
1,8192,100,inf,2.5,1,177,0,0.864,0.2258,0.7837,0.2332,3.7403,5.9358,408774,99.7983
1,8192,1000,inf,2.5,1,178,0,0.8626,0.2259,1.1251,0.2036,27.8289,30.3356,4094676,999.677
1,16384,10,inf,2.5,1,179,0,1.7693,0.4665,0.0469,0.6029,2.0967,5.1631,82060,10.0171
1,16384,100,inf,2.5,1,180,0,1.7095,0.4619,1.8986,0.5064,8.0813,12.8229,818109,99.8668
1,16384,1000,inf,2.5,1,181,0,1.7011,0.4471,2.5252,0.4095,62.2316,67.4815,8189623,999.71
1,32768,10,inf,2.5,1,182,0,3.6647,0.9016,0.0955,1.1766,4.6308,10.7905,163915,10.0046
1,32768,100,inf,2.5,1,183,0,3.3809,0.8645,0.9605,0.8969,16.2612,22.6912,1639143,100.045
1,32768,1000,inf,2.5,1,184,0,3.4517,0.8723,4.0959,0.8464,135.328,144.923,16378205,999.646
1,65536,10,inf,2.5,1,185,0,6.9319,1.7364,0.435,2.3044,8.9985,21.2159,327494,9.99432
1,65536,100,inf,2.5,1,186,0,6.7316,2.0703,5.4417,1.9595,33.094,49.9612,3273311,99.8935
1,65536,1000,inf,2.5,1,187,0,6.7196,2.0657,8.2235,1.8718,292.009,311.546,32762827,999.842
1,131072,10,inf,2.5,1,188,0,14.164,3.6615,0.4666,4.8468,17.3718,41.8611,656596,10.0189
1,131072,100,inf,2.5,1,189,0,14.1561,3.5381,3.3531,4.3223,65.0282,91.859,6556305,100.041
1,131072,1000,inf,2.5,1,190,0,13.7967,3.5001,17.6408,3.8706,373.927,414.449,65531447,999.931
1,262144,10,inf,2.5,1,191,0,28.1196,7.4639,0.6257,9.8722,35.3072,84.4787,1308384,9.98218
1,262144,100,inf,2.5,1,192,0,27.833,7.4791,17.2396,8.2751,133.963,197.841,13105769,99.9891
1,262144,1000,inf,2.5,1,193,0,27.4671,7.2965,34.6671,7.8961,784.019,864.039,131065816,999.953
1,524288,10,inf,2.5,1,194,0,56.0927,14.3903,1.3361,20.301,71.3447,169.2,2623322,10.0072
1,524288,100,inf,2.5,1,195,0,54.9635,14.5957,13.2132,16.8742,271.295,376.339,26221858,100.028
1,524288,1000,inf,2.5,1,196,0,55.026,14.5753,64.5417,16.5134,1603.37,1759.84,262154351,1000.04
1,1048576,10,inf,2.5,1,197,0,111.07,28.8817,2.7544,41.0156,141.027,336.018,5242918,10.0001
1,1048576,100,inf,2.5,1,198,0,110.461,28.3877,9.3032,35.4955,540.801,735.78,52432493,100.007
1,1048576,1000,inf,2.5,1,199,0,110.778,28.293,142.141,32.4526,3270.7,3595.98,524253493,999.934
1,32768,2,inf,2.5,1,200,1,4.7356,0.9396,0.1021,1.4947,8.3766,15.9791,33148,2.02319
1,32768,4,inf,2.5,1,201,1,3.7983,0.9075,0.1202,1.4697,5.7243,12.3424,65745,4.01276
1,32768,8,inf,2.5,1,202,1,3.5023,1.1891,0.153,1.3774,4.423,11.0312,130303,7.95306
1,32768,16,inf,2.5,1,203,1,3.8214,0.8993,0.1146,1.1029,4.6275,10.9835,262403,16.0158
1,32768,32,inf,2.5,1,204,1,3.551,0.9321,0.1925,1.1544,6.4525,12.6057,523847,31.9731
1,32768,64,inf,2.5,1,205,1,3.6517,0.9298,0.2941,1.1186,10.4223,16.7485,1048407,63.9897
1,32768,128,inf,2.5,1,206,1,3.8817,0.934,1.1498,1.0786,17.0106,24.3956,2099465,128.141
1,32768,256,inf,2.5,1,207,1,3.5131,1.2466,1.5786,0.9452,43.187,50.8127,4199153,256.296
1,32768,512,inf,2.5,1,208,1,3.8507,0.8937,3.5993,1.1873,49.7642,59.6387,8390276,512.102
1,32768,1024,inf,2.5,1,209,1,3.4231,0.8918,4.3102,0.9146,137.57,147.456,16775699,1023.91
1,32768,2048,inf,2.5,1,210,1,3.4578,0.8933,5.2865,0.8232,250.661,261.466,33552959,2047.91
1,32768,4096,inf,2.5,1,211,1,3.8186,0.8945,5.3834,0.8293,469.023,480.286,67102555,4095.61
1,32768,10,inf,2.5,1,212,2,3.7685,0.8728,0.1212,1.0861,4.3515,10.522,163597,9.98517
1,32768,10,5,2.5,1,213,2,3.4537,0.9061,3.5793,1.5745,75.9721,85.8323,163902,10.0038
1,32768,10,4.5,2.5,1,214,2,3.4955,0.9396,3.6471,1.2226,76.6112,86.2572,163033,9.95074
1,32768,10,4,2.5,1,215,2,3.8164,0.8937,3.5432,1.2109,79.7575,89.562,164053,10.013
1,32768,10,3.5,2.5,1,216,2,3.4838,0.8928,3.4087,1.2586,82.0861,91.4746,164003,10.0099
1,32768,10,3,2.5,1,217,2,3.5706,2.5335,3.4806,1.1775,82.061,93.1651,163398,9.97302
1,32768,10,2.5,2.5,1,218,2,3.5529,0.9243,3.3994,1.7206,85.2099,95.1693,162869,9.94073
1,32768,10,2,2.5,1,219,2,3.4996,0.9228,0.4869,1.3198,42.0458,48.6201,164031,10.0117
1,32768,10,inf,2.5,1,220,3,3.4811,0.9225,0.0965,1.2345,4.3539,10.4621,164330,10.0299
2,32768,10,inf,2.5,1,221,3,3.584,1.3148,2.0689,1.3077,14.2692,22.8934,164061,10.0135
3,32768,10,inf,2.5,1,222,3,3.4602,1.6904,1.8792,1.7809,70.6755,79.8299,164190,10.0214
4,32768,10,inf,2.5,1,223,3,3.8928,2.0731,1.8825,1.7229,774.571,784.517,164133,10.0179
5,32768,10,inf,2.5,1,224,3,3.8864,2.4237,1.8708,1.9474,1793.58,1804.08,163780,9.99634
1,1024,10,inf,2.5,1,225,0,0.1772,0.0515,0.0361,0.0454,0.2013,0.5236,5165,10.0879
1,1024,100,inf,2.5,1,226,0,0.116,0.033,0.0983,0.032,0.3799,0.6697,51115,99.834
1,2048,10,inf,2.5,1,227,0,0.2889,0.1071,0.0154,0.0761,0.3116,0.8157,10298,10.0566
1,2048,100,inf,2.5,1,228,0,0.2208,0.0594,0.2101,0.0565,0.8626,1.4266,102497,100.095
1,4096,10,inf,2.5,1,229,0,0.5204,0.1159,0.0167,0.1382,0.5588,1.3927,20367,9.94482
1,4096,100,inf,2.5,1,230,0,0.4239,0.1146,0.4304,0.1182,2.0225,3.1528,204715,99.9585
1,4096,1000,inf,2.5,1,231,0,0.4252,0.1131,0.7007,0.102,11.7792,13.1677,2051175,1001.55
1,8192,10,inf,2.5,1,232,0,0.9053,0.2258,0.0422,0.2713,1.0723,2.6185,41061,10.0247
1,8192,100,inf,2.5,1,233,0,0.8436,0.2212,0.3274,0.2644,3.8826,5.6236,409497,99.9749
1,8192,1000,inf,2.5,1,234,0,0.8668,0.2272,1.1104,0.2022,27.0826,29.5791,4096603,1000.15
1,16384,10,inf,2.5,1,235,0,3.2983,0.4536,0.0543,0.5616,2.1107,6.6481,81704,9.97363
1,16384,100,inf,2.5,1,236,0,1.7386,0.4522,1.0249,0.4785,7.8168,11.9916,818621,99.9293
1,16384,1000,inf,2.5,1,237,0,1.7424,0.4457,2.2859,0.4698,61.2606,66.6802,8192975,1000.12
1,32768,10,inf,2.5,1,238,0,3.5103,0.8964,0.2055,1.1145,4.2917,10.35,163871,10.0019
1,32768,100,inf,2.5,1,239,0,3.4393,0.8891,4.1094,0.9275,15.9606,25.6625,1638996,100.036
1,32768,1000,inf,2.5,1,240,0,3.4579,0.8955,4.2453,0.9989,136.161,146.097,16386504,1000.15
