dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimeEdges,GenNumEdge,GenAvgDeg
3,32768,10,inf,2.5,1,303,4,4.1891,2.3949,19.6387,80.6794,163405,9.97345
4,32768,10,inf,2.5,1,304,4,3.7811,2.8146,92.4643,466.597,164283,10.027
5,32768,10,inf,2.5,1,305,4,3.6615,3.2418,469.176,1568.19,163367,9.97113
1,32768,10,inf,2.5,2,306,4,3.8841,1.4205,1.7884,7.9461,163271,9.96527
2,32768,10,inf,2.5,2,307,4,3.859,1.9441,3.1477,15.7203,164063,10.0136
3,32768,10,inf,2.5,2,308,4,4.0997,2.4024,36.2639,52.4502,164457,10.0377
4,32768,10,inf,2.5,2,309,4,3.8594,3.2265,97.7846,294.129,163473,9.9776
5,32768,10,inf,2.5,2,310,4,4.0348,3.2409,481.916,1045.6,164508,10.0408
1,32768,10,inf,2.5,3,311,4,4.3683,1.5805,2.029,8.0408,164047,10.0126
2,32768,10,inf,2.5,3,312,4,4.0204,2.1867,6.8415,13.5045,163972,10.0081
3,32768,10,inf,2.5,3,313,4,4.1753,2.459,19.7532,42.1324,163461,9.97687
4,32768,10,inf,2.5,3,314,4,3.9341,2.9435,93.2883,240.073,163479,9.97797
5,32768,10,inf,2.5,3,315,4,3.8492,3.6953,442.392,846.803,163726,9.99304
1,32768,10,inf,2.5,4,316,4,4.3139,2.4497,3.1156,12.7392,162834,9.9386
2,32768,10,inf,2.5,4,317,4,5.2922,2.2585,8.1141,11.9416,163804,9.9978
3,32768,10,inf,2.5,4,318,4,4.2458,2.7645,39.5427,40.8287,162860,9.94019
4,32768,10,inf,2.5,4,319,4,4.026,3.1453,103.471,185.11,164247,10.0248
5,32768,10,inf,2.5,4,320,4,3.9146,3.4509,488.686,630.814,163562,9.98303
1,32768,10,inf,2.5,5,321,4,4.0645,1.5032,1.8583,6.0184,164203,10.0222
2,32768,10,inf,2.5,5,322,4,4.16,2.2479,3.0646,9.3004,163652,9.98853
3,32768,10,inf,2.5,5,323,4,4.1026,2.509,29.3129,24.1545,163790,9.99695
4,32768,10,inf,2.5,5,324,4,4.1549,2.964,79.2176,143.518,163284,9.96606
5,32768,10,inf,2.5,5,325,4,3.8497,3.7032,443.215,551.401,164442,10.0367
1,32768,10,inf,2.5,6,326,4,5.0658,1.8041,2.7325,5.7169,163639,9.98773
2,32768,10,inf,2.5,6,327,4,4.173,2.0647,2.8234,8.4968,163433,9.97516
3,32768,10,inf,2.5,6,328,4,4.3887,2.4738,38.016,31.7246,163154,9.95813
4,32768,10,inf,2.5,6,329,4,4.4313,3.0832,96.7411,128.939,163975,10.0082
5,32768,10,inf,2.5,6,330,4,3.955,3.4119,493.369,492.887,163463,9.97699
1,32768,10,2,2.5,1,331,5,5.0365,1.874,4.1206,66.7929,163682,9.99036
2,32768,10,2,2.5,1,332,5,3.874,1.9788,5.9952,198.934,164609,10.0469
3,32768,10,2,2.5,1,333,5,3.865,2.4636,18.1937,1192.73,163858,10.0011
4,32768,10,2,2.5,1,334,5,4.1363,3.181,27.9472,5979.46,163638,9.98767
5,32768,10,2,2.5,1,335,5,3.9212,3.7254,65.8426,25302.3,163474,9.97766
1,32768,10,2,2.5,2,337,5,4.3075,1.4623,3.6707,35.4691,163854,10.0009
2,32768,10,2,2.5,2,338,5,3.7518,1.9241,3.9884,103.734,163607,9.98578
3,32768,10,2,2.5,2,339,5,3.7584,2.3912,7.848,656.355,164122,10.0172
4,32768,10,2,2.5,2,340,5,4.078,2.8474,39.8521,3515.4,164428,10.0359
5,32768,10,2,2.5,2,341,5,3.8159,3.6808,115.44,17144.7,164122,10.0172
1,32768,10,2,2.5,3,343,5,3.9082,1.7381,3.6053,29.0496,163882,10.0026
2,32768,10,2,2.5,3,344,5,3.796,1.926,6.0864,83.2502,164005,10.0101
3,32768,10,2,2.5,3,345,5,4.1257,2.4403,18.8059,491.595,163198,9.96082
4,32768,10,2,2.5,3,346,5,3.7482,2.8813,18.3305,2889.01,164644,10.0491
5,32768,10,2,2.5,3,347,5,3.7653,3.3248,113.177,13325.5,163931,10.0056
1,32768,10,2,2.5,4,349,5,3.9453,1.4205,2.6959,20.3878,163343,9.96967
2,32768,10,2,2.5,4,350,5,4.1322,2.0707,13.4753,59.685,164031,10.0117
3,32768,10,2,2.5,4,351,5,4.2685,2.5711,19.5098,377.46,163470,9.97742
4,32768,10,2,2.5,4,352,5,3.9174,2.9611,14.529,2207.12,163474,9.97766
5,32768,10,2,2.5,4,353,5,3.7612,3.3196,98.3856,10481.6,164160,10.0195
1,32768,10,2,2.5,5,355,5,3.8103,1.4572,4.2152,20.8756,164046,10.0126
2,32768,10,2,2.5,5,356,5,4.0858,1.9831,11.1016,53.2226,163513,9.98004
3,32768,10,2,2.5,5,357,5,3.8488,2.4589,8.4976,319.949,163314,9.9679
4,32768,10,2,2.5,5,358,5,3.8521,3.5525,31.9856,1788.06,163802,9.99768
5,32768,10,2,2.5,5,359,5,3.865,3.4078,105.168,9309.9,163577,9.98395
1,32768,10,2,2.5,6,361,5,3.8994,1.4951,2.7761,18.3248,164049,10.0128
2,32768,10,2,2.5,6,362,5,3.8655,2.0142,66.7835,44.2101,163829,9.99933
3,32768,10,2,2.5,6,363,5,3.8799,2.4579,6.2252,286.696,164179,10.0207
4,32768,10,2,2.5,6,364,5,3.8618,2.9255,26.7405,1585.68,163815,9.99847
5,32768,10,2,2.5,6,365,5,3.8497,3.406,72.1331,8434.22,163756,9.99487
1,1024,10,inf,2.5,1,367,0,0.1503,0.0566,0.1609,0.3511,5097,9.95508
1,1024,100,inf,2.5,1,368,0,0.1256,0.0515,1.5736,0.9563,51155,99.9121
1,2048,10,inf,2.5,1,369,0,0.2448,0.0974,0.1642,0.6521,10087,9.85059
1,2048,100,inf,2.5,1,370,0,0.2394,0.095,2.8809,2.0647,101987,99.5967
1,4096,10,inf,2.5,1,371,0,0.5524,0.1962,0.4151,1.4409,20332,9.92773
1,4096,100,inf,2.5,1,372,0,0.4991,0.2013,5.7025,4.7958,204896,100.047
1,4096,1000,inf,2.5,1,373,0,0.4745,0.1874,98.836,27.4587,2047358,999.687
1,8192,10,inf,2.5,1,374,0,1.2554,0.3845,0.5357,2.8745,41035,10.0183
1,8192,100,inf,2.5,1,375,0,0.9781,0.3886,10.7112,10.5229,409903,100.074
1,8192,1000,inf,2.5,1,376,0,1.318,0.364,126.719,68.4118,4098031,1000.5
1,16384,10,inf,2.5,1,377,0,2.0472,1.056,1.024,5.7757,82161,10.0294
1,16384,100,inf,2.5,1,378,0,1.8981,0.7336,12.2871,23.1596,819774,100.07
1,16384,1000,inf,2.5,1,379,0,1.9288,1.056,195.483,171.167,8193091,1000.13
1,32768,10,inf,2.5,1,380,0,4.3245,1.4976,1.9752,13.0291,163281,9.96588
1,32768,100,inf,2.5,1,381,0,3.8577,1.4577,43.4379,48.5013,1637770,99.9615
1,32768,1000,inf,2.5,1,382,0,3.7728,1.459,290.656,417.223,16399631,1000.95
1,65536,10,inf,2.5,1,383,0,8.2091,2.9185,3.9819,28.4685,328361,10.0208
1,65536,100,inf,2.5,1,384,0,7.9239,2.9097,34.7697,111.14,3277840,100.032
1,65536,1000,inf,2.5,1,385,0,7.5956,3.2296,517.755,956.41,32763991,999.878
1,131072,10,inf,2.5,1,386,0,15.8348,5.8389,11.9337,64.0093,656863,10.0229
1,131072,100,inf,2.5,1,387,0,15.2451,6.1194,68.743,249.515,6556247,100.04
1,131072,1000,inf,2.5,1,388,0,15.6267,5.7911,728.07,1334.28,65534924,999.984
1,262144,10,inf,2.5,1,389,0,31.7172,11.7408,18.4185,133.72,1312202,10.0113
1,262144,100,inf,2.5,1,390,0,32.1731,11.6397,135.815,656.964,13106829,99.9972
1,262144,1000,inf,2.5,1,391,0,34.38,12.0015,1104.24,3098.66,131063135,999.932
1,524288,10,inf,2.5,1,392,0,65.3858,23.6419,34.8105,281.949,2618344,9.98819
1,524288,100,inf,2.5,1,393,0,65.2267,23.4272,254.37,1406.59,26205952,99.9678
1,524288,1000,inf,2.5,1,394,0,67.1528,23.3984,1669.2,7232.31,262135772,999.969
1,1048576,10,inf,2.5,1,395,0,129.056,47.9151,67.9356,579.923,5239674,9.99389
1,1048576,100,inf,2.5,1,396,0,128.803,49.964,448.839,3003.57,52427577,99.9977
1,1048576,1000,inf,2.5,1,397,0,127.509,45.8513,2777.42,15595,524297069,1000.02
1,32768,2,inf,2.5,1,398,1,6.1899,1.9733,2.0828,15.6662,32489,1.98297
1,32768,4,inf,2.5,1,399,1,4.2278,1.5949,1.8485,10.0382,65977,4.02692
1,32768,8,inf,2.5,1,400,1,3.9662,1.7925,1.8119,10.9603,131235,8.00995
1,32768,16,inf,2.5,1,401,1,4.3256,1.5935,3.54,14.8734,261583,15.9658
1,32768,32,inf,2.5,1,402,1,3.859,1.5843,13.2771,22.2373,525597,32.0799
1,32768,64,inf,2.5,1,403,1,3.8808,1.4594,32.8822,34.1195,1047482,63.9332
1,32768,128,inf,2.5,1,404,1,4.4977,1.426,47.0239,50.8518,2096248,127.945
1,32768,256,inf,2.5,1,405,1,3.8553,1.4573,63.5993,81.6162,4194987,256.042
1,32768,512,inf,2.5,1,406,1,3.8976,1.4933,89.3079,226.705,8386092,511.846
1,32768,1024,inf,2.5,1,407,1,3.8961,1.4655,267.037,414.05,16772790,1023.73
1,32768,2048,inf,2.5,1,408,1,3.9926,2.2243,819.954,803.866,33561497,2048.43
1,32768,4096,inf,2.5,1,409,1,4.3989,1.4252,2332,1555.42,67102790,4095.63
1,32768,10,inf,2.5,1,410,2,4.3108,1.4618,2.0675,12.512,163832,9.99951
1,32768,10,5,2.5,1,411,2,3.9012,1.4605,18.837,108.9,163999,10.0097
1,32768,10,4.5,2.5,1,412,2,3.9676,1.4696,8.8543,115.033,163778,9.99622
1,32768,10,4,2.5,1,413,2,3.9198,1.4975,8.0134,113.742,162733,9.93243
1,32768,10,3.5,2.5,1,414,2,3.9063,1.4976,7.1202,112.481,163750,9.99451
1,32768,10,3,2.5,1,415,2,4.2388,1.4636,23.3776,100.138,164289,10.0274
1,32768,10,2.5,2.5,1,416,2,4.0301,1.8514,8.6835,109.707,163506,9.97961
1,32768,10,2,2.5,1,417,2,3.8896,1.4604,2.8799,67.7069,164050,10.0128
1,32768,10,inf,2.5,1,418,3,3.8933,1.5574,2.394,12.8441,163938,10.006
2,32768,10,inf,2.5,1,419,3,4.0589,1.9487,2.3016,27.8502,163762,9.99524
3,32768,10,inf,2.5,1,420,3,5.3737,2.5011,27.5275,81.7081,163179,9.95966
4,32768,10,inf,2.5,1,421,3,3.7834,2.9171,86.8712,482.877,163693,9.99103
5,32768,10,inf,2.5,1,422,3,4.2184,3.3341,468.796,1524.05,163386,9.97229
1,32768,10,inf,2.5,1,423,4,3.7894,1.4864,1.5787,13.2485,163655,9.98871
2,32768,10,inf,2.5,1,424,4,3.7574,1.9456,2.7774,27.847,163559,9.98285
3,32768,10,inf,2.5,1,425,4,3.661,2.6541,75.0823,81.2954,163741,9.99396
4,32768,10,inf,2.5,1,426,4,3.7626,2.8475,92.3169,472.089,163155,9.95819
5,32768,10,inf,2.5,1,427,4,4.1029,3.3188,405.46,1536.88,164479,10.039
1,32768,10,inf,2.5,2,428,4,4.0116,1.4743,4.4851,8.7115,163967,10.0078
2,32768,10,inf,2.5,2,429,4,3.8887,1.9167,2.4418,14.5178,164079,10.0146
3,32768,10,inf,2.5,2,430,4,4.0584,2.4237,33.4432,47.5405,163598,9.98523
4,32768,10,inf,2.5,2,431,4,3.7756,2.8461,94.7381,284.748,164329,10.0298
5,32768,10,inf,2.5,2,432,4,3.7487,3.3512,477.201,996.454,163666,9.98938
1,32768,10,inf,2.5,3,433,4,3.9092,1.4993,2.9951,7.5789,163726,9.99304
2,32768,10,inf,2.5,3,434,4,4.0037,1.9705,2.0954,12.8116,164082,10.0148
3,32768,10,inf,2.5,3,435,4,4.0746,2.4413,28.0742,35.002,163940,10.0061
4,32768,10,inf,2.5,3,436,4,3.7585,2.8975,79.3684,240.385,164375,10.0327
5,32768,10,inf,2.5,3,437,4,3.8479,3.6866,449.635,771.339,164211,10.0226
1,32768,10,inf,2.5,4,438,4,4.4327,1.4511,2.4083,5.3774,164425,10.0357
2,32768,10,inf,2.5,4,439,4,3.8614,1.9422,12.8539,11.135,163528,9.98096
3,32768,10,inf,2.5,4,440,4,3.816,2.4361,28.2848,27.3327,163601,9.98541
4,32768,10,inf,2.5,4,441,4,3.8775,2.9263,91.0149,161.529,163326,9.96863
5,32768,10,inf,2.5,4,442,4,4.1216,3.3938,446.84,599.612,164652,10.0496
1,32768,10,inf,2.5,5,443,4,3.9726,1.4599,1.9056,5.6,163912,10.0044
2,32768,10,inf,2.5,5,444,4,3.9347,2.0614,11.0892,11.4064,163885,10.0027
3,32768,10,inf,2.5,5,445,4,4.1613,2.4956,35.4814,28.4666,164040,10.0122
4,32768,10,inf,2.5,5,446,4,3.9253,2.9371,87.7436,147.231,163872,10.002
5,32768,10,inf,2.5,5,447,4,4.155,3.4281,424.079,535.012,163247,9.96381
1,32768,10,inf,2.5,6,448,4,4.1962,1.5101,2.1245,5.2128,164423,10.0356
2,32768,10,inf,2.5,6,449,4,4.0979,2.0211,2.8892,8.1108,163834,9.99963
3,32768,10,inf,2.5,6,450,4,4.2811,2.4863,27.3753,27.3243,163147,9.9577
4,32768,10,inf,2.5,6,451,4,4.6488,3.7737,89.1984,124.501,163889,10.003
5,32768,10,inf,2.5,6,452,4,3.9471,3.4343,446.004,484.092,164041,10.0123
1,32768,10,2,2.5,1,453,5,3.9017,1.5286,2.6667,69.1886,164208,10.0225
2,32768,10,2,2.5,1,454,5,3.7775,1.9394,5.9942,188.537,162872,9.94092
3,32768,10,2,2.5,1,455,5,3.7769,2.4964,25.2583,1073.25,163680,9.99023
4,32768,10,2,2.5,1,456,5,4.1976,2.9324,23.8471,5588.07,163840,10
5,32768,10,2,2.5,1,457,5,3.6504,3.3572,131.168,25455.8,162937,9.94489
1,32768,10,2,2.5,2,459,5,3.9198,1.4521,2.4348,37.7735,163733,9.99347
2,32768,10,2,2.5,2,460,5,3.8484,1.9223,8.0561,102.113,163956,10.0071
3,32768,10,2,2.5,2,461,5,3.7621,2.3936,6.586,646.478,163347,9.96991
4,32768,10,2,2.5,2,462,5,3.7964,2.8893,38.977,3513.69,164222,10.0233
5,32768,10,2,2.5,2,463,5,3.7529,3.6735,87.0854,17160.9,164332,10.03
1,32768,10,2,2.5,3,465,5,4.2286,1.4201,2.9589,27.9434,163234,9.96301
2,32768,10,2,2.5,3,466,5,3.7764,1.9663,4.4772,82.1882,163880,10.0024
3,32768,10,2,2.5,3,467,5,4.11,2.4306,5.9965,504.997,163776,9.99609
4,32768,10,2,2.5,3,468,5,4.1071,2.8476,34.8234,2944.6,163422,9.97449
5,32768,10,2,2.5,3,469,5,3.9063,3.4165,48.6484,13413.4,164222,10.0233
1,32768,10,2,2.5,4,471,5,4.1878,1.4353,3.8975,24.0969,163385,9.97223
2,32768,10,2,2.5,4,472,5,4.3617,2.0022,6.5066,57.9381,163880,10.0024
3,32768,10,2,2.5,4,473,5,3.8696,2.4571,17.5277,380.94,163515,9.98016
4,32768,10,2,2.5,4,474,5,3.8441,3.2014,13.6117,2125.41,164151,10.019
5,32768,10,2,2.5,4,475,5,3.8715,3.8373,61.5388,10347.1,163485,9.97833
1,32768,10,2,2.5,5,477,5,3.8483,1.7874,2.7015,19.9193,164030,10.0116
2,32768,10,2,2.5,5,478,5,3.8687,2.1635,3.3572,49.8481,164369,10.0323
3,32768,10,2,2.5,5,479,5,3.8576,2.456,12.1076,327.886,164420,10.0354
4,32768,10,2,2.5,5,480,5,3.948,2.9695,17.4377,1842.61,163469,9.97736
5,32768,10,2,2.5,5,481,5,3.8753,3.4064,96.2114,9475.49,163905,10.004
1,32768,10,2,2.5,6,483,5,4.1963,1.4942,2.6435,19.2362,163974,10.0082
2,32768,10,2,2.5,6,484,5,3.9365,2.2409,5.2425,49.9255,164417,10.0352
3,32768,10,2,2.5,6,485,5,3.962,2.9848,6.5934,297.703,163776,9.99609
4,32768,10,2,2.5,6,486,5,3.8934,2.9296,30.9356,1589.49,163770,9.99573
5,32768,10,2,2.5,6,487,5,4.1015,3.4014,79.649,8538.16,164016,10.0107
1,1024,10,inf,2.5,1,489,0,0.1475,0.0552,0.0951,0.3618,5203,10.1621
1,1024,100,inf,2.5,1,490,0,0.1276,0.0515,2.1148,1.004,51260,100.117
1,2048,10,inf,2.5,1,491,0,0.249,0.1034,0.2857,0.7036,10149,9.91113
1,2048,100,inf,2.5,1,492,0,0.2504,0.0993,1.3491,3.9169,102856,100.445
1,4096,10,inf,2.5,1,493,0,0.5282,0.1929,0.2509,1.7599,20318,9.9209
1,4096,100,inf,2.5,1,494,0,0.5069,0.1934,3.565,4.9011,205159,100.175
1,4096,1000,inf,2.5,1,495,0,0.5018,0.1995,96.9559,28.134,2047684,999.846
1,8192,10,inf,2.5,1,496,0,1.0384,0.3673,0.5764,2.9993,40790,9.9585
1,8192,100,inf,2.5,1,497,0,0.9488,0.3729,3.5051,10.6806,409774,100.042
1,8192,1000,inf,2.5,1,498,0,0.9577,0.3738,118.38,69.2759,4095409,999.856
1,16384,10,inf,2.5,1,499,0,2.3861,0.7337,0.9016,6.3166,81862,9.99292
1,16384,100,inf,2.5,1,500,0,1.9144,0.7337,17.0064,23.3294,818559,99.9218
1,16384,1000,inf,2.5,1,501,0,1.9195,0.7336,152.213,170.086,8199864,1000.96
1,32768,10,inf,2.5,1,502,0,4.3551,1.4609,1.9858,12.929,163565,9.98322
1,32768,100,inf,2.5,1,503,0,3.7431,1.4164,29.2577,48.487,1638234,99.9899
1,32768,1000,inf,2.5,1,504,0,3.7885,1.4562,261.451,421.123,16380577,999.791
1,65536,10,inf,2.5,1,505,0,7.8855,2.9194,4.5681,30.656,328105,10.013
1,65536,100,inf,2.5,1,506,0,7.7111,2.912,26.0573,113.656,3276793,99.9998
1,65536,1000,inf,2.5,1,507,0,8.1489,2.9927,452.756,600.437,32770177,1000.07
1,131072,10,inf,2.5,1,508,0,15.9884,6.0289,9.9224,64.6279,657616,10.0344
1,131072,100,inf,2.5,1,509,0,16.0825,6.2669,89.9594,251.337,6554542,100.014
1,131072,1000,inf,2.5,1,510,0,16.1062,5.8059,680.927,1335.24,65536473,1000.01
1,262144,10,inf,2.5,1,511,0,31.8122,12.9433,15.3503,133.055,1309131,9.98788
1,262144,100,inf,2.5,1,512,0,32.1817,11.9467,52.2718,569.424,13107039,99.9988
1,262144,1000,inf,2.5,1,513,0,33.8189,11.635,1320.09,3051.35,131044244,999.788
1,524288,10,inf,2.5,1,514,0,65.7276,24.2472,25.5313,290.168,2623323,10.0072
1,524288,100,inf,2.5,1,515,0,64.8214,23.4505,154.92,1388.11,26208979,99.9793
1,524288,1000,inf,2.5,1,516,0,66.2151,22.9426,2551.05,7093.17,262141172,999.989
1,1048576,10,inf,2.5,1,517,0,131.945,48.3116,69.9994,592.299,5234412,9.98385
1,1048576,100,inf,2.5,1,518,0,128.968,47.2496,232.27,3097.18,52433001,100.008
1,1048576,1000,inf,2.5,1,519,0,133.339,48.9786,3868.41,16099.2,524272778,999.971
1,32768,2,inf,2.5,1,520,1,6.0934,2.2498,3.002,20.3714,32504,1.98389
1,32768,4,inf,2.5,1,521,1,4.5511,1.9789,4.0217,14.2211,65415,3.99261
1,32768,8,inf,2.5,1,522,1,4.8019,1.5263,2.5659,12.7295,130676,7.97583
1,32768,16,inf,2.5,1,523,1,4.2356,1.4919,1.9882,18.5698,262856,16.0435
1,32768,32,inf,2.5,1,524,1,4.506,1.5044,4.9601,23.2816,524293,32.0003
1,32768,64,inf,2.5,1,525,1,3.8905,1.818,10.1861,35.0262,1050399,64.1113
1,32768,128,inf,2.5,1,526,1,3.9541,1.5814,28.6321,53.2434,2098269,128.068
1,32768,256,inf,2.5,1,527,1,3.9452,1.4692,72.0259,121.843,4191813,255.848
1,32768,512,inf,2.5,1,528,1,3.91,1.7828,163.864,153.296,8392486,512.237
1,32768,1024,inf,2.5,1,529,1,3.9722,1.5012,317.471,447.425,16774991,1023.86
1,32768,2048,inf,2.5,1,530,1,4.621,1.4669,700.336,830.937,33553144,2047.92
1,32768,4096,inf,2.5,1,531,1,4.0487,1.5067,1947.98,1620.44,67113829,4096.3
1,32768,10,inf,2.5,1,532,2,3.9619,1.4613,3.0669,12.5671,164141,10.0184
1,32768,10,5,2.5,1,533,2,4.2017,1.4595,29.7827,90.7334,159384,9.72803
1,32768,10,4.5,2.5,1,534,2,4.3298,1.7419,9.472,103.151,163635,9.98749
1,32768,10,4,2.5,1,535,2,4.1457,1.4581,8.1846,103.837,164191,10.0214
1,32768,10,3.5,2.5,1,536,2,3.8204,1.4563,7.9397,103.537,163538,9.98157
1,32768,10,3,2.5,1,537,2,3.8594,1.4228,7.9193,105.664,163093,9.95441
1,32768,10,2.5,2.5,1,538,2,4.0287,1.4335,15.7746,103.48,163582,9.98425
1,32768,10,2,2.5,1,539,2,3.8084,1.4586,2.8819,69.2976,163819,9.99872
1,32768,10,inf,2.5,1,540,3,4.2143,1.7261,2.5986,14.6629,163894,10.0033
2,32768,10,inf,2.5,1,541,3,4.5147,1.9352,2.7706,30.5656,163638,9.98767
3,32768,10,inf,2.5,1,542,3,4.0765,2.6754,59.1681,81.4916,163189,9.96027
4,32768,10,inf,2.5,1,543,3,3.9351,2.9259,97.8551,470.517,162723,9.93182
5,32768,10,inf,2.5,1,544,3,3.9365,3.6471,439.187,1531.45,164270,10.0262
1,32768,10,inf,2.5,1,545,4,3.8345,1.4604,2.0429,13.4423,164134,10.0179
2,32768,10,inf,2.5,1,546,4,3.7811,1.9251,5.4448,26.9314,164422,10.0355
3,32768,10,inf,2.5,1,547,4,3.7783,2.3935,26.6287,81.4874,163778,9.99622
4,32768,10,inf,2.5,1,548,4,3.7486,2.8452,107.41,470.822,164387,10.0334
5,32768,10,inf,2.5,1,549,4,3.7278,3.308,474.628,1531,163958,10.0072
1,32768,10,inf,2.5,2,550,4,3.9388,1.4613,4.9206,8.9099,163512,9.97998
2,32768,10,inf,2.5,2,551,4,3.9578,2.3142,2.8912,15.7477,163783,9.99652
3,32768,10,inf,2.5,2,552,4,3.8961,2.4399,27.7273,49.1177,163908,10.0042
4,32768,10,inf,2.5,2,553,4,3.8497,2.9209,98.1881,284.5,164019,10.0109
5,32768,10,inf,2.5,2,554,4,4.0757,3.3262,453.044,1028.7,164137,10.0181
1,32768,10,inf,2.5,3,555,4,4.0399,1.4692,2.2446,7.0669,164182,10.0209
2,32768,10,inf,2.5,3,556,4,4.0181,1.9353,4.0803,13.3751,163439,9.97552
3,32768,10,inf,2.5,3,557,4,4.5449,2.578,31.4536,38.171,163812,9.99829
4,32768,10,inf,2.5,3,558,4,3.8516,2.9208,89.6154,251.483,163489,9.97858
5,32768,10,inf,2.5,3,559,4,3.8688,3.7018,461.799,783.007,164156,10.0193
1,32768,10,inf,2.5,4,560,4,4.3232,1.4581,2.4875,5.9464,164156,10.0193
2,32768,10,inf,2.5,4,561,4,4.2773,2.0169,4.2973,10.367,163334,9.96912
3,32768,10,inf,2.5,4,562,4,4.0005,2.4978,90.9334,28.1169,164218,10.0231
4,32768,10,inf,2.5,4,563,4,4.1841,2.952,90.004,164.935,163222,9.96228
5,32768,10,inf,2.5,4,564,4,3.8604,3.6828,454.006,589.742,163160,9.9585
1,32768,10,inf,2.5,5,565,4,4.2208,1.5319,1.6431,5.4576,163630,9.98718
2,32768,10,inf,2.5,5,566,4,3.9476,2.2646,3.2668,9.9283,164247,10.0248
3,32768,10,inf,2.5,5,567,4,4.1976,2.4648,24.7249,25.7048,163804,9.9978
4,32768,10,inf,2.5,5,568,4,3.9202,3.0191,102.107,154.745,164880,10.0635
5,32768,10,inf,2.5,5,569,4,3.8516,3.4076,450.688,553.427,163335,9.96918
1,32768,10,inf,2.5,6,570,4,3.8951,1.4957,1.958,5.6742,163771,9.99579
2,32768,10,inf,2.5,6,571,4,4.0477,1.9849,2.8493,9.728,164432,10.0361
3,32768,10,inf,2.5,6,572,4,3.8892,2.463,29.3506,33.6208,163610,9.98596
4,32768,10,inf,2.5,6,573,4,4.7846,3.9699,85.4572,126.286,163741,9.99396
5,32768,10,inf,2.5,6,574,4,4.115,3.405,452.779,473.01,164206,10.0223
1,32768,10,2,2.5,1,575,5,4.1891,1.51,3.0047,71.1027,163448,9.97607
2,32768,10,2,2.5,1,576,5,4.0046,2.1107,7.9727,192.37,163670,9.98962
3,32768,10,2,2.5,1,577,5,3.7673,2.3912,45.972,1389.71,164571,10.0446
4,32768,10,2,2.5,1,578,5,3.7662,3.0809,27.3244,5534.52,164000,10.0098
5,32768,10,2,2.5,1,579,5,3.7612,3.3285,48.1016,25511.4,163936,10.0059
1,32768,10,2,2.5,2,581,5,3.976,1.4237,3.468,37.1762,163672,9.98975
2,32768,10,2,2.5,2,582,5,3.8636,1.9312,3.7997,104.988,163671,9.98969
3,32768,10,2,2.5,2,583,5,3.7641,2.4139,9.67,642.031,164008,10.0103
4,32768,10,2,2.5,2,584,5,4.0125,2.7938,38.3004,3559.88,164327,10.0297
5,32768,10,2,2.5,2,585,5,3.6567,3.2422,137.332,17173.3,163357,9.97052
1,32768,10,2,2.5,3,587,5,3.8701,1.4571,2.6306,29.9038,163995,10.0095
2,32768,10,2,2.5,3,588,5,4.1164,1.9403,2.7878,93.2551,163377,9.97174
3,32768,10,2,2.5,3,589,5,3.7964,2.7316,10.7539,526.953,163310,9.96765
4,32768,10,2,2.5,3,590,5,3.8766,2.9218,77.0588,2874.56,162733,9.93243
5,32768,10,2,2.5,3,591,5,3.7603,4.0112,87.2042,13691.8,163289,9.96637
1,32768,10,2,2.5,4,593,5,3.8915,1.4205,2.9032,21.5986,163276,9.96558
2,32768,10,2,2.5,4,594,5,4.0686,2.0235,7.0497,55.6263,164314,10.0289
3,32768,10,2,2.5,4,595,5,3.9095,2.496,13.5235,369.957,163874,10.0021
4,32768,10,2,2.5,4,596,5,4.3426,2.9561,39.3076,2245.49,163524,9.98071
5,32768,10,2,2.5,4,597,5,3.8888,3.7352,52.2853,10347,163579,9.98407
1,32768,10,2,2.5,5,599,5,3.9532,1.567,3.3633,20.8134,163813,9.99835
2,32768,10,2,2.5,5,600,5,3.9365,2.1018,4.9553,50.6167,164072,10.0142
3,32768,10,2,2.5,5,601,5,3.8627,2.4552,131.026,380.567,163302,9.96716
4,32768,10,2,2.5,5,602,5,3.8437,2.919,13.5736,1863.45,164341,10.0306
5,32768,10,2,2.5,5,603,5,3.8529,3.6795,61.2967,9388.12,163665,9.98932
1,32768,10,2,2.5,6,605,5,3.7793,1.4549,3.3438,20.2401,163965,10.0076
2,32768,10,2,2.5,6,606,5,3.8572,1.983,5.0254,46.5981,163826,9.99915
3,32768,10,2,2.5,6,607,5,4.1572,3.052,9.4252,291.239,163515,9.98016
4,32768,10,2,2.5,6,608,5,3.89,2.9422,27.0164,1674.96,164012,10.0105
5,32768,10,2,2.5,6,609,5,4.1081,3.431,51.7107,8554.75,164260,10.0256
1,1024,10,inf,2.5,1,611,0,0.1415,0.0538,0.1192,0.3488,5123,10.0059
1,1024,100,inf,2.5,1,612,0,0.122,0.0501,2.079,0.9712,51077,99.7598
1,2048,10,inf,2.5,1,613,0,0.262,0.1396,0.0737,0.6919,10246,10.0059
1,2048,100,inf,2.5,1,614,0,0.2565,0.097,3.6373,2.3847,102171,99.7764
1,4096,10,inf,2.5,1,615,0,0.5389,0.199,0.3321,1.7378,20408,9.96484
1,4096,100,inf,2.5,1,616,0,0.5477,0.2407,2.2836,5.0189,204816,100.008
