dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimePre,TimeEdges,TimeTotal,GenNumEdge,GenAvgDeg
1,8192,1000,inf,2.5,1,242,0,1.1519,0.3307,124.196,0.3715,31.4778,157.648,4094751,999.695
1,16384,10,inf,2.5,1,243,0,1.8893,0.6966,0.6557,0.942,2.6161,7.0326,81986,10.0081
1,16384,100,inf,2.5,1,244,0,1.9297,0.6493,27.238,0.8315,8.1785,39.0586,819261,100.007
1,16384,1000,inf,2.5,1,245,0,1.792,0.6484,194.702,0.7374,71.5999,269.722,8188262,999.544
1,32768,10,inf,2.5,1,246,0,3.8005,1.4266,2.1259,2.1607,4.5328,14.5029,164390,10.0336
1,32768,100,inf,2.5,1,247,0,3.7176,1.3036,17.031,1.7053,16.377,40.6002,1637568,99.9492
1,32768,1000,inf,2.5,1,248,0,3.9207,1.2968,299.639,1.4515,156.091,462.87,16383628,999.977
1,65536,10,inf,2.5,1,249,0,7.7343,2.7098,3.6972,4.6534,9.2952,29.0643,327836,10.0048
1,65536,100,inf,2.5,1,250,0,7.3549,2.9417,15.4218,3.9517,32.7365,63.38,3278785,100.061
1,65536,1000,inf,2.5,1,251,0,7.2,2.5856,580.961,3.2649,196.793,791.745,32763847,999.873
1,131072,10,inf,2.5,1,252,0,15.3039,5.8513,7.0683,11.7432,18.9333,60.8352,655739,10.0058
1,131072,100,inf,2.5,1,253,0,14.7969,5.3325,33.2383,8.8385,69.1011,133.236,6555028,100.022
1,131072,1000,inf,2.5,1,254,0,14.5239,5.2785,792.477,7.7306,417.939,1239.87,65546831,1000.17
1,262144,10,inf,2.5,1,255,0,29.9344,10.9997,14.548,24.4016,37.1753,121.295,1311095,10.0029
1,262144,100,inf,2.5,1,256,0,29.0918,10.7256,62.9756,20.1559,137.093,263.945,13105522,99.9872
1,262144,1000,inf,2.5,1,257,0,29.4289,10.7344,990.433,18.3647,837.591,1890.49,131081960,1000.08
1,524288,10,inf,2.5,1,258,0,58.9486,21.6199,31.9508,54.0633,74.9302,249.55,2622747,10.005
1,524288,100,inf,2.5,1,259,0,58.0146,21.6269,345.538,44.0663,282.295,759.311,26217254,100.011
1,524288,1000,inf,2.5,1,260,0,58.4928,21.1441,2131.34,40.2412,1739.8,3998.92,262156554,1000.05
1,1048576,10,inf,2.5,1,261,0,119.421,45.7929,64.1883,155.383,155.954,561.244,5250224,10.014
1,1048576,100,inf,2.5,1,262,0,116.795,62.8318,182.425,117.802,570.263,1070.03,52437298,100.016
1,1048576,1000,inf,2.5,1,263,0,116.231,62.7649,2320.88,100.488,3522.11,6143.05,524339326,1000.1
1,32768,2,inf,2.5,1,264,1,3.8163,1.4655,2.0713,3.4527,7.3499,18.6505,33388,2.03784
1,32768,4,inf,2.5,1,265,1,3.8669,1.4697,2.3161,2.5702,5.2907,16.0019,65419,3.99286
1,32768,8,inf,2.5,1,266,1,4.0631,1.5768,1.8346,2.1886,4.6089,14.7868,131701,8.03839
1,32768,16,inf,2.5,1,267,1,3.8057,1.5235,1.7669,2.4371,4.7402,14.7316,261474,15.9591
1,32768,32,inf,2.5,1,268,1,3.9823,1.4164,4.4777,1.8519,6.6422,18.8744,525319,32.0629
1,32768,64,inf,2.5,1,269,1,3.7547,1.5132,11.6452,1.8824,11.0373,30.3341,1047727,63.9482
1,32768,128,inf,2.5,1,270,1,3.7941,1.3454,29.2707,2.1185,17.4164,54.4196,2097508,128.022
1,32768,256,inf,2.5,1,271,1,3.7422,1.6524,61.0885,1.6783,29.4299,98.0605,4195318,256.062
1,32768,512,inf,2.5,1,272,1,3.7306,1.4261,145.226,1.5783,84.455,236.907,8389371,512.047
1,32768,1024,inf,2.5,1,273,1,4.0783,1.3356,293.636,1.4952,155.267,456.277,16771762,1023.67
1,32768,2048,inf,2.5,1,274,1,3.7773,1.3857,797.098,1.4464,297.165,1101.33,33548787,2047.66
1,32768,4096,inf,2.5,1,275,1,3.8289,1.4544,2206.29,1.4461,544.449,2757.99,67117549,4096.53
1,32768,10,inf,2.5,1,276,2,4.1247,1.2995,1.593,2.266,4.4865,14.2285,163757,9.99493
1,32768,10,5,2.5,1,277,2,4.3414,1.3597,10.3509,2.1097,95.2525,113.931,163956,10.0071
1,32768,10,4.5,2.5,1,278,2,3.8566,1.8362,10.6954,3.316,98.0193,118.246,164169,10.0201
1,32768,10,4,2.5,1,279,2,3.7681,1.7035,10.6216,2.2205,86.4256,105.244,164392,10.0337
1,32768,10,3.5,2.5,1,280,2,3.7098,1.4228,8.3864,2.7762,86.655,103.5,163529,9.98102
1,32768,10,3,2.5,1,281,2,3.9055,1.3032,7.6155,2.2251,86.7269,102.27,164377,10.0328
1,32768,10,2.5,2.5,1,282,2,3.8335,1.3357,7.5367,2.2224,89.3718,104.805,163528,9.98096
1,32768,10,2,2.5,1,283,2,3.7273,1.6618,3.8237,2.1255,49.7707,61.6121,163743,9.99408
1,32768,10,inf,2.5,1,284,3,3.7259,1.4266,1.7749,2.7539,4.5853,14.7344,163130,9.95667
2,32768,10,inf,2.5,1,285,3,3.7894,1.9159,2.3303,2.8587,14.2766,25.7154,163894,10.0033
3,32768,10,inf,2.5,1,286,3,4.0798,2.3708,23.7882,4.1489,60.5533,95.4454,164241,10.0245
4,32768,10,inf,2.5,1,287,3,3.757,3.1643,87.2951,20.7897,399.142,514.689,163643,9.98798
5,32768,10,inf,2.5,1,288,3,3.7662,3.6192,455.83,10.1009,1288.18,1762.02,164482,10.0392
1,32768,10,inf,2.5,1,289,4,3.8349,1.4645,1.7832,2.8244,4.6706,15.0474,163954,10.007
2,32768,10,inf,2.5,1,290,4,3.7491,1.8913,2.2975,2.2808,15.6253,26.3454,163494,9.97888
3,32768,10,inf,2.5,1,291,4,3.9726,2.3393,23.693,3.0441,61.0115,94.5516,164053,10.013
4,32768,10,inf,2.5,1,292,4,3.6855,2.7827,82.01,6.3657,386.237,481.633,163869,10.0018
5,32768,10,inf,2.5,1,293,4,3.5696,3.1894,466.018,7.182,1285.88,1766.37,164396,10.0339
1,32768,10,inf,2.5,2,294,4,3.8001,1.3894,1.8389,2.4964,2.4719,12.4902,163124,9.9563
2,32768,10,inf,2.5,2,295,4,3.6713,2.0726,3.3257,2.7446,7.9142,20.199,163139,9.95721
3,32768,10,inf,2.5,2,296,4,3.84,2.3735,31.9839,3.0683,33.9265,75.974,163550,9.9823
4,32768,10,inf,2.5,2,297,4,3.6763,2.7789,88.3084,6.4664,231.988,333.734,163269,9.96515
5,32768,10,inf,2.5,2,298,4,3.6897,3.2306,454.574,7.2998,850.089,1319.49,163559,9.98285
1,32768,10,inf,2.5,3,299,4,3.9003,1.4571,1.7002,2.2791,1.9997,11.833,163002,9.94885
2,32768,10,inf,2.5,3,300,4,3.9765,2.0002,2.5387,2.4644,5.8444,17.2991,162957,9.94611
3,32768,10,inf,2.5,3,301,4,4.012,2.5531,27.7208,3.2399,25.2911,63.4106,163564,9.98315
4,32768,10,inf,2.5,3,302,4,3.9819,3.3837,91.1091,6.4779,187.451,292.917,163685,9.99054
5,32768,10,inf,2.5,3,303,4,3.6382,3.2723,463.598,7.2742,667.124,1145.47,163470,9.97742
1,32768,10,inf,2.5,4,304,4,4.8947,1.6993,3.493,2.5367,1.5393,14.6352,164186,10.0211
2,32768,10,inf,2.5,4,305,4,3.9115,1.9524,2.5619,2.2827,4.0965,15.3067,163539,9.98163
3,32768,10,inf,2.5,4,306,4,4.0849,2.4379,30.0119,4.493,19.9713,61.5411,164310,10.0287
4,32768,10,inf,2.5,4,307,4,4.1187,4.6451,105.331,6.4186,132.266,253.328,163501,9.97931
5,32768,10,inf,2.5,4,308,4,4.0547,3.3419,432.607,6.9816,497.636,945.18,163810,9.99817
1,32768,10,inf,2.5,5,309,4,3.8502,1.4076,1.7957,2.3443,1.3634,11.2436,163298,9.96692
2,32768,10,inf,2.5,5,310,4,3.7527,1.9413,2.7289,2.3958,4.0978,15.4133,164183,10.0209
3,32768,10,inf,2.5,5,311,4,3.7727,2.4084,33.7313,3.1383,16.0709,59.6086,164215,10.0229
4,32768,10,inf,2.5,5,312,4,3.7537,3.1234,106.662,6.2465,117.756,238.368,164416,10.0352
5,32768,10,inf,2.5,5,313,4,3.7101,3.3331,454.332,7.264,448.91,918.127,164418,10.0353
1,32768,10,inf,2.5,6,314,4,3.796,1.3663,1.894,2.0151,1.1877,10.7432,162976,9.94727
2,32768,10,inf,2.5,6,315,4,4.026,1.9251,2.791,2.3861,3.3071,14.9297,163340,9.96948
3,32768,10,inf,2.5,6,316,4,3.756,2.6217,25.671,2.9987,13.9117,49.4432,164721,10.0538
4,32768,10,inf,2.5,6,317,4,3.7695,3.0966,105.395,6.2341,99.9091,218.979,163630,9.98718
5,32768,10,inf,2.5,6,318,4,4.0213,3.3169,423.004,7.2005,393.436,831.56,163790,9.99695
1,32768,10,2,2.5,1,319,5,3.7825,1.6056,3.6248,2.2223,51.1231,62.8638,164506,10.0406
2,32768,10,2,2.5,1,320,5,3.6629,1.8801,5.6529,2.4028,161.77,175.84,163591,9.9848
3,32768,10,2,2.5,1,321,5,3.6749,2.4826,8.9122,3.3034,736.482,755.347,163802,9.99768
4,32768,10,2,2.5,1,322,5,3.6076,2.7065,18.6226,6.6782,3901.05,3933.29,164354,10.0314
5,32768,10,2,2.5,1,323,5,3.7014,3.2862,57.1794,6.9681,18255.2,18326.9,164530,10.0421
1,32768,10,2,2.5,2,324,5,3.7923,1.3922,2.2511,2.4028,27.8433,38.1913,163869,10.0018
2,32768,10,2,2.5,2,325,5,3.6675,1.9019,3.5766,2.4338,89.5954,101.656,164180,10.0208
3,32768,10,2,2.5,2,326,5,3.6591,2.3444,7.0691,3.0548,438.515,455.144,163898,10.0035
4,32768,10,2,2.5,2,327,5,3.9941,2.8003,10.1992,6.6658,2484.06,2508.24,164041,10.0123
5,32768,10,2,2.5,2,328,5,3.7074,3.2571,185.304,7.6522,12343.7,12544.2,164588,10.0457
1,32768,10,2,2.5,3,329,5,3.7881,1.3921,2.7413,2.3373,20.98,32.078,163250,9.96399
2,32768,10,2,2.5,3,330,5,3.9044,1.9028,4.6897,2.4301,70.5063,83.9151,163273,9.96539
3,32768,10,2,2.5,3,331,5,3.7107,2.3513,16.6029,3.0836,324.654,350.921,163291,9.96649
4,32768,10,2,2.5,3,332,5,3.6744,2.7858,26.8267,6.4868,2000.07,2040.41,163720,9.99268
5,32768,10,2,2.5,3,333,5,3.68,3.24,118.07,6.9806,9500.91,9633.45,163785,9.99664
1,32768,10,2,2.5,4,334,5,3.8275,1.3658,3.1944,2.2024,15.4111,26.504,164348,10.031
2,32768,10,2,2.5,4,335,5,3.776,1.9602,5.0421,2.8419,50.3041,64.4201,164286,10.0272
3,32768,10,2,2.5,4,336,5,3.7806,2.4148,23.6657,3.3711,247.569,281.301,164006,10.0101
4,32768,10,2,2.5,4,337,5,4.037,2.8489,35.7497,6.3814,1454.61,1504.19,164440,10.0366
5,32768,10,2,2.5,4,338,5,3.8321,3.3711,43.9523,7.0386,7408.88,7467.68,163847,10.0004
1,32768,10,2,2.5,5,339,5,3.8832,1.3681,2.7474,2.2433,14.2224,24.9804,163208,9.96143
2,32768,10,2,2.5,5,340,5,4.0325,1.9432,8.0524,2.4454,43.3456,60.3285,164385,10.0333
3,32768,10,2,2.5,5,341,5,3.7792,2.3908,17.3375,3.4959,210.95,238.461,163606,9.98572
4,32768,10,2,2.5,5,342,5,3.7097,3.1244,13.688,6.708,1253.93,1281.74,164559,10.0439
5,32768,10,2,2.5,5,343,5,3.7569,3.6099,99.3286,6.8544,6759.25,6873.38,163392,9.97266
1,32768,10,2,2.5,6,344,5,3.8362,1.3668,3.277,2.175,12.9508,24.121,164197,10.0218
2,32768,10,2,2.5,6,345,5,3.7617,1.92,8.25,2.4947,36.7837,53.6988,162971,9.94696
3,32768,10,2,2.5,6,346,5,3.7501,2.6328,7.1476,3.1434,189.812,206.978,164526,10.0419
4,32768,10,2,2.5,6,347,5,3.7663,2.8842,42.3528,6.4078,1103.43,1159.42,163566,9.98328
5,32768,10,2,2.5,6,348,5,3.7802,3.5539,269.589,7.0813,5938.57,6223.15,163223,9.96234
1,1024,10,inf,2.5,1,349,0,0.1498,0.0492,0.1433,0.0631,0.1517,0.5746,5125,10.0098
1,1024,100,inf,2.5,1,350,0,0.1285,0.0477,1.5866,0.0533,0.5467,2.3792,51498,100.582
1,2048,10,inf,2.5,1,351,0,0.2671,0.0905,0.1484,0.116,0.2913,0.9415,10270,10.0293
1,2048,100,inf,2.5,1,352,0,0.2467,0.0908,3.7747,0.1062,0.8899,5.1366,102246,99.8496
1,4096,10,inf,2.5,1,353,0,0.5143,0.1762,0.3938,0.2648,0.6126,2.0262,20673,10.0942
1,4096,100,inf,2.5,1,354,0,0.4671,0.1721,6.9291,0.2129,1.7976,9.6432,204309,99.7603
1,4096,1000,inf,2.5,1,355,0,0.4717,0.1707,122.441,0.1897,13.2995,136.637,2046842,999.435
1,8192,10,inf,2.5,1,356,0,1.0713,0.3302,1.4401,0.4665,1.1864,4.6192,41236,10.0674
1,8192,100,inf,2.5,1,357,0,1.2392,0.3459,6.637,0.4136,3.8925,12.6498,409360,99.9414
1,8192,1000,inf,2.5,1,358,0,0.9457,0.3367,150.205,0.3728,31.6072,183.588,4094841,999.717
1,16384,10,inf,2.5,1,359,0,1.985,0.7318,1.0059,1.2499,2.4087,7.6238,82031,10.0135
1,16384,100,inf,2.5,1,360,0,1.9011,0.6841,13.7057,0.8436,7.9309,25.3018,819571,100.045
1,16384,1000,inf,2.5,1,361,0,1.914,0.7662,137.126,0.7393,70.9231,211.702,8188148,999.53
1,32768,10,inf,2.5,1,362,0,3.769,1.3918,12.0066,2.4041,4.7087,24.7653,164446,10.037
1,32768,100,inf,2.5,1,363,0,3.8853,1.2996,13.1501,1.7614,16.575,37.1465,1639569,100.071
1,32768,1000,inf,2.5,1,364,0,3.6675,1.3278,322.093,1.7665,161.791,491.124,16384445,1000.03
1,65536,10,inf,2.5,1,365,0,7.8808,2.7354,3.6415,4.8779,9.8945,30.0336,326399,9.96091
1,65536,100,inf,2.5,1,366,0,7.6253,3.0229,19.431,3.578,33.7572,68.4345,3279007,100.067
1,65536,1000,inf,2.5,1,367,0,7.6128,2.6537,465.926,3.3744,202.918,683.456,32765819,999.933
1,131072,10,inf,2.5,1,368,0,14.893,5.4108,17.3547,10.7427,18.8475,69.2049,655266,9.99857
1,131072,100,inf,2.5,1,369,0,14.6296,5.2396,64.7323,9.0375,70.0907,165.678,6553410,99.9971
1,131072,1000,inf,2.5,1,370,0,14.8012,5.2109,736.427,8.4815,420.718,1187.62,65545396,1000.14
1,262144,10,inf,2.5,1,371,0,29.7554,11.2585,11.7745,24.7142,37.1599,118.948,1308202,9.98079
1,262144,100,inf,2.5,1,372,0,29.6288,10.9491,47.6049,21.4521,139.456,252.959,13106318,99.9933
1,262144,1000,inf,2.5,1,373,0,29.4233,10.489,1198.48,18.528,859.167,2120.02,131081148,1000.07
1,524288,10,inf,2.5,1,374,0,59.7222,21.23,29.1349,54.5452,77.3936,249.804,2618323,9.98811
1,524288,100,inf,2.5,1,375,0,59.0126,21.1915,149.919,44.9201,283.561,566.552,26224375,100.038
1,524288,1000,inf,2.5,1,376,0,59.9749,21.4581,2254.88,42.8253,1752.25,4139.3,262144355,1000
1,1048576,10,inf,2.5,1,377,0,119.02,45.4526,63.6391,180.712,156.696,586.461,5244673,10.0034
1,1048576,100,inf,2.5,1,378,0,118.451,63.4041,154.507,117.688,564.202,1038.23,52434738,100.011
1,1048576,1000,inf,2.5,1,379,0,117.648,63.3201,4061.85,99.8757,3563.88,7926.95,524282008,999.989
1,32768,2,inf,2.5,1,380,1,3.8307,1.3988,1.4005,3.616,7.6309,18.4065,32308,1.97192
1,32768,4,inf,2.5,1,381,1,3.7955,1.5884,2.0605,2.6768,5.563,16.1748,65248,3.98242
1,32768,8,inf,2.5,1,382,1,3.8432,2.0708,1.9028,2.1918,4.8662,15.3915,131103,8.00189
1,32768,16,inf,2.5,1,383,1,3.8098,1.672,2.9032,2.2534,5.12,16.3376,262316,16.0105
1,32768,32,inf,2.5,1,384,1,3.7931,1.7103,4.3274,2.035,7.2343,19.6142,524760,32.0288
1,32768,64,inf,2.5,1,385,1,3.8279,1.4642,10.6954,1.9019,11.1416,29.5555,1047498,63.9342
1,32768,128,inf,2.5,1,386,1,3.7695,1.3598,14.0869,1.826,17.7896,39.3391,2098362,128.074
1,32768,256,inf,2.5,1,387,1,3.7106,1.3353,63.8381,1.6375,46.7015,117.691,4194533,256.014
1,32768,512,inf,2.5,1,388,1,3.808,1.4562,125.071,1.5713,84.1443,216.508,8389561,512.058
1,32768,1024,inf,2.5,1,389,1,3.7783,1.3844,334.237,1.4938,156.008,497.377,16772253,1023.7
1,32768,2048,inf,2.5,1,390,1,3.8478,1.4715,877.296,1.4665,301.891,1186.46,33550778,2047.78
1,32768,4096,inf,2.5,1,391,1,3.8466,1.7614,1758.28,1.4469,547.146,2312.97,67105817,4095.81
1,32768,10,inf,2.5,1,392,2,3.8024,1.3899,1.5378,2.5225,4.4122,14.1276,164325,10.0296
1,32768,10,5,2.5,1,393,2,4.2184,1.4562,11.5697,2.4468,87.2353,107.432,163506,9.97961
1,32768,10,4.5,2.5,1,394,2,4.0692,1.332,7.2509,2.2828,91.2732,106.703,163875,10.0021
1,32768,10,4,2.5,1,395,2,3.86,1.6241,10.3489,2.0818,87.2464,105.669,164198,10.0219
1,32768,10,3.5,2.5,1,396,2,3.7895,1.6672,8.2286,2.3866,87.0864,103.663,162954,9.94592
1,32768,10,3,2.5,1,397,2,4.0575,1.3351,7.8934,2.2938,88.6567,104.741,163671,9.98969
1,32768,10,2.5,2.5,1,398,2,3.7114,1.4224,7.3414,2.4645,90.47,105.915,163360,9.9707
1,32768,10,2,2.5,1,399,2,3.718,1.3333,2.8778,2.1639,51.6021,62.1891,164095,10.0156
1,32768,10,inf,2.5,1,400,3,3.929,1.5109,1.9168,2.2112,4.9912,15.0512,163682,9.99036
2,32768,10,inf,2.5,1,401,3,3.9058,2.119,3.4875,2.8934,14.5215,27.4189,164322,10.0294
3,32768,10,inf,2.5,1,402,3,3.8234,2.4037,21.0703,3.1893,60.9071,91.8892,163553,9.98248
4,32768,10,inf,2.5,1,403,3,3.7718,2.8337,110.068,20.4828,388.031,525.727,163982,10.0087
5,32768,10,inf,2.5,1,404,3,3.884,3.3474,445.859,9.9947,1288.49,1752.1,163953,10.0069
1,32768,10,inf,2.5,1,405,4,3.8169,1.3918,1.9989,2.2442,4.8664,14.7743,163527,9.9809
2,32768,10,inf,2.5,1,406,4,3.7718,1.9047,2.2548,2.2948,14.3248,25.0444,163594,9.98499
3,32768,10,inf,2.5,1,407,4,3.6373,2.6041,29.037,3.3387,60.8107,99.9323,164384,10.0332
4,32768,10,inf,2.5,1,408,4,3.6782,3.0892,100.457,6.1074,392.865,506.722,163587,9.98456
5,32768,10,inf,2.5,1,409,4,3.6202,3.16,452.805,7.3299,1298.37,1765.82,163715,9.99237
1,32768,10,inf,2.5,2,410,4,3.7242,1.4237,1.9066,2.0456,2.4103,12.0181,163832,9.99951
2,32768,10,inf,2.5,2,411,4,4.0246,1.9752,6.3443,2.5072,7.8024,23.4323,163373,9.9715
3,32768,10,inf,2.5,2,412,4,3.6606,2.376,28.0672,3.0692,33.6199,71.2822,163462,9.97693
4,32768,10,inf,2.5,2,413,4,3.6758,2.7868,83.5214,6.4831,232.166,329.157,163646,9.98816
5,32768,10,inf,2.5,2,414,4,3.6865,3.2302,450.504,7.143,844.564,1309.69,163803,9.99774
1,32768,10,inf,2.5,3,415,4,4.1582,1.3699,6.5145,1.9433,2.054,16.5101,164226,10.0236
2,32768,10,inf,2.5,3,416,4,4.167,1.9139,2.216,2.2512,5.6933,16.7134,164238,10.0243
3,32768,10,inf,2.5,3,417,4,4.185,2.3787,30.1004,3.0405,24.6446,64.8222,164109,10.0164
4,32768,10,inf,2.5,3,418,4,3.8534,3.3136,92.2254,6.611,184.93,291.475,163735,9.99359
5,32768,10,inf,2.5,3,419,4,3.6976,3.2339,466.551,7.2287,648.328,1129.9,164149,10.0189
1,32768,10,inf,2.5,4,420,4,3.7932,1.3361,1.6413,1.9753,1.3675,10.6013,164585,10.0455
2,32768,10,inf,2.5,4,421,4,3.7622,2.2098,7.131,2.4014,4.0561,20.0677,163675,9.98993
3,32768,10,inf,2.5,4,422,4,4.0084,2.5123,25.7744,3.3144,19.1286,55.2135,163920,10.0049
4,32768,10,inf,2.5,4,423,4,3.7297,2.8174,90.9444,6.1687,129.838,234.033,163562,9.98303
5,32768,10,inf,2.5,4,424,4,3.6707,3.2353,451.943,7.2024,492.499,959.085,163126,9.95642
1,32768,10,inf,2.5,5,425,4,4.0914,1.3329,12.2055,2.6504,1.4937,22.2812,164640,10.0488
2,32768,10,inf,2.5,5,426,4,3.7913,1.9553,2.961,2.2851,4.0816,15.5873,163592,9.98486
3,32768,10,inf,2.5,5,427,4,3.7672,2.407,37.8361,3.0159,16.1744,63.6847,162771,9.93475
4,32768,10,inf,2.5,5,428,4,4.0204,2.8476,108.641,6.7311,114.293,237.121,163413,9.97394
5,32768,10,inf,2.5,5,429,4,3.7552,3.3103,439.484,7.2227,445.802,900.15,162631,9.92621
1,32768,10,inf,2.5,6,430,4,3.7926,1.3676,1.8115,2.1059,1.2397,10.7988,163631,9.98724
2,32768,10,inf,2.5,6,431,4,4.013,1.9418,8.2213,2.5341,3.4755,20.6701,163293,9.96661
3,32768,10,inf,2.5,6,432,4,3.8633,2.4181,42.7464,3.3146,14.4459,67.2799,162809,9.93707
4,32768,10,inf,2.5,6,433,4,3.7597,2.8452,104.871,6.4001,97.9294,216.368,163896,10.0034
5,32768,10,inf,2.5,6,434,4,3.7551,3.3443,499.21,6.9931,393.162,907.04,164022,10.0111
1,32768,10,2,2.5,1,435,5,3.7797,1.376,2.9569,2.2219,51.8168,62.6444,163884,10.0027
2,32768,10,2,2.5,1,436,5,3.6504,1.9691,8.1772,2.3652,160.131,176.758,163013,9.94952
3,32768,10,2,2.5,1,437,5,3.8757,2.3193,29.4298,3.0614,721.562,760.743,163044,9.95142
4,32768,10,2,2.5,1,438,5,3.7078,2.7371,17.2926,6.6435,3934.59,3965.5,163813,9.99835
5,32768,10,2,2.5,1,439,5,3.6091,3.2074,236.921,11.2946,23008.2,23263.8,164303,10.0283
1,32768,10,2,2.5,2,440,5,3.7404,1.4363,3.5056,2.1106,26.5587,37.8588,163663,9.9892
2,32768,10,2,2.5,2,441,5,3.6749,2.1848,4.5852,2.4214,90.6621,104.311,163613,9.98615
3,32768,10,2,2.5,2,442,5,3.6698,2.3504,12.4052,3.0961,433.138,455.165,164153,10.0191
4,32768,10,2,2.5,2,443,5,3.6782,2.8007,23.0293,6.5034,2478.79,2515.36,163286,9.96619
5,32768,10,2,2.5,2,444,5,3.661,3.2922,202.074,7.3108,12305.1,12522,163235,9.96307
1,32768,10,2,2.5,3,445,5,3.8271,1.4618,3.61,2.1982,21.4029,33.018,164021,10.011
2,32768,10,2,2.5,3,446,5,3.8809,1.9371,8.5232,2.4403,71.1351,88.3947,164468,10.0383
3,32768,10,2,2.5,3,447,5,3.9564,2.3615,26.3889,3.3993,328.969,365.581,164003,10.0099
4,32768,10,2,2.5,3,448,5,3.9832,2.7747,22.4422,6.6912,2019.75,2056.2,163736,9.99365
5,32768,10,2,2.5,3,449,5,3.7306,3.296,53.0769,7.2417,9548.71,9616.61,163730,9.99329
1,32768,10,2,2.5,4,450,5,3.8447,1.4651,2.6847,2.3389,15.2037,26.0462,163760,9.99512
2,32768,10,2,2.5,4,451,5,3.9619,1.9019,3.8781,2.5618,49.6993,62.482,164229,10.0237
3,32768,10,2,2.5,4,452,5,3.7138,2.3815,52.5696,4.1048,302.782,366.068,163767,9.99554
4,32768,10,2,2.5,4,453,5,3.7565,2.8522,8.3426,6.5183,1443.67,1465.73,164183,10.0209
5,32768,10,2,2.5,4,454,5,3.6912,3.2422,95.854,7.564,7335.38,7446.34,163177,9.95953
1,32768,10,2,2.5,5,455,5,4.6456,1.5447,4.8742,2.1705,19.1406,32.9053,163601,9.98541
2,32768,10,2,2.5,5,456,5,3.9328,1.9436,4.4217,2.7585,42.4779,56.0469,164074,10.0143
3,32768,10,2,2.5,5,457,5,3.693,2.6777,25.6111,3.1128,208.277,243.895,162918,9.94373
4,32768,10,2,2.5,5,458,5,3.7589,2.8443,25.0826,6.264,1265.58,1304.11,164047,10.0126
5,32768,10,2,2.5,5,459,5,3.7681,3.5808,46.7033,7.238,6851.35,6913.23,164259,10.0256
1,32768,10,2,2.5,6,460,5,4.7383,1.6182,4.1725,2.2441,13.1075,26.6513,164356,10.0315
2,32768,10,2,2.5,6,461,5,3.7732,1.9534,3.745,2.5678,36.8469,49.3835,163273,9.96539
3,32768,10,2,2.5,6,462,5,4.0042,2.406,15.4013,3.1642,191.563,217.312,164019,10.0109
4,32768,10,2,2.5,6,463,5,3.7593,2.8494,30.8943,6.2168,1094.15,1138.46,163843,10.0002
5,32768,10,2,2.5,6,464,5,3.7741,3.3294,78.5652,6.938,5921.71,6014.9,163005,9.94904
1,1024,10,inf,2.5,1,465,0,0.1683,0.0575,0.2189,0.0811,0.172,0.7161,5229,10.2129
1,1024,100,inf,2.5,1,466,0,0.1577,0.0561,2.3616,0.0696,0.5403,3.2027,51412,100.414
1,2048,10,inf,2.5,1,467,0,0.3033,0.1053,0.3562,0.1488,0.3302,1.2735,10375,10.1318
1,2048,100,inf,2.5,1,468,0,0.3047,0.1062,4.0719,0.1387,1.1075,5.7572,102538,100.135
1,4096,10,inf,2.5,1,469,0,0.923,0.1711,0.3678,0.224,0.5644,2.3151,20668,10.0918
1,4096,100,inf,2.5,1,470,0,0.4591,0.1665,4.5384,0.2273,1.8908,7.3879,205014,100.104
1,4096,1000,inf,2.5,1,471,0,0.4629,0.2036,116.867,0.1911,13.1344,130.926,2047760,999.883
1,8192,10,inf,2.5,1,472,0,0.9855,0.3626,0.5444,0.493,1.1623,3.6739,41063,10.0251
1,8192,100,inf,2.5,1,473,0,0.9244,0.3584,11.2446,0.4007,3.9472,17.0106,409831,100.056
1,8192,1000,inf,2.5,1,474,0,0.921,0.3395,121.97,0.3705,31.796,155.86,4097244,1000.3
1,16384,10,inf,2.5,1,475,0,1.8964,0.7124,1.158,0.9688,2.3022,7.2858,82355,10.0531
1,16384,100,inf,2.5,1,476,0,1.8504,0.7087,6.7237,0.8663,8.0269,18.4226,818779,99.9486
1,16384,1000,inf,2.5,1,477,0,1.831,0.6869,197.832,0.7823,74.8183,276.194,8191881,999.985
1,32768,10,inf,2.5,1,478,0,3.7144,1.4609,1.733,2.2238,4.4271,14.3676,162614,9.92517
1,32768,100,inf,2.5,1,479,0,3.7978,1.3073,23.8367,1.8908,17.2183,48.5621,1639879,100.09
1,32768,1000,inf,2.5,1,480,0,4.0176,1.2967,343.676,1.5889,160.891,511.998,16387199,1000.2
1,65536,10,inf,2.5,1,481,0,7.846,2.7395,3.8173,4.9391,9.6655,30.0114,327544,9.99585
1,65536,100,inf,2.5,1,482,0,7.4542,3.021,35.0641,3.8071,34.1732,84.5181,3276449,99.9893
1,65536,1000,inf,2.5,1,483,0,7.6795,2.6499,451.289,3.2599,346.248,812.086,32765716,999.93
1,131072,10,inf,2.5,1,484,0,15.4672,5.3644,7.117,11.3958,18.3741,59.6489,654634,9.98892
1,131072,100,inf,2.5,1,485,0,15.0062,5.5902,62.387,8.8631,70.0456,163.838,6552635,99.9853
1,131072,1000,inf,2.5,1,486,0,14.9395,5.1867,806.268,7.7617,420.133,1256.61,65531655,999.934
