[CSV]host,iter,algo,n,avgDeg,alpha,T,R,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]gluten,1,Embedder,4641588,10,0.6,0,32.0655,21293.6,21690755,9.34626
[CSV]gluten,1,Embedder,10000000,10,0.6,0,33.6363,52643.1,50917327,10.1835
[CSV]gluten,1,Embedder,21544346,10,0.6,0,35.2051,116164,104157284,9.66911
[CSV]gluten,1,Embedder,10000,100,0.6,0,14.0942,297.098,505019,101.004
[CSV]gluten,1,Embedder,10000,100,0.6,0,14.0942,278.611,463792,92.7584
[CSV]gluten,1,Embedder,21544,100,0.6,0,15.8307,720.917,1027741,95.4086
[CSV]gluten,1,Embedder,46415,100,0.6,0,17.531,1815.91,2289278,98.6439
[CSV]gluten,1,Embedder,100000,100,0.6,0,19.2046,4347.35,4739028,94.7806
[CSV]gluten,1,Embedder,215443,100,0.6,0,20.8564,5804.21,10711250,99.4347
[CSV]gluten,1,Embedder,464158,100,0.6,0,22.4907,14353.2,23287005,100.341
[CSV]gluten,1,Embedder,1000000,100,0.6,0,24.1109,33442.2,49801299,99.6026
[CSV]gluten,1,Embedder,2154434,100,0.6,0,25.7189,80318.3,106292902,98.6736
[CSV]gluten,1,Embedder,4641588,100,0.6,0,27.3174,186722,222054011,95.6802
[CSV]gluten,1,Embedder,21544,1000,0.6,0,10.4538,6469.48,9330428,866.174
[CSV]gluten,1,Embedder,46415,1000,0.6,0,12.309,18982,21863745,942.098
[CSV]gluten,1,Embedder,100000,1000,0.6,0,14.0941,27964,47921989,958.44
[CSV]gluten,1,Embedder,215443,1000,0.6,0,15.8305,72096.6,105010916,974.837
[CSV]gluten,1,Embedder,464158,1000,0.6,0,17.5312,182660,231261485,996.477
[CSV]gluten,1,Embedder,10000,10,1,0,15.683,44.9112,49226,9.8452
[CSV]gluten,1,Embedder,10000,10,1,0,15.683,46.4041,51055,10.211
[CSV]gluten,1,Embedder,21544,10,1,0,17.2179,106.174,108751,10.0957
[CSV]gluten,1,Embedder,46415,10,1,0,18.7527,233.232,227967,9.82299
[CSV]gluten,1,Embedder,100000,10,1,0,20.2913,520.247,493268,9.86536
[CSV]gluten,1,Embedder,215443,10,1,0,21.8265,1218.21,1077132,9.99923
[CSV]gluten,1,Embedder,464158,10,1,0,23.3616,2659.69,2317169,9.9844
[CSV]gluten,1,Embedder,1000000,10,1,0,24.8968,5887.24,4985561,9.97112
[CSV]gluten,1,Embedder,2154434,10,1,0,26.4319,8092.33,10758589,9.98739
[CSV]gluten,1,Embedder,4641588,10,1,0,27.9671,18857.2,23166801,9.98227
[CSV]gluten,1,Embedder,10000000,10,1,0,29.5022,44518.7,50075986,10.0152
[CSV]gluten,1,Embedder,21544346,10,1,0,31.0374,102419,107502441,9.97964
[CSV]gluten,1,Embedder,10000,100,1,0,11.0622,614.801,503790,100.758
[CSV]gluten,1,Embedder,10000,100,1,0,11.0622,615.425,492345,98.469
[CSV]gluten,1,Embedder,21544,100,1,0,12.6063,731.994,1062788,98.6621
[CSV]gluten,1,Embedder,46415,100,1,0,14.1455,1709.23,2281516,98.3094
[CSV]gluten,1,Embedder,100000,100,1,0,15.683,3993.99,4974968,99.4994
[CSV]gluten,1,Embedder,215443,100,1,0,17.2191,9296.64,10777521,100.05
[CSV]gluten,1,Embedder,464158,100,1,0,18.7545,20938.4,23251029,100.186
[CSV]gluten,1,Embedder,1000000,100,1,0,20.2899,47224.5,50264089,100.528
[CSV]gluten,1,Embedder,2154434,100,1,0,21.825,109074,107332047,99.6383
[CSV]gluten,1,Embedder,21544,1000,1,0,7.93843,10403.5,10565484,980.828
[CSV]gluten,1,Embedder,46415,1000,1,0,9.50959,25357.6,22695096,977.921
[CSV]gluten,1,Embedder,100000,1000,1,0,11.0624,61062,49854328,997.087
[CSV]gluten,1,Embedder,215443,1000,1,0,12.6062,72856.4,107512010,998.055
[CSV]gluten,1,Embedder,464158,1000,1,0,14.1456,170531,231942371,999.411
[CSV]gluten,1,Embedder,10000,10,0.6,0.5,20.9825,198.397,26396,5.2792
[CSV]gluten,1,Embedder,10000,10,0.6,0.5,20.9825,199.354,29244,5.8488
[CSV]gluten,1,Embedder,21544,10,0.6,0.5,22.5176,405.334,63651,5.90893
[CSV]gluten,1,Embedder,46415,10,0.6,0.5,24.0526,791.776,140479,6.05317
[CSV]gluten,1,Embedder,100000,10,0.6,0.5,25.5877,1587.16,290441,5.80882
[CSV]gluten,1,Embedder,215443,10,0.6,0.5,27.1228,3163.67,683848,6.3483
[CSV]gluten,1,Embedder,464158,10,0.6,0.5,28.6578,6791.39,1562548,6.73283
[CSV]gluten,1,Embedder,1000000,10,0.6,0.5,30.1929,14243.6,3743618,7.48724
[CSV]gluten,1,Embedder,2154434,10,0.6,0.5,31.7279,30230.8,8069110,7.4907
[CSV]gluten,1,Embedder,4641588,10,0.6,0.5,33.263,64988.1,17928983,7.72537
[CSV]gluten,1,Embedder,10000000,10,0.6,0.5,34.7981,202561,35630104,7.12602
