host,iter,algo,n,avgDeg,alpha,PLE,R,T,TimeTotal,GenNumEdge,GenAvgDeg
gluten,3,NkOpt,215443,100,1,3,17.2191,0.0,73.7831,10697678,99.3087
gluten,3,NkOpt,464158,100,1,3,18.7545,0.0,193.214,23117871,99.6121
gluten,3,NkOpt,1000000,100,1,3,20.2899,0.0,385.062,50244035,100.488
gluten,3,NkOpt,2154434,100,1,3,21.825,0.0,807.234,107732372,100.01
gluten,3,NkOpt,4641588,100,1,3,23.36,0.0,1818.06,232220158,100.061
gluten,3,NkOpt,10000000,100,1,3,24.8951,0.0,3966.11,501121114,100.224
gluten,3,NkOpt,21544346,100,1,3,26.4301,0.0,8056.6,1077808735,100.055
gluten,3,NkOpt,46415888,100,1,3,27.9655,0.0,17511.8,2320231436,99.9757
gluten,3,NkOpt,100000000,100,1,3,29.5006,0.0,38297.9,4998995322,99.9799
gluten,3,NkOpt,21544,1000,1,3,7.93843,0.0,62.1297,10609297,984.896
gluten,3,NkOpt,46415,1000,1,3,9.50959,0.0,93.8863,23106088,995.63
gluten,3,NkOpt,100000,1000,1,3,11.0624,0.0,163.204,49450112,989.002
gluten,3,NkOpt,215443,1000,1,3,12.6062,0.0,363.21,107724891,1000.03
gluten,3,NkOpt,464158,1000,1,3,14.1456,0.0,815.215,232734112,1002.82
gluten,3,NkOpt,1000000,1000,1,3,15.6828,0.0,1744.33,501020342,1002.04
gluten,3,NkOpt,2154434,1000,1,3,17.2189,0.0,3629.85,1076004495,998.874
gluten,3,NkOpt,4641588,1000,1,3,18.7545,0.0,8006.87,2321296032,1000.22
gluten,3,NkOpt,10000000,1000,1,3,20.2899,0.0,17217.6,4992715198,998.543
gluten,3,NkOpt,21544346,1000,1,3,21.8251,0.0,36522.2,10794561648,1002.08
gluten,3,NkOpt,46415888,1000,1,3,23.3602,0.0,77455.5,23214483447,1000.28
gluten,3,NkOpt,100000000,1000,1,3,24.8952,0.0,166071,49988233319,999.765
gluten,4,NkOpt,10000,10,0.6,2.2,19.2056,0.0,2.63628,43205,8.641
gluten,4,NkOpt,10000,10,0.6,2.2,19.2056,0.0,3.06874,44364,8.8728
gluten,4,NkOpt,21544,10,0.6,2.2,20.8558,0.0,5.87863,121195,11.2509
gluten,4,NkOpt,46415,10,0.6,2.2,22.4896,0.0,11.2413,215879,9.30212
gluten,4,NkOpt,100000,10,0.6,2.2,24.112,0.0,21.3307,502804,10.0561
gluten,4,NkOpt,215443,10,0.6,2.2,25.7171,0.0,48.2032,1015530,9.42737
gluten,4,NkOpt,464158,10,0.6,2.2,27.3193,0.0,117.137,2212862,9.53495
gluten,4,NkOpt,1000000,10,0.6,2.2,28.9054,0.0,262.759,5150946,10.3019
gluten,4,NkOpt,2154434,10,0.6,2.2,30.488,0.0,536.451,10467444,9.71712
gluten,4,NkOpt,4641588,10,0.6,2.2,32.0655,0.0,1230.56,25163449,10.8426
gluten,4,NkOpt,10000000,10,0.6,2.2,33.6363,0.0,2623.8,47359892,9.47198
gluten,4,NkOpt,21544346,10,0.6,2.2,35.2051,0.0,5339.35,106669564,9.90233
gluten,4,NkOpt,46415888,10,0.6,2.2,36.7676,0.0,11380.3,223678415,9.63801
gluten,4,NkOpt,100000000,10,0.6,2.2,38.3262,0.0,25247.3,506608125,10.1322
gluten,4,NkOpt,10000,100,0.6,2.2,14.0942,0.0,4.27281,528221,105.644
gluten,4,NkOpt,10000,100,0.6,2.2,14.0942,0.0,7.09293,524549,104.91
gluten,4,NkOpt,21544,100,0.6,2.2,15.8307,0.0,12.8218,1045716,97.0772
gluten,4,NkOpt,46415,100,0.6,2.2,17.531,0.0,26.4478,2285897,98.4982
gluten,4,NkOpt,100000,100,0.6,2.2,19.2046,0.0,73.9215,4693430,93.8686
gluten,4,NkOpt,215443,100,0.6,2.2,20.8564,0.0,85.3808,10658581,98.9457
gluten,4,NkOpt,464158,100,0.6,2.2,22.4907,0.0,213.436,22735481,97.9644
gluten,4,NkOpt,1000000,100,0.6,2.2,24.1109,0.0,419.638,48088763,96.1775
gluten,4,NkOpt,2154434,100,0.6,2.2,25.7189,0.0,934.359,108815458,101.015
gluten,4,NkOpt,4641588,100,0.6,2.2,27.3174,0.0,1962.99,229527974,98.9006
gluten,4,NkOpt,10000000,100,0.6,2.2,28.9074,0.0,4359.84,499367177,99.8734
gluten,4,NkOpt,21544346,100,0.6,2.2,30.4901,0.0,8816.99,1054651074,97.9051
gluten,4,NkOpt,46415888,100,0.6,2.2,32.0667,0.0,19282.8,2340157879,100.834
gluten,4,NkOpt,100000000,100,0.6,2.2,33.6378,0.0,42658,4985193844,99.7039
gluten,4,NkOpt,21544,1000,0.6,2.2,10.4538,0.0,58.0975,9603330,891.509
gluten,4,NkOpt,46415,1000,0.6,2.2,12.309,0.0,97.3341,22000530,947.992
gluten,4,NkOpt,100000,1000,0.6,2.2,14.0941,0.0,188.209,48493114,969.862
gluten,4,NkOpt,215443,1000,0.6,2.2,15.8305,0.0,403.903,103882210,964.359
gluten,4,NkOpt,464158,1000,0.6,2.2,17.5312,0.0,906.436,228733583,985.585
gluten,4,NkOpt,1000000,1000,0.6,2.2,19.2046,0.0,1832.06,495036754,990.074
gluten,4,NkOpt,2154434,1000,0.6,2.2,20.8563,0.0,3941.97,1061844773,985.73
gluten,4,NkOpt,4641588,1000,0.6,2.2,22.4907,0.0,8883.54,2289045704,986.32
gluten,4,NkOpt,10000000,1000,0.6,2.2,24.1108,0.0,19247.2,5051274987,1010.25
gluten,4,NkOpt,21544346,1000,0.6,2.2,25.719,0.0,40748.2,10638459068,987.587
gluten,4,NkOpt,46415888,1000,0.6,2.2,27.3174,0.0,86330,23107427053,995.669
gluten,4,NkOpt,100000000,1000,0.6,2.2,28.9073,0.0,190196,49679381941,993.588
gluten,4,NkOpt,10000,10,1,3,15.683,0.0,2.83795,49510,9.902
gluten,4,NkOpt,10000,10,1,3,15.683,0.0,3.11474,49732,9.9464
gluten,4,NkOpt,21544,10,1,3,17.2179,0.0,6.03712,109158,10.1335
gluten,4,NkOpt,46415,10,1,3,18.7527,0.0,10.733,226756,9.77081
gluten,4,NkOpt,100000,10,1,3,20.2913,0.0,22.659,499383,9.98766
gluten,4,NkOpt,215443,10,1,3,21.8265,0.0,41.5294,1056590,9.80853
gluten,4,NkOpt,464158,10,1,3,23.3616,0.0,92.4321,2308220,9.94584
gluten,4,NkOpt,1000000,10,1,3,24.8968,0.0,219.441,5005783,10.0116
gluten,4,NkOpt,2154434,10,1,3,26.4319,0.0,491.821,10726444,9.95755
gluten,4,NkOpt,4641588,10,1,3,27.9671,0.0,1127.99,23222612,10.0063
gluten,4,NkOpt,10000000,10,1,3,29.5022,0.0,2587.84,50039054,10.0078
gluten,4,NkOpt,21544346,10,1,3,31.0374,0.0,5081.03,107577362,9.9866
gluten,4,NkOpt,46415888,10,1,3,32.5725,0.0,10736.7,232103754,10.001
gluten,4,NkOpt,100000000,10,1,3,34.1046,0.0,24648.9,500632878,10.0127
gluten,4,NkOpt,10000,100,1,3,11.0622,0.0,3.7032,504776,100.955
gluten,4,NkOpt,10000,100,1,3,11.0622,0.0,6.24063,492969,98.5938
gluten,4,NkOpt,21544,100,1,3,12.6063,0.0,12.6089,1092241,101.396
gluten,4,NkOpt,46415,100,1,3,14.1455,0.0,21.9495,2312076,99.6262
gluten,4,NkOpt,100000,100,1,3,15.683,0.0,43.9645,4953089,99.0618
gluten,4,NkOpt,215443,100,1,3,17.2191,0.0,79.7169,10876743,100.971
gluten,4,NkOpt,464158,100,1,3,18.7545,0.0,193.227,22948113,98.8806
gluten,4,NkOpt,1000000,100,1,3,20.2899,0.0,377.947,50124156,100.248
gluten,4,NkOpt,2154434,100,1,3,21.825,0.0,788.526,107609790,99.8961
gluten,4,NkOpt,4641588,100,1,3,23.36,0.0,1792.03,231577450,99.7837
gluten,4,NkOpt,10000000,100,1,3,24.8951,0.0,3952.42,500485118,100.097
gluten,4,NkOpt,21544346,100,1,3,26.4301,0.0,8092.61,1077291778,100.007
gluten,4,NkOpt,46415888,100,1,3,27.9655,0.0,17512.9,2321647913,100.037
gluten,4,NkOpt,100000000,100,1,3,29.5006,0.0,38385.8,4997228409,99.9446
gluten,4,NkOpt,21544,1000,1,3,7.93843,0.0,53.9651,10721517,995.313
gluten,4,NkOpt,46415,1000,1,3,9.50959,0.0,93.1768,23095503,995.174
gluten,4,NkOpt,100000,1000,1,3,11.0624,0.0,166.543,50437744,1008.75
gluten,4,NkOpt,215443,1000,1,3,12.6062,0.0,399.007,107011753,993.411
gluten,4,NkOpt,464158,1000,1,3,14.1456,0.0,856.153,232093905,1000.06
gluten,4,NkOpt,1000000,1000,1,3,15.6828,0.0,1738.88,497094889,994.19
gluten,4,NkOpt,2154434,1000,1,3,17.2189,0.0,3716.01,1075074937,998.011
gluten,4,NkOpt,4641588,1000,1,3,18.7545,0.0,8033.28,2329995810,1003.96
gluten,4,NkOpt,10000000,1000,1,3,20.2899,0.0,17228.3,4999800842,999.96
gluten,4,NkOpt,21544346,1000,1,3,21.8251,0.0,36470.1,10759333657,998.808
gluten,4,NkOpt,46415888,1000,1,3,23.3602,0.0,77013.3,23197756843,999.561
gluten,4,NkOpt,100000000,1000,1,3,24.8952,0.0,166257,49985477250,999.71
