[CSV]host,iter,algo,n,avgDeg,alpha,T,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]compute5,2,HyperGen,2154434,100,1,0.0,2392.73,108128119,100.377
[CSV]compute5,2,HyperGen,4641588,100,1,0.0,5108.64,232979369,100.388
[CSV]compute5,2,HyperGen,10000000,100,1,0.0,11051.8,501568229,100.314
[CSV]compute5,2,HyperGen,21544346,100,1,0.0,24296,1078096690,100.082
[CSV]compute5,2,HyperGen,46415888,100,1,0.0,52889.6,2318099502,99.8839
[CSV]compute5,2,HyperGen,100000000,100,1,0.0,111410,4994771630,99.8954
[CSV]compute5,2,HyperGen,21544,1000,1,0.0,91.6572,11312085,1050.14
[CSV]compute5,2,HyperGen,46415,1000,1,0.0,193.213,24432973,1052.81
[CSV]compute5,2,HyperGen,100000,1000,1,0.0,400.963,51219509,1024.39
[CSV]compute5,2,HyperGen,215443,1000,1,0.0,864.808,110818798,1028.75
[CSV]compute5,2,HyperGen,464158,1000,1,0.0,1844.95,238234039,1026.52
[CSV]compute5,2,HyperGen,1000000,1000,1,0.0,3944.17,509908236,1019.82
[CSV]compute5,2,HyperGen,2154434,1000,1,0.0,8433.44,1085817456,1007.98
[CSV]compute5,2,HyperGen,4641588,1000,1,0.0,18197.6,2338016476,1007.42
[CSV]compute5,2,HyperGen,10000000,1000,1,0.0,39239.5,5020077522,1004.02
[CSV]compute5,2,HyperGen,21544346,1000,1,0.0,84215.2,10804426053,1002.99
[CSV]compute5,2,HyperGen,46415888,1000,1,0.0,181004,23255609562,1002.05
[CSV]compute5,3,HyperGen,10000,10,0.6,0.0,8.09216,61807,12.3614
[CSV]compute5,3,HyperGen,10000,10,0.6,0.0,8.01069,48271,9.6542
[CSV]compute5,3,HyperGen,21544,10,0.6,0.0,17.1866,119642,11.1068
[CSV]compute5,3,HyperGen,46415,10,0.6,0.0,34.865,220507,9.50154
[CSV]compute5,3,HyperGen,100000,10,0.6,0.0,76.4085,548074,10.9615
[CSV]compute5,3,HyperGen,215443,10,0.6,0.0,176.985,1056545,9.80812
[CSV]compute5,3,HyperGen,464158,10,0.6,0.0,385.507,2483212,10.6999
[CSV]compute5,3,HyperGen,1000000,10,0.6,0.0,830.123,4748021,9.49604
[CSV]compute5,3,HyperGen,2154434,10,0.6,0.0,1634.85,11040866,10.2494
[CSV]compute5,3,HyperGen,4641588,10,0.6,0.0,3417.61,22922053,9.87682
[CSV]compute5,3,HyperGen,10000000,10,0.6,0.0,8107.85,49902107,9.98042
[CSV]compute5,3,HyperGen,21544346,10,0.6,0.0,17288.3,106298435,9.86787
[CSV]compute5,3,HyperGen,46415888,10,0.6,0.0,36375,220338141,9.49408
[CSV]compute5,3,HyperGen,100000000,10,0.6,0.0,69204.4,527206083,10.5441
[CSV]compute5,3,HyperGen,10000,100,0.6,0.0,13.5439,491333,98.2666
[CSV]compute5,3,HyperGen,10000,100,0.6,0.0,13.578,473632,94.7264
[CSV]compute5,3,HyperGen,21544,100,0.6,0.0,30.2396,1170390,108.651
[CSV]compute5,3,HyperGen,46415,100,0.6,0.0,61.5662,2411456,103.908
[CSV]compute5,3,HyperGen,100000,100,0.6,0.0,124.276,5225565,104.511
[CSV]compute5,3,HyperGen,215443,100,0.6,0.0,265.653,11190490,103.884
[CSV]compute5,3,HyperGen,464158,100,0.6,0.0,570.964,24085965,103.783
[CSV]compute5,3,HyperGen,1000000,100,0.6,0.0,1228.22,52743528,105.487
[CSV]compute5,3,HyperGen,2154434,100,0.6,0.0,2858.54,111728159,103.719
[CSV]compute5,3,HyperGen,4641588,100,0.6,0.0,6155.74,237671968,102.41
[CSV]compute5,3,HyperGen,10000000,100,0.6,0.0,13242.4,489326352,97.8653
[CSV]compute5,3,HyperGen,21544346,100,0.6,0.0,25951,1103360615,102.427
[CSV]compute5,3,HyperGen,46415888,100,0.6,0.0,56333.5,2408018998,103.758
[CSV]compute5,3,HyperGen,100000000,100,0.6,0.0,131439,5080729660,101.615
[CSV]compute5,3,HyperGen,21544,1000,0.6,0.0,85.0307,10485660,973.418
[CSV]compute5,3,HyperGen,46415,1000,0.6,0.0,182.14,22828618,983.674
[CSV]compute5,3,HyperGen,100000,1000,0.6,0.0,405.571,52828943,1056.58
[CSV]compute5,3,HyperGen,215443,1000,0.6,0.0,910.034,110230010,1023.29
[CSV]compute5,3,HyperGen,464158,1000,0.6,0.0,1973.43,243326695,1048.46
[CSV]compute5,3,HyperGen,1000000,1000,0.6,0.0,3943.18,517164207,1034.33
[CSV]compute5,3,HyperGen,2154434,1000,0.6,0.0,8463.71,1117574682,1037.46
[CSV]compute5,3,HyperGen,4641588,1000,0.6,0.0,18427.7,2443627970,1052.93
[CSV]compute5,3,HyperGen,10000000,1000,0.6,0.0,38490.7,5016604621,1003.32
[CSV]compute5,3,HyperGen,21544346,1000,0.6,0.0,91329,11099874004,1030.42
[CSV]compute5,3,HyperGen,46415888,1000,0.6,0.0,197336,23911348918,1030.31
[CSV]compute5,3,HyperGen,10000,10,1,0.0,7.53443,48313,9.6626
[CSV]compute5,3,HyperGen,10000,10,1,0.0,7.69805,52305,10.461
[CSV]compute5,3,HyperGen,21544,10,1,0.0,16.1773,110401,10.2489
[CSV]compute5,3,HyperGen,46415,10,1,0.0,32.8693,234270,10.0946
[CSV]compute5,3,HyperGen,100000,10,1,0.0,69.6425,501689,10.0338
[CSV]compute5,3,HyperGen,215443,10,1,0.0,146.396,1097286,10.1863
[CSV]compute5,3,HyperGen,464158,10,1,0.0,319.55,2320598,9.99917
[CSV]compute5,3,HyperGen,1000000,10,1,0.0,706.856,5016411,10.0328
[CSV]compute5,3,HyperGen,2154434,10,1,0.0,1599.58,10748762,9.97827
[CSV]compute5,3,HyperGen,4641588,10,1,0.0,3261.41,23189636,9.99211
[CSV]compute5,3,HyperGen,10000000,10,1,0.0,6649.07,49926334,9.98527
[CSV]compute5,3,HyperGen,21544346,10,1,0.0,15208.3,107021067,9.93496
[CSV]compute5,3,HyperGen,46415888,10,1,0.0,32623.8,224351389,9.66701
[CSV]compute5,3,HyperGen,100000000,10,1,0.0,68779.1,458566401,9.17133
[CSV]compute5,3,HyperGen,10000,100,1,0.0,12.5583,520746,104.149
[CSV]compute5,3,HyperGen,10000,100,1,0.0,12.7103,522478,104.496
[CSV]compute5,3,HyperGen,21544,100,1,0.0,25.313,1096589,101.8
[CSV]compute5,3,HyperGen,46415,100,1,0.0,53.3919,2330560,100.423
[CSV]compute5,3,HyperGen,100000,100,1,0.0,114.517,5051319,101.026
[CSV]compute5,3,HyperGen,215443,100,1,0.0,246.176,10926516,101.433
[CSV]compute5,3,HyperGen,464158,100,1,0.0,523.499,23179200,99.8763
[CSV]compute5,3,HyperGen,1000000,100,1,0.0,1127.96,50549212,101.098
[CSV]compute5,3,HyperGen,2154434,100,1,0.0,2403.15,107829118,100.1
[CSV]compute5,3,HyperGen,4641588,100,1,0.0,5090.56,232727872,100.279
[CSV]compute5,3,HyperGen,10000000,100,1,0.0,11111.7,500843809,100.169
[CSV]compute5,3,HyperGen,21544346,100,1,0.0,24743.1,1079430916,100.205
[CSV]compute5,3,HyperGen,46415888,100,1,0.0,52483,2326817632,100.26
[CSV]compute5,3,HyperGen,100000000,100,1,0.0,112099,4992907971,99.8582
[CSV]compute5,3,HyperGen,21544,1000,1,0.0,90.3208,11366058,1055.15
[CSV]compute5,3,HyperGen,46415,1000,1,0.0,190.905,24154459,1040.8
[CSV]compute5,3,HyperGen,100000,1000,1,0.0,405.411,51848705,1036.97
[CSV]compute5,3,HyperGen,215443,1000,1,0.0,861.795,110450271,1025.33
[CSV]compute5,3,HyperGen,464158,1000,1,0.0,1841.03,236950969,1020.99
[CSV]compute5,3,HyperGen,1000000,1000,1,0.0,3941.71,507209282,1014.42
[CSV]compute5,3,HyperGen,2154434,1000,1,0.0,8477.36,1090094444,1011.95
[CSV]compute5,3,HyperGen,4641588,1000,1,0.0,18151,2337549956,1007.22
[CSV]compute5,3,HyperGen,10000000,1000,1,0.0,39201.3,5037297521,1007.46
[CSV]compute5,3,HyperGen,21544346,1000,1,0.0,84608.8,10823961492,1004.81
[CSV]compute5,3,HyperGen,46415888,1000,1,0.0,181537,23258056882,1002.16
[CSV]compute5,4,HyperGen,10000,10,0.6,0.0,8.05923,48991,9.7982
[CSV]compute5,4,HyperGen,10000,10,0.6,0.0,8.15278,58479,11.6958
[CSV]compute5,4,HyperGen,21544,10,0.6,0.0,17.4323,125599,11.6598
[CSV]compute5,4,HyperGen,46415,10,0.6,0.0,36.0098,253341,10.9163
[CSV]compute5,4,HyperGen,100000,10,0.6,0.0,76.3872,502880,10.0576
[CSV]compute5,4,HyperGen,215443,10,0.6,0.0,179.282,1311797,12.1777
[CSV]compute5,4,HyperGen,464158,10,0.6,0.0,383.528,2734199,11.7813
[CSV]compute5,4,HyperGen,1000000,10,0.6,0.0,828.221,5385124,10.7702
