host,algo,iter,T,PLE,n,deg,time,edges,samplingTime,preprocessTime,totalTime
compute5,nkbin,2,0.5,2.2,46415888,10,0,204537986,14631,6364,333848
compute5,nkbin,2,0.5,2.2,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,2154,100,0,42364,0,0,29
compute5,nkbin,2,0.5,2.2,4641,100,0,102169,0,0,69
compute5,nkbin,2,0.5,2.2,10000,100,0,258665,1,0,174
compute5,nkbin,2,0.5,2.2,21544,100,0,607793,3,2,387
compute5,nkbin,2,0.5,2.2,46415,100,0,1274702,7,4,823
compute5,nkbin,2,0.5,2.2,100000,100,0,3120245,17,10,1941
compute5,nkbin,2,0.5,2.2,215443,100,0,7031131,38,23,4501
compute5,nkbin,2,0.5,2.2,464158,100,0,16260178,88,56,10496
compute5,nkbin,2,0.5,2.2,1000000,100,0,35913389,204,113,22040
compute5,nkbin,2,0.5,2.2,2154434,100,0,81225787,481,262,50094
compute5,nkbin,2,0.5,2.2,4641588,100,0,183149426,1161,576,115360
compute5,nkbin,2,0.5,2.2,10000000,100,0,407795109,3146,1331,262891
compute5,nkbin,2,0.5,2.2,21544346,100,0,898232437,6570,2887,547355
compute5,nkbin,2,0.5,2.2,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,4641,1000,0,688987,0,0,305
compute5,nkbin,2,0.5,2.2,10000,1000,0,1688099,1,0,778
compute5,nkbin,2,0.5,2.2,21544,1000,0,4488988,3,2,2043
compute5,nkbin,2,0.5,2.2,46415,1000,0,10854522,7,4,4892
compute5,nkbin,2,0.5,2.2,100000,1000,0,25164347,17,10,11415
compute5,nkbin,2,0.5,2.2,215443,1000,0,61519715,38,23,27732
compute5,nkbin,2,0.5,2.2,464158,1000,0,139972064,89,54,63682
compute5,nkbin,2,0.5,2.2,1000000,1000,0,328941311,206,133,142863
compute5,nkbin,2,0.5,2.2,2154434,1000,0,717668367,475,292,311531
compute5,nkbin,2,0.5,2.2,4641588,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,2.2,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,2154,10,0,10933,0,0,12
compute5,nkbin,2,0.5,3.0,4641,10,0,24533,0,0,29
compute5,nkbin,2,0.5,3.0,10000,10,0,49892,1,0,67
compute5,nkbin,2,0.5,3.0,21544,10,0,108804,3,1,135
compute5,nkbin,2,0.5,3.0,46415,10,0,231966,7,4,284
compute5,nkbin,2,0.5,3.0,100000,10,0,513600,16,10,646
compute5,nkbin,2,0.5,3.0,215443,10,0,1087874,36,21,1530
compute5,nkbin,2,0.5,3.0,464158,10,0,2331191,84,47,3643
compute5,nkbin,2,0.5,3.0,1000000,10,0,4969565,195,106,6707
compute5,nkbin,2,0.5,3.0,2154434,10,0,10729639,457,255,15132
compute5,nkbin,2,0.5,3.0,4641588,10,0,23180673,1114,575,35475
compute5,nkbin,2,0.5,3.0,10000000,10,0,50051020,2674,1228,85063
compute5,nkbin,2,0.5,3.0,21544346,10,0,107560670,6379,2656,156016
compute5,nkbin,2,0.5,3.0,46415888,10,0,231900423,14686,6054,348421
compute5,nkbin,2,0.5,3.0,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,2154,100,0,100186,0,0,54
compute5,nkbin,2,0.5,3.0,4641,100,0,224989,0,0,126
compute5,nkbin,2,0.5,3.0,10000,100,0,511067,1,0,304
compute5,nkbin,2,0.5,3.0,21544,100,0,1069338,3,1,651
compute5,nkbin,2,0.5,3.0,46415,100,0,2306450,7,4,1372
compute5,nkbin,2,0.5,3.0,100000,100,0,5007058,17,10,2957
compute5,nkbin,2,0.5,3.0,215443,100,0,10843712,38,24,6637
compute5,nkbin,2,0.5,3.0,464158,100,0,23149759,89,58,15053
compute5,nkbin,2,0.5,3.0,1000000,100,0,50056317,198,124,29641
compute5,nkbin,2,0.5,3.0,2154434,100,0,107472487,462,276,62745
compute5,nkbin,2,0.5,3.0,4641588,100,0,231777397,1106,595,139864
compute5,nkbin,2,0.5,3.0,10000000,100,0,500546658,2681,1251,322543
compute5,nkbin,2,0.5,3.0,21544346,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,4641,1000,0,1803485,0,0,713
compute5,nkbin,2,0.5,3.0,10000,1000,0,4297222,1,0,1777
compute5,nkbin,2,0.5,3.0,21544,1000,0,10058460,3,2,4349
compute5,nkbin,2,0.5,3.0,46415,1000,0,22644613,7,4,9773
compute5,nkbin,2,0.5,3.0,100000,1000,0,49399376,17,10,21540
compute5,nkbin,2,0.5,3.0,215443,1000,0,105592728,38,22,47527
compute5,nkbin,2,0.5,3.0,464158,1000,0,231454302,89,57,109228
compute5,nkbin,2,0.5,3.0,1000000,1000,0,499545305,206,129,228750
compute5,nkbin,2,0.5,3.0,2154434,1000,0,1073866110,483,289,478638
compute5,nkbin,2,0.5,3.0,4641588,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.5,3.0,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,2154,10,0,3577,0,0,7
compute5,nkbin,2,0.9,2.2,4641,10,0,6862,0,0,18
compute5,nkbin,2,0.9,2.2,10000,10,0,16650,1,0,45
compute5,nkbin,2,0.9,2.2,21544,10,0,41563,3,1,91
compute5,nkbin,2,0.9,2.2,46415,10,0,93830,7,3,216
compute5,nkbin,2,0.9,2.2,100000,10,0,239348,17,8,535
compute5,nkbin,2,0.9,2.2,215443,10,0,513041,38,19,1310
compute5,nkbin,2,0.9,2.2,464158,10,0,1219221,88,47,3211
compute5,nkbin,2,0.9,2.2,1000000,10,0,2732746,204,111,6358
compute5,nkbin,2,0.9,2.2,2154434,10,0,7198726,470,263,15722
compute5,nkbin,2,0.9,2.2,4641588,10,0,13351417,1124,589,37220
compute5,nkbin,2,0.9,2.2,10000000,10,0,31575096,2673,1268,91420
compute5,nkbin,2,0.9,2.2,21544346,10,0,70291549,6336,2780,175094
compute5,nkbin,2,0.9,2.2,46415888,10,0,156468811,14618,6337,411268
compute5,nkbin,2,0.9,2.2,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,2154,100,0,20752,0,0,19
compute5,nkbin,2,0.9,2.2,4641,100,0,52545,0,0,48
compute5,nkbin,2,0.9,2.2,10000,100,0,125000,1,0,118
compute5,nkbin,2,0.9,2.2,21544,100,0,336987,3,1,278
compute5,nkbin,2,0.9,2.2,46415,100,0,789832,7,4,651
compute5,nkbin,2,0.9,2.2,100000,100,0,1967248,17,11,1597
compute5,nkbin,2,0.9,2.2,215443,100,0,4243840,38,23,3784
compute5,nkbin,2,0.9,2.2,464158,100,0,9712337,92,53,9127
compute5,nkbin,2,0.9,2.2,1000000,100,0,22294704,212,115,19573
compute5,nkbin,2,0.9,2.2,2154434,100,0,52430106,506,259,46819
compute5,nkbin,2,0.9,2.2,4641588,100,0,117570179,1180,571,111214
compute5,nkbin,2,0.9,2.2,10000000,100,0,270285222,2810,1318,266096
compute5,nkbin,2,0.9,2.2,21544346,100,0,617981912,6477,2876,566744
compute5,nkbin,2,0.9,2.2,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,4641,1000,0,296807,0,0,169
compute5,nkbin,2,0.9,2.2,10000,1000,0,799386,1,0,458
compute5,nkbin,2,0.9,2.2,21544,1000,0,2125504,3,2,1160
compute5,nkbin,2,0.9,2.2,46415,1000,0,5053044,7,4,2724
compute5,nkbin,2,0.9,2.2,100000,1000,0,12663772,17,10,6732
compute5,nkbin,2,0.9,2.2,215443,1000,0,31906445,38,23,17244
compute5,nkbin,2,0.9,2.2,464158,1000,0,74038790,89,51,41922
compute5,nkbin,2,0.9,2.2,1000000,1000,0,179586996,205,118,100412
compute5,nkbin,2,0.9,2.2,2154434,1000,0,417904357,478,264,238466
compute5,nkbin,2,0.9,2.2,4641588,1000,0,981377239,1171,581,576045
compute5,nkbin,2,0.9,2.2,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,2.2,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,2154,10,0,6103,0,0,10
compute5,nkbin,2,0.9,3.0,4641,10,0,13579,0,0,23
compute5,nkbin,2,0.9,3.0,10000,10,0,31391,1,0,61
compute5,nkbin,2,0.9,3.0,21544,10,0,72065,3,1,125
compute5,nkbin,2,0.9,3.0,46415,10,0,158789,7,3,275
compute5,nkbin,2,0.9,3.0,100000,10,0,353183,16,8,647
compute5,nkbin,2,0.9,3.0,215443,10,0,785820,36,19,1608
compute5,nkbin,2,0.9,3.0,464158,10,0,1746896,84,44,4089
compute5,nkbin,2,0.9,3.0,1000000,10,0,3899088,194,104,7702
compute5,nkbin,2,0.9,3.0,2154434,10,0,8530264,458,251,17978
compute5,nkbin,2,0.9,3.0,4641588,10,0,18770193,1108,573,43795
compute5,nkbin,2,0.9,3.0,10000000,10,0,41329587,2664,1214,109249
compute5,nkbin,2,0.9,3.0,21544346,10,0,90539092,6342,2579,204407
compute5,nkbin,2,0.9,3.0,46415888,10,0,198058005,14651,6000,463993
compute5,nkbin,2,0.9,3.0,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,2154,100,0,44785,0,0,32
compute5,nkbin,2,0.9,3.0,4641,100,0,111121,0,0,80
compute5,nkbin,2,0.9,3.0,10000,100,0,255527,1,0,198
compute5,nkbin,2,0.9,3.0,21544,100,0,582727,3,1,448
compute5,nkbin,2,0.9,3.0,46415,100,0,1345414,7,4,976
compute5,nkbin,2,0.9,3.0,100000,100,0,3104535,17,11,2251
compute5,nkbin,2,0.9,3.0,215443,100,0,7039767,38,26,5470
compute5,nkbin,2,0.9,3.0,464158,100,0,15896540,86,52,13713
compute5,nkbin,2,0.9,3.0,1000000,100,0,35461863,204,107,28244
compute5,nkbin,2,0.9,3.0,2154434,100,0,78781394,484,257,63132
compute5,nkbin,2,0.9,3.0,4641588,100,0,174920406,1107,574,148460
compute5,nkbin,2,0.9,3.0,10000000,100,0,387662311,2665,1227,362640
compute5,nkbin,2,0.9,3.0,21544346,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,4641,1000,0,762107,0,0,373
compute5,nkbin,2,0.9,3.0,10000,1000,0,1901133,1,0,979
compute5,nkbin,2,0.9,3.0,21544,1000,0,4586037,3,1,2466
compute5,nkbin,2,0.9,3.0,46415,1000,0,10991079,7,4,5685
compute5,nkbin,2,0.9,3.0,100000,1000,0,25674748,17,10,13137
compute5,nkbin,2,0.9,3.0,215443,1000,0,59851883,39,22,31500
compute5,nkbin,2,0.9,3.0,464158,1000,0,137753613,90,54,78802
compute5,nkbin,2,0.9,3.0,1000000,1000,0,311680850,205,127,173437
compute5,nkbin,2,0.9,3.0,2154434,1000,0,705037887,461,294,389825
compute5,nkbin,2,0.9,3.0,4641588,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,2,0.9,3.0,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,2154,10,0,7130,0,0,9
compute5,nkbin,3,0.5,2.2,4641,10,0,18321,0,0,23
compute5,nkbin,3,0.5,2.2,10000,10,0,28379,1,0,48
compute5,nkbin,3,0.5,2.2,21544,10,0,79816,3,1,103
compute5,nkbin,3,0.5,2.2,46415,10,0,186358,7,3,233
compute5,nkbin,3,0.5,2.2,100000,10,0,386730,17,9,537
compute5,nkbin,3,0.5,2.2,215443,10,0,786518,38,21,1260
compute5,nkbin,3,0.5,2.2,464158,10,0,1878385,89,52,3057
compute5,nkbin,3,0.5,2.2,1000000,10,0,3799102,207,113,5750
compute5,nkbin,3,0.5,2.2,2154434,10,0,9123122,485,256,13630
compute5,nkbin,3,0.5,2.2,4641588,10,0,20786770,1169,587,32317
compute5,nkbin,3,0.5,2.2,10000000,10,0,42578655,2719,1281,73930
compute5,nkbin,3,0.5,2.2,21544346,10,0,100896297,6370,2811,144138
compute5,nkbin,3,0.5,2.2,46415888,10,0,204020724,14722,6384,330633
compute5,nkbin,3,0.5,2.2,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,2154,100,0,47861,0,0,30
compute5,nkbin,3,0.5,2.2,4641,100,0,115683,0,0,75
compute5,nkbin,3,0.5,2.2,10000,100,0,272077,1,0,176
compute5,nkbin,3,0.5,2.2,21544,100,0,642059,3,1,400
compute5,nkbin,3,0.5,2.2,46415,100,0,1338197,7,4,843
compute5,nkbin,3,0.5,2.2,100000,100,0,3153422,17,10,1948
compute5,nkbin,3,0.5,2.2,215443,100,0,7543226,38,22,4668
compute5,nkbin,3,0.5,2.2,464158,100,0,16949434,89,56,10767
compute5,nkbin,3,0.5,2.2,1000000,100,0,36732533,206,113,22341
compute5,nkbin,3,0.5,2.2,2154434,100,0,80552461,478,262,49888
compute5,nkbin,3,0.5,2.2,4641588,100,0,185338442,1162,576,115728
compute5,nkbin,3,0.5,2.2,10000000,100,0,395819764,2794,1313,258657
compute5,nkbin,3,0.5,2.2,21544346,100,0,894320596,6553,2886,546218
compute5,nkbin,3,0.5,2.2,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,4641,1000,0,693234,0,0,309
compute5,nkbin,3,0.5,2.2,10000,1000,0,1758525,1,0,802
compute5,nkbin,3,0.5,2.2,21544,1000,0,4170734,3,2,1927
compute5,nkbin,3,0.5,2.2,46415,1000,0,10687901,7,4,4847
compute5,nkbin,3,0.5,2.2,100000,1000,0,24059728,17,10,11034
compute5,nkbin,3,0.5,2.2,215443,1000,0,59873064,38,23,27246
compute5,nkbin,3,0.5,2.2,464158,1000,0,137226346,88,54,62627
compute5,nkbin,3,0.5,2.2,1000000,1000,0,317705030,205,132,139072
compute5,nkbin,3,0.5,2.2,2154434,1000,0,732472826,476,292,315464
compute5,nkbin,3,0.5,2.2,4641588,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,2.2,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,2154,10,0,11026,0,0,12
compute5,nkbin,3,0.5,3.0,4641,10,0,24613,0,0,29
compute5,nkbin,3,0.5,3.0,10000,10,0,53526,1,0,69
compute5,nkbin,3,0.5,3.0,21544,10,0,113694,3,1,137
compute5,nkbin,3,0.5,3.0,46415,10,0,232557,7,4,284
compute5,nkbin,3,0.5,3.0,100000,10,0,506067,16,10,641
compute5,nkbin,3,0.5,3.0,215443,10,0,1072201,36,21,1512
compute5,nkbin,3,0.5,3.0,464158,10,0,2307402,83,47,3631
compute5,nkbin,3,0.5,3.0,1000000,10,0,5001240,195,106,6736
compute5,nkbin,3,0.5,3.0,2154434,10,0,10780125,455,255,15153
compute5,nkbin,3,0.5,3.0,4641588,10,0,23208511,1110,576,35496
compute5,nkbin,3,0.5,3.0,10000000,10,0,50079416,2673,1227,84993
compute5,nkbin,3,0.5,3.0,21544346,10,0,107696683,6314,2654,156076
compute5,nkbin,3,0.5,3.0,46415888,10,0,232143319,14650,6056,348551
compute5,nkbin,3,0.5,3.0,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,2154,100,0,105219,0,0,56
compute5,nkbin,3,0.5,3.0,4641,100,0,217498,0,0,124
compute5,nkbin,3,0.5,3.0,10000,100,0,500133,1,0,301
compute5,nkbin,3,0.5,3.0,21544,100,0,1079724,3,1,657
compute5,nkbin,3,0.5,3.0,46415,100,0,2321611,7,4,1377
compute5,nkbin,3,0.5,3.0,100000,100,0,4941731,17,10,2935
compute5,nkbin,3,0.5,3.0,215443,100,0,10727112,39,23,6587
compute5,nkbin,3,0.5,3.0,464158,100,0,23105960,88,58,15023
compute5,nkbin,3,0.5,3.0,1000000,100,0,49682239,199,124,29488
compute5,nkbin,3,0.5,3.0,2154434,100,0,107919662,461,276,62954
compute5,nkbin,3,0.5,3.0,4641588,100,0,231906479,1122,597,139870
compute5,nkbin,3,0.5,3.0,10000000,100,0,500361646,2681,1250,322472
compute5,nkbin,3,0.5,3.0,21544346,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,4641,1000,0,1804965,0,0,713
compute5,nkbin,3,0.5,3.0,10000,1000,0,4456994,1,0,1833
compute5,nkbin,3,0.5,3.0,21544,1000,0,9762398,3,2,4245
compute5,nkbin,3,0.5,3.0,46415,1000,0,22277023,7,4,9644
compute5,nkbin,3,0.5,3.0,100000,1000,0,49097016,17,10,21413
compute5,nkbin,3,0.5,3.0,215443,1000,0,107461449,38,22,48164
compute5,nkbin,3,0.5,3.0,464158,1000,0,232418086,89,56,109538
compute5,nkbin,3,0.5,3.0,1000000,1000,0,499746245,205,129,228739
compute5,nkbin,3,0.5,3.0,2154434,1000,0,1080286468,480,289,481146
compute5,nkbin,3,0.5,3.0,4641588,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.5,3.0,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,2154,10,0,3960,0,0,8
compute5,nkbin,3,0.9,2.2,4641,10,0,7287,0,0,18
compute5,nkbin,3,0.9,2.2,10000,10,0,17561,1,0,46
compute5,nkbin,3,0.9,2.2,21544,10,0,37558,3,1,90
compute5,nkbin,3,0.9,2.2,46415,10,0,93162,7,3,215
compute5,nkbin,3,0.9,2.2,100000,10,0,221009,17,8,528
compute5,nkbin,3,0.9,2.2,215443,10,0,474638,38,19,1300
compute5,nkbin,3,0.9,2.2,464158,10,0,1184925,88,47,3225
compute5,nkbin,3,0.9,2.2,1000000,10,0,2747112,204,111,6383
compute5,nkbin,3,0.9,2.2,2154434,10,0,6034352,467,263,15328
compute5,nkbin,3,0.9,2.2,4641588,10,0,14087116,1122,588,37546
compute5,nkbin,3,0.9,2.2,10000000,10,0,30037081,2685,1269,90685
compute5,nkbin,3,0.9,2.2,21544346,10,0,68543410,6344,2778,173905
compute5,nkbin,3,0.9,2.2,46415888,10,0,154260220,14633,6330,410505
compute5,nkbin,3,0.9,2.2,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,2154,100,0,20244,0,0,18
compute5,nkbin,3,0.9,2.2,4641,100,0,50756,0,0,46
compute5,nkbin,3,0.9,2.2,10000,100,0,137703,1,0,122
compute5,nkbin,3,0.9,2.2,21544,100,0,294220,3,1,260
compute5,nkbin,3,0.9,2.2,46415,100,0,752575,7,4,633
compute5,nkbin,3,0.9,2.2,100000,100,0,1773053,17,11,1518
compute5,nkbin,3,0.9,2.2,215443,100,0,4105810,38,23,3701
compute5,nkbin,3,0.9,2.2,464158,100,0,9772336,91,53,9082
compute5,nkbin,3,0.9,2.2,1000000,100,0,22432119,209,114,19577
compute5,nkbin,3,0.9,2.2,2154434,100,0,50373208,501,257,45751
compute5,nkbin,3,0.9,2.2,4641588,100,0,122053587,1164,566,112952
compute5,nkbin,3,0.9,2.2,10000000,100,0,273211833,2775,1304,266849
compute5,nkbin,3,0.9,2.2,21544346,100,0,613749488,6442,2839,563918
compute5,nkbin,3,0.9,2.2,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,4641,1000,0,317646,0,0,177
compute5,nkbin,3,0.9,2.2,10000,1000,0,830441,1,0,468
compute5,nkbin,3,0.9,2.2,21544,1000,0,2084615,3,2,1146
compute5,nkbin,3,0.9,2.2,46415,1000,0,5201435,7,4,2775
compute5,nkbin,3,0.9,2.2,100000,1000,0,12937102,17,10,6844
compute5,nkbin,3,0.9,2.2,215443,1000,0,31909492,38,23,17233
compute5,nkbin,3,0.9,2.2,464158,1000,0,76004918,89,51,42678
compute5,nkbin,3,0.9,2.2,1000000,1000,0,176233933,205,118,99209
compute5,nkbin,3,0.9,2.2,2154434,1000,0,424208569,475,265,240711
compute5,nkbin,3,0.9,2.2,4641588,1000,0,974167393,1159,582,573361
compute5,nkbin,3,0.9,2.2,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,2.2,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,2154,10,0,6045,0,0,10
compute5,nkbin,3,0.9,3.0,4641,10,0,13680,0,0,24
compute5,nkbin,3,0.9,3.0,10000,10,0,30144,1,0,59
compute5,nkbin,3,0.9,3.0,21544,10,0,71096,3,1,125
compute5,nkbin,3,0.9,3.0,46415,10,0,156070,7,3,273
compute5,nkbin,3,0.9,3.0,100000,10,0,355003,15,8,646
compute5,nkbin,3,0.9,3.0,215443,10,0,791146,36,19,1605
compute5,nkbin,3,0.9,3.0,464158,10,0,1753137,84,44,4103
compute5,nkbin,3,0.9,3.0,1000000,10,0,3857784,194,104,7667
compute5,nkbin,3,0.9,3.0,2154434,10,0,8546888,456,251,17911
compute5,nkbin,3,0.9,3.0,4641588,10,0,18754333,1113,573,43775
compute5,nkbin,3,0.9,3.0,10000000,10,0,41311194,2688,1215,113292
compute5,nkbin,3,0.9,3.0,21544346,10,0,90622977,6341,2609,205049
compute5,nkbin,3,0.9,3.0,46415888,10,0,198298321,14786,6049,464752
compute5,nkbin,3,0.9,3.0,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,2154,100,0,45594,0,0,33
compute5,nkbin,3,0.9,3.0,4641,100,0,106178,0,0,77
compute5,nkbin,3,0.9,3.0,10000,100,0,257354,1,0,198
compute5,nkbin,3,0.9,3.0,21544,100,0,610807,3,1,460
compute5,nkbin,3,0.9,3.0,46415,100,0,1375407,7,4,992
compute5,nkbin,3,0.9,3.0,100000,100,0,3153149,17,11,2275
compute5,nkbin,3,0.9,3.0,215443,100,0,7112175,37,26,5504
compute5,nkbin,3,0.9,3.0,464158,100,0,15817631,87,52,13714
compute5,nkbin,3,0.9,3.0,1000000,100,0,35395852,205,107,28190
compute5,nkbin,3,0.9,3.0,2154434,100,0,78848706,487,258,63225
compute5,nkbin,3,0.9,3.0,4641588,100,0,175123138,1107,574,148767
compute5,nkbin,3,0.9,3.0,10000000,100,0,387611610,2690,1227,361988
compute5,nkbin,3,0.9,3.0,21544346,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,4641,1000,0,746984,0,0,365
compute5,nkbin,3,0.9,3.0,10000,1000,0,1890539,1,0,977
compute5,nkbin,3,0.9,3.0,21544,1000,0,4552460,3,1,2448
compute5,nkbin,3,0.9,3.0,46415,1000,0,10913387,7,4,5650
compute5,nkbin,3,0.9,3.0,100000,1000,0,25894895,17,10,13200
compute5,nkbin,3,0.9,3.0,215443,1000,0,60484765,39,22,31577
compute5,nkbin,3,0.9,3.0,464158,1000,0,137407165,89,54,78761
compute5,nkbin,3,0.9,3.0,1000000,1000,0,312074575,205,126,173759
compute5,nkbin,3,0.9,3.0,2154434,1000,0,706303088,470,294,389833
compute5,nkbin,3,0.9,3.0,4641588,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,10000000,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,21544346,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,46415888,1000,0,-1,-1,-1,-1
compute5,nkbin,3,0.9,3.0,100000000,1000,0,-1,-1,-1,-1
compute5,nkbin,4,0.5,2.2,2154,10,0,6315,0,0,9
compute5,nkbin,4,0.5,2.2,4641,10,0,17360,0,0,22
compute5,nkbin,4,0.5,2.2,10000,10,0,26057,1,0,48
compute5,nkbin,4,0.5,2.2,21544,10,0,79576,3,1,102
compute5,nkbin,4,0.5,2.2,46415,10,0,187161,7,4,234
compute5,nkbin,4,0.5,2.2,100000,10,0,335672,17,9,527
compute5,nkbin,4,0.5,2.2,215443,10,0,947560,38,21,1321
compute5,nkbin,4,0.5,2.2,464158,10,0,1885854,89,52,3096
compute5,nkbin,4,0.5,2.2,1000000,10,0,4278990,205,113,5930
compute5,nkbin,4,0.5,2.2,2154434,10,0,8614032,490,255,13445
compute5,nkbin,4,0.5,2.2,4641588,10,0,20758502,1160,584,32245
compute5,nkbin,4,0.5,2.2,10000000,10,0,43259770,2715,1277,74145
compute5,nkbin,4,0.5,2.2,21544346,10,0,94369691,6409,2807,143213
compute5,nkbin,4,0.5,2.2,46415888,10,0,208418421,14729,6458,333152
compute5,nkbin,4,0.5,2.2,100000000,10,0,-1,-1,-1,-1
compute5,nkbin,4,0.5,2.2,2154,100,0,41081,0,0,28
compute5,nkbin,4,0.5,2.2,4641,100,0,111328,0,0,73
compute5,nkbin,4,0.5,2.2,10000,100,0,231862,1,0,165
compute5,nkbin,4,0.5,2.2,21544,100,0,622377,3,2,391
compute5,nkbin,4,0.5,2.2,46415,100,0,1268331,7,4,810
compute5,nkbin,4,0.5,2.2,100000,100,0,3158253,17,10,1949
compute5,nkbin,4,0.5,2.2,215443,100,0,7220818,38,22,4544
compute5,nkbin,4,0.5,2.2,464158,100,0,16947218,89,56,10773
compute5,nkbin,4,0.5,2.2,1000000,100,0,37482118,206,113,22567
compute5,nkbin,4,0.5,2.2,2154434,100,0,83732192,483,262,50827
compute5,nkbin,4,0.5,2.2,4641588,100,0,184974946,1160,575,115545
compute5,nkbin,4,0.5,2.2,10000000,100,0,402719367,2787,1310,261481
compute5,nkbin,4,0.5,2.2,21544346,100,0,869674072,6545,2885,538526
compute5,nkbin,4,0.5,2.2,46415888,100,0,-1,-1,-1,-1
compute5,nkbin,4,0.5,2.2,100000000,100,0,-1,-1,-1,-1
compute5,nkbin,4,0.5,2.2,4641,1000,0,682057,0,0,306
