[CSV]host,iter,algo,n,avgDeg,alpha,PLE,R,T,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]compute5,3,NkOpt,1000000,10,1,3,24.8968,0.0,561.275,4974255,9.94851
[CSV]compute5,3,NkOpt,2154434,10,1,3,26.4319,0.0,1307.58,10790291,10.0168
[CSV]compute5,3,NkOpt,4641588,10,1,3,27.9671,0.0,3138.75,23198435,9.9959
[CSV]compute5,3,NkOpt,10000000,10,1,3,29.5022,0.0,7340.65,50042864,10.0086
[CSV]compute5,3,NkOpt,21544346,10,1,3,31.0374,0.0,15238.8,107773538,10.0048
[CSV]compute5,3,NkOpt,46415888,10,1,3,32.5725,0.0,35165.6,231732895,9.98507
[CSV]compute5,3,NkOpt,100000000,10,1,3,34.1046,0.0,82088.9,500196564,10.0039
[CSV]compute5,3,NkOpt,10000,100,1,3,11.0622,0.0,15.5188,504498,100.9
[CSV]compute5,3,NkOpt,10000,100,1,3,11.0622,0.0,15.4947,517487,103.497
[CSV]compute5,3,NkOpt,21544,100,1,3,12.6063,0.0,31.2377,1055433,97.9793
[CSV]compute5,3,NkOpt,46415,100,1,3,14.1455,0.0,68.5235,2326463,100.246
[CSV]compute5,3,NkOpt,100000,100,1,3,15.683,0.0,149.981,5031633,100.633
[CSV]compute5,3,NkOpt,215443,100,1,3,17.2191,0.0,329.297,10697678,99.3087
[CSV]compute5,3,NkOpt,464158,100,1,3,18.7545,0.0,729.76,23117871,99.6121
[CSV]compute5,3,NkOpt,1000000,100,1,3,20.2899,0.0,1525.45,50244035,100.488
[CSV]compute5,3,NkOpt,2154434,100,1,3,21.825,0.0,3310.76,107732372,100.01
[CSV]compute5,3,NkOpt,4641588,100,1,3,23.36,0.0,7439.99,232220158,100.061
[CSV]compute5,3,NkOpt,10000000,100,1,3,24.8951,0.0,16786.2,501121114,100.224
[CSV]compute5,3,NkOpt,21544346,100,1,3,26.4301,0.0,35237.3,1077808735,100.055
[CSV]compute5,3,NkOpt,46415888,100,1,3,27.9655,0.0,78108.3,2320231436,99.9757
[CSV]compute5,3,NkOpt,100000000,100,1,3,29.5006,0.0,174121,4998995322,99.9799
[CSV]compute5,3,NkOpt,21544,1000,1,3,7.93843,0.0,213.396,10609297,984.896
[CSV]compute5,3,NkOpt,46415,1000,1,3,9.50959,0.0,459.838,23106088,995.63
[CSV]compute5,3,NkOpt,100000,1000,1,3,11.0624,0.0,979.084,49450112,989.002
[CSV]compute5,3,NkOpt,215443,1000,1,3,12.6062,0.0,2144.44,107724891,1000.03
[CSV]compute5,3,NkOpt,464158,1000,1,3,14.1456,0.0,4694.74,232734112,1002.82
[CSV]compute5,3,NkOpt,1000000,1000,1,3,15.6828,0.0,9903.04,501020342,1002.04
[CSV]compute5,3,NkOpt,2154434,1000,1,3,17.2189,0.0,21261.5,1076004495,998.874
[CSV]compute5,3,NkOpt,4641588,1000,1,3,18.7545,0.0,45974.1,2321296032,1000.22
[CSV]compute5,3,NkOpt,10000000,1000,1,3,20.2899,0.0,99978.9,4992715198,998.543
[CSV]compute5,3,NkOpt,21544346,1000,1,3,21.8251,0.0,214064,10794561648,1002.08
[CSV]compute5,4,NkOpt,10000,10,0.6,2.2,19.2056,0.0,5.70187,43205,8.641
[CSV]compute5,4,NkOpt,10000,10,0.6,2.2,19.2056,0.0,5.55961,44364,8.8728
[CSV]compute5,4,NkOpt,21544,10,0.6,2.2,20.8558,0.0,12.0202,121195,11.2509
[CSV]compute5,4,NkOpt,46415,10,0.6,2.2,22.4896,0.0,25.427,215879,9.30212
[CSV]compute5,4,NkOpt,100000,10,0.6,2.2,24.112,0.0,58.6816,502804,10.0561
[CSV]compute5,4,NkOpt,215443,10,0.6,2.2,25.7171,0.0,130.641,1015530,9.42737
[CSV]compute5,4,NkOpt,464158,10,0.6,2.2,27.3193,0.0,299.497,2212862,9.53495
[CSV]compute5,4,NkOpt,1000000,10,0.6,2.2,28.9054,0.0,635.99,5150946,10.3019
[CSV]compute5,4,NkOpt,2154434,10,0.6,2.2,30.488,0.0,1452.27,10467444,9.71712
[CSV]compute5,4,NkOpt,4641588,10,0.6,2.2,32.0655,0.0,3499.51,25163449,10.8426
[CSV]compute5,4,NkOpt,10000000,10,0.6,2.2,33.6363,0.0,7953.56,47359892,9.47198
[CSV]compute5,4,NkOpt,21544346,10,0.6,2.2,35.2051,0.0,16592.2,106669564,9.90233
[CSV]compute5,4,NkOpt,46415888,10,0.6,2.2,36.7676,0.0,38433.2,223678415,9.63801
[CSV]compute5,4,NkOpt,100000000,10,0.6,2.2,38.3262,0.0,88548.4,506608125,10.1322
[CSV]compute5,4,NkOpt,10000,100,0.6,2.2,14.0942,0.0,17.5625,528221,105.644
[CSV]compute5,4,NkOpt,10000,100,0.6,2.2,14.0942,0.0,17.1629,524549,104.91
[CSV]compute5,4,NkOpt,21544,100,0.6,2.2,15.8307,0.0,34.3901,1045716,97.0772
[CSV]compute5,4,NkOpt,46415,100,0.6,2.2,17.531,0.0,75.0159,2285897,98.4982
[CSV]compute5,4,NkOpt,100000,100,0.6,2.2,19.2046,0.0,159.129,4693430,93.8686
[CSV]compute5,4,NkOpt,215443,100,0.6,2.2,20.8564,0.0,361.8,10658581,98.9457
[CSV]compute5,4,NkOpt,464158,100,0.6,2.2,22.4907,0.0,788.636,22735481,97.9644
[CSV]compute5,4,NkOpt,1000000,100,0.6,2.2,24.1109,0.0,1643.04,48088763,96.1775
[CSV]compute5,4,NkOpt,2154434,100,0.6,2.2,25.7189,0.0,3729.84,108815458,101.015
[CSV]compute5,4,NkOpt,4641588,100,0.6,2.2,27.3174,0.0,8297.66,229527974,98.9006
[CSV]compute5,4,NkOpt,10000000,100,0.6,2.2,28.9074,0.0,18478.8,499367177,99.8734
[CSV]compute5,4,NkOpt,21544346,100,0.6,2.2,30.4901,0.0,38652,1054651074,97.9051
[CSV]compute5,4,NkOpt,46415888,100,0.6,2.2,32.0667,0.0,86768.9,2340157879,100.834
[CSV]compute5,4,NkOpt,100000000,100,0.6,2.2,33.6378,0.0,192123,4985193844,99.7039
[CSV]compute5,4,NkOpt,21544,1000,0.6,2.2,10.4538,0.0,210.038,9603330,891.509
[CSV]compute5,4,NkOpt,46415,1000,0.6,2.2,12.309,0.0,481.163,22000530,947.992
[CSV]compute5,4,NkOpt,100000,1000,0.6,2.2,14.0941,0.0,1061.53,48493114,969.862
[CSV]compute5,4,NkOpt,215443,1000,0.6,2.2,15.8305,0.0,2283.16,103882210,964.359
[CSV]compute5,4,NkOpt,464158,1000,0.6,2.2,17.5312,0.0,5077.84,228733583,985.585
[CSV]compute5,4,NkOpt,1000000,1000,0.6,2.2,19.2046,0.0,10885.2,495036754,990.074
[CSV]compute5,4,NkOpt,2154434,1000,0.6,2.2,20.8563,0.0,23305.6,1061844773,985.73
[CSV]compute5,4,NkOpt,4641588,1000,0.6,2.2,22.4907,0.0,50479.4,2289045704,986.32
[CSV]compute5,4,NkOpt,10000000,1000,0.6,2.2,24.1108,0.0,111199,5051274987,1010.25
[CSV]compute5,4,NkOpt,10000,10,1,3,15.683,0.0,5.63092,49510,9.902
[CSV]compute5,4,NkOpt,10000,10,1,3,15.683,0.0,5.33681,49732,9.9464
[CSV]compute5,4,NkOpt,21544,10,1,3,17.2179,0.0,10.8392,109158,10.1335
[CSV]compute5,4,NkOpt,46415,10,1,3,18.7527,0.0,23.6734,226756,9.77081
[CSV]compute5,4,NkOpt,100000,10,1,3,20.2913,0.0,54.24,499383,9.98766
[CSV]compute5,4,NkOpt,215443,10,1,3,21.8265,0.0,119.455,1056590,9.80853
[CSV]compute5,4,NkOpt,464158,10,1,3,23.3616,0.0,274.289,2308220,9.94584
[CSV]compute5,4,NkOpt,1000000,10,1,3,24.8968,0.0,562.422,5005783,10.0116
[CSV]compute5,4,NkOpt,2154434,10,1,3,26.4319,0.0,1300.89,10726444,9.95755
[CSV]compute5,4,NkOpt,4641588,10,1,3,27.9671,0.0,3145.66,23222612,10.0063
[CSV]compute5,4,NkOpt,10000000,10,1,3,29.5022,0.0,7341.45,50039054,10.0078
[CSV]compute5,4,NkOpt,21544346,10,1,3,31.0374,0.0,15226.2,107577362,9.9866
[CSV]compute5,4,NkOpt,46415888,10,1,3,32.5725,0.0,35159.6,232103754,10.001
[CSV]compute5,4,NkOpt,100000000,10,1,3,34.1046,0.0,82235.3,500632878,10.0127
[CSV]compute5,4,NkOpt,10000,100,1,3,11.0622,0.0,15.6297,504776,100.955
[CSV]compute5,4,NkOpt,10000,100,1,3,11.0622,0.0,15.0565,492969,98.5938
[CSV]compute5,4,NkOpt,21544,100,1,3,12.6063,0.0,32.3329,1092241,101.396
[CSV]compute5,4,NkOpt,46415,100,1,3,14.1455,0.0,68.3595,2312076,99.6262
[CSV]compute5,4,NkOpt,100000,100,1,3,15.683,0.0,148.681,4953089,99.0618
[CSV]compute5,4,NkOpt,215443,100,1,3,17.2191,0.0,334.065,10876743,100.971
[CSV]compute5,4,NkOpt,464158,100,1,3,18.7545,0.0,726.987,22948113,98.8806
[CSV]compute5,4,NkOpt,1000000,100,1,3,20.2899,0.0,1525.22,50124156,100.248
[CSV]compute5,4,NkOpt,2154434,100,1,3,21.825,0.0,3310.97,107609790,99.8961
[CSV]compute5,4,NkOpt,4641588,100,1,3,23.36,0.0,7431.75,231577450,99.7837
[CSV]compute5,4,NkOpt,10000000,100,1,3,24.8951,0.0,16770.7,500485118,100.097
[CSV]compute5,4,NkOpt,21544346,100,1,3,26.4301,0.0,35198.7,1077291778,100.007
[CSV]compute5,4,NkOpt,46415888,100,1,3,27.9655,0.0,78153.7,2321647913,100.037
[CSV]compute5,4,NkOpt,100000000,100,1,3,29.5006,0.0,174213,4997228409,99.9446
[CSV]compute5,4,NkOpt,21544,1000,1,3,7.93843,0.0,215.514,10721517,995.313
[CSV]compute5,4,NkOpt,46415,1000,1,3,9.50959,0.0,457.512,23095503,995.174
[CSV]compute5,4,NkOpt,100000,1000,1,3,11.0624,0.0,997.175,50437744,1008.75
[CSV]compute5,4,NkOpt,215443,1000,1,3,12.6062,0.0,2131.67,107011753,993.411
[CSV]compute5,4,NkOpt,464158,1000,1,3,14.1456,0.0,4678.56,232093905,1000.06
[CSV]compute5,4,NkOpt,1000000,1000,1,3,15.6828,0.0,9828.66,497094889,994.19
[CSV]compute5,4,NkOpt,2154434,1000,1,3,17.2189,0.0,21159,1075074937,998.011
[CSV]compute5,4,NkOpt,4641588,1000,1,3,18.7545,0.0,46169.7,2329995810,1003.96
[CSV]compute5,4,NkOpt,10000000,1000,1,3,20.2899,0.0,100098,4999800842,999.96
