[CSV]host,iter,algo,n,avgDeg,alpha,T,R,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]compute5,1,Embedder,10000,100,0.6,0.5,16.3774,111.226,189685,37.937
[CSV]compute5,1,Embedder,21544,100,0.6,0.5,17.9124,304.137,541509,50.2701
[CSV]compute5,1,Embedder,46415,100,0.6,0.5,19.4475,454.67,1053504,45.395
[CSV]compute5,1,Embedder,100000,100,0.6,0.5,20.9825,1024.14,2306189,46.1238
[CSV]compute5,1,Embedder,215443,100,0.6,0.5,22.5176,2644.37,5780396,53.6606
[CSV]compute5,1,Embedder,464158,100,0.6,0.5,24.0527,6315.25,13468316,58.0333
[CSV]compute5,1,Embedder,1000000,100,0.6,0.5,25.5877,14330.6,28597101,57.1942
[CSV]compute5,1,Embedder,2154434,100,0.6,0.5,27.1228,36091.1,70542622,65.486
[CSV]compute5,1,Embedder,4641588,100,0.6,0.5,28.6578,85148.6,158246296,68.1863
[CSV]compute5,1,Embedder,21544,1000,0.6,0.5,13.3072,1666.01,3939995,365.763
[CSV]compute5,1,Embedder,46415,1000,0.6,0.5,14.8423,4029,8794891,378.968
[CSV]compute5,1,Embedder,100000,1000,0.6,0.5,16.3774,10772.1,22314155,446.283
[CSV]compute5,1,Embedder,215443,1000,0.6,0.5,17.9124,27139.8,52663359,488.884
[CSV]compute5,1,Embedder,464158,1000,0.6,0.5,19.4475,36916.7,107296697,462.328
[CSV]compute5,1,Embedder,1000000,1000,0.6,0.5,20.9825,88225.7,248025426,496.051
[CSV]compute5,1,Embedder,2154434,1000,0.6,0.5,22.5176,212681,569921830,529.069
[CSV]compute5,1,Embedder,10000,10,1,0.5,16.5881,41.2051,43367,8.6734
[CSV]compute5,1,Embedder,10000,10,1,0.5,16.5881,42.0931,44981,8.9962
[CSV]compute5,1,Embedder,21544,10,1,0.5,18.1231,81.1647,85178,7.90735
[CSV]compute5,1,Embedder,46415,10,1,0.5,19.6582,173.11,189152,8.15047
[CSV]compute5,1,Embedder,100000,10,1,0.5,21.1933,383.343,421067,8.42134
[CSV]compute5,1,Embedder,215443,10,1,0.5,22.7283,871.091,915154,8.49556
[CSV]compute5,1,Embedder,464158,10,1,0.5,24.2634,1946.51,1994487,8.594
[CSV]compute5,1,Embedder,1000000,10,1,0.5,25.7984,4284.59,4313049,8.6261
[CSV]compute5,1,Embedder,2154434,10,1,0.5,27.3335,9483.24,9398205,8.72452
[CSV]compute5,1,Embedder,4641588,10,1,0.5,28.8686,20878.8,20542398,8.85145
[CSV]compute5,1,Embedder,10000000,10,1,0.5,30.4036,46926.6,44533487,8.9067
[CSV]compute5,1,Embedder,21544346,10,1,0.5,31.9387,104397,87590974,8.13123
[CSV]compute5,1,Embedder,10000,100,1,0.5,11.9829,222.416,419470,83.894
[CSV]compute5,1,Embedder,10000,100,1,0.5,11.9829,214.408,402252,80.4504
[CSV]compute5,1,Embedder,21544,100,1,0.5,13.518,481.937,842715,78.232
[CSV]compute5,1,Embedder,46415,100,1,0.5,15.053,1190.62,1979628,85.3012
[CSV]compute5,1,Embedder,100000,100,1,0.5,16.5881,2816.6,4350479,87.0096
[CSV]compute5,1,Embedder,215443,100,1,0.5,18.1232,3462.26,8213653,76.249
[CSV]compute5,1,Embedder,464158,100,1,0.5,19.6582,7842.75,17865137,76.9787
[CSV]compute5,1,Embedder,1000000,100,1,0.5,21.1933,17762.7,39311291,78.6226
[CSV]compute5,1,Embedder,2154434,100,1,0.5,22.7283,40092.7,86882947,80.655
[CSV]compute5,1,Embedder,4641588,100,1,0.5,24.2634,87791.9,189904296,81.8273
[CSV]compute5,1,Embedder,10000000,100,1,0.5,25.7984,194711,414083378,82.8167
