[CSV]host,iter,algo,n,avgDeg,alpha,PLE,R,T,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]thomas-desktop,2,NkOpt,100000000,100,0.6,2.2,33.6378,0.0,180507,4985682567,99.7137
[CSV]thomas-desktop,2,NkOpt,21544,1000,0.6,2.2,10.4538,0.0,206.932,9605590,891.718
[CSV]thomas-desktop,2,NkOpt,46415,1000,0.6,2.2,12.309,0.0,463.462,22010252,948.411
[CSV]thomas-desktop,2,NkOpt,100000,1000,0.6,2.2,14.0941,0.0,989.991,46669002,933.38
[CSV]thomas-desktop,2,NkOpt,215443,1000,0.6,2.2,15.8305,0.0,2269.19,107809470,1000.82
[CSV]thomas-desktop,2,NkOpt,464158,1000,0.6,2.2,17.5312,0.0,4799.09,224760825,968.467
[CSV]thomas-desktop,2,NkOpt,1000000,1000,0.6,2.2,19.2046,0.0,10645.8,502024866,1004.05
[CSV]thomas-desktop,2,NkOpt,2154434,1000,0.6,2.2,20.8563,0.0,22978.9,1077453989,1000.22
[CSV]thomas-desktop,2,NkOpt,4641588,1000,0.6,2.2,22.4907,0.0,49444.4,2305470257,993.397
[CSV]thomas-desktop,2,NkOpt,10000000,1000,0.6,2.2,24.1108,0.0,106924,4955246669,991.049
[CSV]thomas-desktop,2,NkOpt,10000,10,1,3,15.683,0.0,5.63697,46834,9.3668
[CSV]thomas-desktop,2,NkOpt,10000,10,1,3,15.683,0.0,5.86902,51452,10.2904
[CSV]thomas-desktop,2,NkOpt,21544,10,1,3,17.2179,0.0,11.2451,106060,9.8459
[CSV]thomas-desktop,2,NkOpt,46415,10,1,3,18.7527,0.0,22.0319,232233,10.0068
[CSV]thomas-desktop,2,NkOpt,100000,10,1,3,20.2913,0.0,51.2162,502298,10.046
[CSV]thomas-desktop,2,NkOpt,215443,10,1,3,21.8265,0.0,113.554,1066250,9.89821
[CSV]thomas-desktop,2,NkOpt,464158,10,1,3,23.3616,0.0,242.797,2320719,9.99969
[CSV]thomas-desktop,2,NkOpt,1000000,10,1,3,24.8968,0.0,501.675,4998985,9.99797
[CSV]thomas-desktop,2,NkOpt,2154434,10,1,3,26.4319,0.0,1175.88,10805040,10.0305
[CSV]thomas-desktop,2,NkOpt,4641588,10,1,3,27.9671,0.0,2797.83,23161141,9.97983
[CSV]thomas-desktop,2,NkOpt,10000000,10,1,3,29.5022,0.0,6536.09,49912921,9.98258
[CSV]thomas-desktop,2,NkOpt,21544346,10,1,3,31.0374,0.0,13795.1,107732171,10.001
[CSV]thomas-desktop,2,NkOpt,46415888,10,1,3,32.5725,0.0,32050,231965798,9.9951
[CSV]thomas-desktop,2,NkOpt,100000000,10,1,3,34.1046,0.0,75063.8,500657208,10.0131
[CSV]thomas-desktop,2,NkOpt,10000,100,1,3,11.0622,0.0,15.5879,503750,100.75
[CSV]thomas-desktop,2,NkOpt,10000,100,1,3,11.0622,0.0,15.2659,519569,103.914
